Gene = ALAD
index = 69
Annotated 5SS: [  122  7887  9215  9807 10536 10741 10929 11561 11735 11896 12357]
Annotated 3SS: [ 7698  9163  9709 10399 10656 10839 11504 11646 11808 12226 12971]
SMsplice 5SS: [  122  7887 10536 10741 10929 11561 11735 11906 12357]
SMsplice 3SS: [ 7698 10399 10599 10839 11504 11646 11808 12226 12971]
top_k =  1000
Partition function (log Z): 24.961818040517574

Sorted 5' Splice Sites (High to Low Probability):
Position 11735: 0.9971082205438014
Position 10929: 0.9948632762678188
Position 10536: 0.9844087277275851
Position 10741: 0.977953776025635
Position 7887: 0.9735981356322615
Position 12357: 0.9542884108903003
Position 122: 0.9444373835228523
Position 11561: 0.8912431128834555
Position 9215: 0.696496018877957
Position 400: 0.48639732825287263
Position 11906: 0.4547756381651887
Position 11896: 0.44245100667695353
Position 9807: 0.3626847849886778
Position 13105: 0.3516684560400691
Position 5927: 0.2186675471018267
Position 9710: 0.1715664565792427
Position 14064: 0.10930619246648202
Position 11884: 0.10205569201675588
Position 12113: 0.09910112722739911
Position 6057: 0.057691769955864794
Position 424: 0.05162704250063848
Position 8853: 0.048247254371276936
Position 2989: 0.04453457870140225
Position 7581: 0.04409326072614449
Position 9978: 0.034722602868703885
Position 1947: 0.03168714445564201
Position 12639: 0.031562206231556124
Position 12972: 0.030554362916788827
Position 4288: 0.025921840659327212
Position 4687: 0.025808242511667096
Position 432: 0.024449464908764228
Position 412: 0.022964394377684716
Position 2596: 0.02101161856297759
Position 1539: 0.019547481840315257
Position 307: 0.015573420258609125
Position 5071: 0.015348418899695526
Position 3415: 0.013987550040600974
Position 10258: 0.013234165435098642
Position 30: 0.011656994240105354
Position 9839: 0.010509412464348337
Position 2328: 0.00998161180295597
Position 2288: 0.009264228171659807
Position 4147: 0.008336156043989419
Position 3256: 0.007481320739109357
Position 3377: 0.00712107119279359
Position 12091: 0.006958105456930324
Position 6157: 0.006948793425050863
Position 12914: 0.006624911873608697
Position 6021: 0.005897095851139548
Position 320: 0.005748753685859023
Position 8143: 0.004276910938583539
Position 416: 0.003920783661097741
Position 13093: 0.0037317089597400013
Position 9881: 0.0034741429432618917
Position 11571: 0.0023578189469098086
Position 12140: 0.002239650282017537
Position 8163: 0.002208945427210262
Position 9269: 0.0019711555414170957
Position 826: 0.0017546712620846476
Position 11505: 0.0015775426372465278
Position 14406: 0.0015696568323270792
Position 12531: 0.0013953543887659477
Position 10727: 0.0013194762315319793
Position 1603: 0.0012830569667209946
Position 11511: 0.001247996506063937
Position 12083: 0.0012456699157381206
Position 6070: 0.001183193412383538
Position 13267: 0.0010536012836661827
Position 9961: 0.0010354705437184567
Position 11067: 0.0009902374801996814
Position 12876: 0.0008753256910253326
Position 13305: 0.0007667740688359956
Position 13486: 0.0007231541171143284
Position 8195: 0.0006879931027744237
Position 13453: 0.0006128728099199457
Position 9715: 0.0005782321731358288
Position 13260: 0.0005750831672098546
Position 84: 0.0005657847469923292
Position 12371: 0.0005432763935230906
Position 13973: 0.0005342758134581928
Position 12570: 0.000493319009731038
Position 9970: 0.0004677586988262676
Position 10716: 0.00040937863980347854
Position 10214: 0.00038010636267017244
Position 10253: 0.00031452679682947017
Position 10362: 0.0002751786285335512
Position 10139: 0.0002619631608480498
Position 10017: 0.000215498684035964
Position 11081: 0.00020641542368169866
Position 54: 0.00020225637448457106
Position 11581: 0.0001979196152243132
Position 1552: 0.0001840526003574118
Position 11425: 0.0001730199998413118
Position 1639: 0.00016631826553798737
Position 1952: 0.00016070053585909145
Position 10527: 0.00014801927273277112
Position 10776: 0.0001322093144262502
Position 10055: 0.00012241014177167447
Position 2612: 0.00011917078261180117
Position 1054: 0.0001046612152399738
Position 12562: 9.635438411131516e-05
Position 406: 8.535047436979356e-05
Position 11875: 7.545057278701701e-05
Position 10494: 7.144254012470147e-05
Position 12668: 5.8367831211967534e-05
Position 1038: 5.7575608896988064e-05
Position 2679: 5.587810163570023e-05
Position 409: 5.4568103993921e-05
Position 10487: 5.1737000900826596e-05
Position 12772: 4.7121609593451914e-05
Position 11739: 4.591455053015398e-05
Position 2559: 3.9360927942187394e-05
Position 10499: 3.4977499760975266e-05
Position 2149: 3.359420612259842e-05
Position 10745: 3.2484859537203995e-05
Position 223: 2.0964410123857663e-05
Position 12043: 1.9908045386970596e-05
Position 10848: 1.914921448881232e-05
Position 11845: 1.8318403258561055e-05
Position 3281: 1.5451254024005808e-05
Position 11113: 1.2459721859704351e-05
Position 10624: 1.1502163318443729e-05
Position 11227: 1.1171150189836354e-05
Position 3226: 7.673380388598337e-06
Position 243: 7.067809382352728e-06
Position 729: 5.74161928334231e-06
Position 272: 5.113332411102516e-06
Position 11732: 4.934570104823117e-06
Position 2555: 4.558971520161403e-06
Position 11493: 3.5021205674792826e-06
Position 10601: 3.1886468753343317e-06
Position 1046: 2.7114192821565476e-06
Position 348: 2.573221244933511e-06
Position 11818: 2.4469418403016034e-06
Position 58: 2.2215092404690393e-06
Position 1370: 1.7729094714761216e-06
Position 773: 1.3362617221238742e-06
Position 13126: 1.25054450960121e-06
Position 218: 7.274272147247313e-07
Position 1303: 6.370249617884386e-07
Position 1244: 5.280892689529443e-07
Position 11542: 4.72951737099721e-07
Position 589: 4.2150620265614397e-07
Position 11: 3.9091170554294493e-07
Position 10784: 3.5575794615621216e-07
Position 865: 2.7209402743083557e-07
Position 200: 2.5347930972872674e-07
Position 10507: 2.3887349437792857e-07
Position 12250: 2.3254453669799613e-07
Position 11659: 2.2330133495339153e-07
Position 260: 2.0963205695645907e-07
Position 830: 1.7899704126754374e-07
Position 10459: 1.1639386834382122e-07
Position 12323: 6.922071949732414e-08
Position 11588: 6.207536419661565e-08
Position 455: 1.9923615661533837e-08
Position 11942: 1.4008598514337475e-08
Position 276: 1.2060205023972297e-08
Position 207: 6.6677511293843346e-09
Position 469: 6.462966967489519e-09
Position 1588: 3.23614854287144e-09
Position 188: 3.025601505590876e-09
Position 10851: 6.863029001436429e-10
Position 265: 6.475069272782087e-10
Position 251: 8.660989555400866e-13
Position 11969: 1.434919052353395e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11808: 0.9981018318578164
Position 11646: 0.9850613064908671
Position 10839: 0.9810559970371953
Position 10399: 0.9461746246973567
Position 12226: 0.8848550761442935
Position 7698: 0.86727968038937
Position 11504: 0.8365037077063593
Position 12971: 0.6371715973155079
Position 10599: 0.48378745971087667
Position 214: 0.4744340712660063
Position 10656: 0.40455966972734875
Position 9709: 0.3924872929693551
Position 8997: 0.28135222567003343
Position 13738: 0.2667538261834899
Position 5904: 0.23830960746901408
Position 9130: 0.18014788867628026
Position 9163: 0.17652177911513564
Position 12022: 0.16777498898781035
Position 12859: 0.11293832870008172
Position 14146: 0.09925281419553016
Position 9629: 0.09396985416535664
Position 9614: 0.08470832853326803
Position 10641: 0.08089995911422876
Position 301: 0.0747502958714208
Position 13972: 0.06658500276194383
Position 13215: 0.06127507775676634
Position 9100: 0.05833288806917139
Position 7779: 0.05075483899115524
Position 5839: 0.04920732226536325
Position 13929: 0.04473817264140068
Position 7495: 0.04458032265556042
Position 11364: 0.04399111707894915
Position 7799: 0.04318990292535536
Position 10284: 0.04130413541714971
Position 12910: 0.03979020647361471
Position 14306: 0.03714497021101182
Position 8719: 0.03593494097511036
Position 3208: 0.028599726248749503
Position 1826: 0.027696912504341458
Position 12199: 0.026601534030659152
Position 13292: 0.023902023473819277
Position 4051: 0.022385973475932665
Position 4612: 0.0218585230747932
Position 1405: 0.01889035636807959
Position 2497: 0.018621860412693036
Position 2844: 0.01823704908612
Position 13932: 0.016329537554392815
Position 12470: 0.016185470083754653
Position 10847: 0.014613058523023484
Position 10213: 0.013740790497617169
Position 2126: 0.012793638452115414
Position 13795: 0.011746563219809244
Position 234: 0.011287575296636446
Position 7702: 0.009826957954976536
Position 11424: 0.009396517064492982
Position 12879: 0.009188996753173822
Position 8798: 0.008399543238190574
Position 2727: 0.008209004764811598
Position 4849: 0.007580705987215647
Position 13316: 0.007518292593080162
Position 14590: 0.006733586594273472
Position 4877: 0.006499337283667724
Position 8015: 0.006404070332025909
Position 4124: 0.006364182572170373
Position 14012: 0.006263337818434439
Position 2784: 0.0061698355695392485
Position 11419: 0.006035257514568917
Position 248: 0.005492210850831956
Position 11614: 0.005080322772577459
Position 13191: 0.004755890399453527
Position 10610: 0.004625040580136474
Position 11654: 0.00461563236554592
Position 9555: 0.004532083142151792
Position 14263: 0.004422449290129464
Position 12597: 0.004191230400192913
Position 4525: 0.00394971943687389
Position 13264: 0.0036808039796711062
Position 14613: 0.0036611600993009395
Position 12913: 0.0035706939074952077
Position 12482: 0.0033412711194194247
Position 2883: 0.0032989972711521265
Position 14888: 0.0032969387844264003
Position 2179: 0.003119242237410772
Position 2902: 0.0030793222102692736
Position 1778: 0.002918663567166122
Position 14285: 0.002912271883388418
Position 9793: 0.0028734364531902016
Position 5659: 0.002871470011887614
Position 13006: 0.0028019549938723995
Position 9433: 0.0027463456641206676
Position 14918: 0.0026947434110542027
Position 11390: 0.0025763931399454968
Position 8580: 0.0023670544374754274
Position 2913: 0.0022601283604264224
Position 4048: 0.0021677988436711896
Position 12519: 0.002010931201337355
Position 13703: 0.0019456674613285156
Position 14405: 0.0019260198182257456
