Gene = ACBD6
index = 23
Annotated 5SS: [   910   7494  10686  72775  89589 105439 188263]
Annotated 3SS: [  7428  10588  72691  89482 105348 188231 214436]
SMsplice 5SS: [   910   7494   8593  10686  23091  36300  72775  78892  89589 100586
 105439 111337 133663 155793 160978 188263 191441 202752 202967]
SMsplice 3SS: [  7428   8474  10588  22972  36149  72691  78730  89482 100494 105348
 111226 133529 155698 160824 188231 191214 202697 202845 214436]
top_k =  1000
Partition function (log Z): -91.99565476975626

Sorted 5' Splice Sites (High to Low Probability):
Position 10686: 0.962934527340571
Position 8593: 0.8721097254567084
Position 7494: 0.8043714684858579
Position 910: 0.6371390018427742
Position 16148: 0.3852029560137158
Position 23091: 0.30438231795762605
Position 15004: 0.25046503311851487
Position 1274: 0.22304019434391553
Position 900: 0.20253974384707454
Position 17603: 0.1846755700385207
Position 12794: 0.1815323555888716
Position 3471: 0.17933293421909577
Position 16498: 0.16194586532349597
Position 8239: 0.10791503664311997
Position 8231: 0.10570987218083513
Position 16846: 0.07047658899895919
Position 862: 0.06899026449499043
Position 10915: 0.06572642175805546
Position 6403: 0.057433590376935705
Position 14827: 0.04538581633011401
Position 11586: 0.04431664317598214
Position 1528: 0.040718012953350764
Position 14564: 0.03473919428363767
Position 7522: 0.03381851446115883
Position 7562: 0.032239072419278154
Position 9061: 0.031470083499033234
Position 15463: 0.018146023283658923
Position 6206: 0.015831265627535285
Position 5607: 0.014694520893885983
Position 8426: 0.00956306020123762
Position 7541: 0.009120678489086898
Position 1903: 0.008783826382907717
Position 543: 0.007899892714118131
Position 7100: 0.006064910560063441
Position 1265: 0.004010552997293357
Position 1017: 0.0032498299788258993
Position 3107: 0.003184326076364267
Position 891: 0.003128362140993866
Position 14488: 0.0030685721557286265
Position 7222: 0.002998326576762838
Position 17764: 0.002889004689475155
Position 984: 0.002814684330166239
Position 769: 0.002408134156057374
Position 4319: 0.0020503353367292846
Position 2386: 0.0019549123710063884
Position 1804: 0.0017185732229470045
Position 10672: 0.0016239255531212296
Position 3557: 0.0015346151418448213
Position 3042: 0.001523739826868112
Position 462: 0.0014706726355950476
Position 606: 0.0013164085941359956
Position 4608: 0.0012535943606058152
Position 12441: 0.0011569068320929413
Position 522: 0.0010391748250932536
Position 7239: 0.001010418594178978
Position 4222: 0.0009940181876189078
Position 11626: 0.0009305706848942724
Position 7232: 0.0009119793146839734
Position 1614: 0.0008655927937921168
Position 12313: 0.0008655730429642736
Position 12725: 0.0007985615933988894
Position 1406: 0.0007821097197916299
Position 989: 0.0007260993871794469
Position 2522: 0.0006873368444378936
