Gene = ADGRD2
index = 30
Annotated 5SS: [   68   632  1586  2007  2479  3037  4643  5516  6146  6631 14323 15734
 16100 16582 17265 17457 18524 23397 23525 24325 24619]
Annotated 3SS: [  418   943  1907  2392  2751  4530  5380  6021  6524 14166 15629 15996
 16427 17130 17340 18402 23354 23479 24265 24587 26189]
SMsplice 5SS: [   64  1177  2007  2479  6631 11874 14323 15734 16100 17265 17457 18524]
SMsplice 3SS: [  943  1907  2392  6524 11791 14195 15629 15996 17130 17332 18402 22662]
top_k =  1000
Partition function (log Z): 12.855487805382822

Sorted 5' Splice Sites (High to Low Probability):
Position 6631: 0.9842979996229042
Position 2479: 0.9819512756756086
Position 18524: 0.9558409936197962
Position 17265: 0.9298361992047693
Position 14323: 0.9257602409064648
Position 16100: 0.8982559748080063
Position 15734: 0.8951908995745456
Position 17457: 0.8387205433089081
Position 11874: 0.8098816180329574
Position 2007: 0.7974306488898786
Position 5516: 0.5057206583133197
Position 1177: 0.4798707630754643
Position 6146: 0.437788871837565
Position 64: 0.4372072641326502
Position 23397: 0.4144259178816116
Position 24325: 0.3854341345616956
Position 24619: 0.35990253290537944
Position 16582: 0.3062993323196491
Position 632: 0.2922425333452324
Position 37: 0.2856966516400648
Position 1586: 0.23522837557870033
Position 1396: 0.20794681608121324
Position 3037: 0.18899161844987408
Position 3007: 0.1875967121132858
Position 13908: 0.18646749208843263
Position 6909: 0.16889757054636997
Position 23048: 0.14710627204205864
Position 5520: 0.12486904943225992
Position 455: 0.11866201783816979
Position 68: 0.11194000785611165
Position 22732: 0.10415820277353215
Position 17037: 0.1026745028210528
Position 22766: 0.10089254651608946
Position 16530: 0.09333235292589034
Position 16521: 0.0926709408630528
Position 23105: 0.061384547963741765
Position 9376: 0.060173519110185425
Position 4643: 0.05235441838329199
Position 18326: 0.05017693738575317
Position 2078: 0.045029350453247616
Position 24412: 0.04493348817005672
Position 15562: 0.044265037308599986
Position 1239: 0.041095102928108654
Position 23998: 0.04083957297583757
Position 16115: 0.04048441388199525
Position 4999: 0.03704047019590307
Position 5389: 0.035808900512691005
Position 16111: 0.03580258916801501
Position 589: 0.03525661309281461
Position 2311: 0.03494129464854555
Position 5104: 0.034208328373953246
Position 303: 0.027508535391982294
Position 23008: 0.027064071219331798
Position 1237: 0.026219950108077775
Position 1567: 0.025864683778544978
Position 7188: 0.025490627942310457
Position 9331: 0.02489497673820039
Position 6746: 0.024654186725698468
Position 5739: 0.02430893041792982
Position 23525: 0.02283623902910329
Position 23480: 0.022511003473251384
Position 25812: 0.021942581460450982
Position 7220: 0.020175330310001762
Position 23737: 0.018907909902174624
Position 2729: 0.017688316912559152
Position 17597: 0.016769536759826485
Position 20337: 0.015583059597715413
Position 5783: 0.014785084865638412
Position 16524: 0.014030063280999176
Position 2283: 0.013094557955404344
Position 9934: 0.01277781620798553
Position 906: 0.012453649816112435
Position 5494: 0.012430624816676608
Position 732: 0.012389655644675023
Position 17855: 0.011989471249163611
Position 14578: 0.011446771280273006
Position 24827: 0.011176221003174633
Position 23720: 0.0102359304312934
Position 5896: 0.009937674039796765
Position 24148: 0.009732245646564773
Position 17094: 0.009238922887631335
Position 833: 0.008081852239456122
Position 14334: 0.007138028276406062
Position 1248: 0.006733118958115397
Position 583: 0.00663148234391119
Position 17761: 0.006340635369639213
Position 1819: 0.006058706021645439
Position 2686: 0.005602511296293935
Position 944: 0.005519029713360146
Position 11481: 0.005302546459473662
