Gene = ISG15
index = 719
Annotated 5SS: [154]
Annotated 3SS: [560]
SMsplice 5SS: [154]
SMsplice 3SS: [560]
top_k =  1000
Partition function (log Z): -6.586227374452028

Sorted 5' Splice Sites (High to Low Probability):
Position 154: 0.9063520010734184
Position 347: 0.1840039051820237
Position 172: 0.055048264044728984
Position 182: 0.013230326575539002
Position 274: 0.00763991105338499
Position 473: 0.004456613415190129
Position 320: 0.004067776108775315
Position 849: 0.0031970124058589874
Position 299: 0.0023808802095088935
Position 371: 0.002194399567432713
Position 390: 0.001927517932311074
Position 709: 0.0016545355765754245
Position 813: 0.0012397108682459341
Position 227: 0.0004678906836142569
Position 606: 0.0003706467738445704
Position 888: 0.00021358693901546972
Position 27: 0.00018679261835798759
Position 439: 0.00016052777250028704
Position 511: 0.00013306262868072687
Position 107: 0.00011283781370870689
Position 281: 9.586886968959121e-05
Position 56: 5.96137484738356e-05
Position 626: 5.6849570489362684e-05
Position 576: 3.368306335685556e-05
Position 207: 2.4843050036296713e-05
Position 504: 2.1225468293675994e-05
Position 238: 1.0537975902487411e-05
Position 29: 7.946909079765922e-06
Position 422: 7.197412338631023e-06
Position 729: 5.313370679210545e-06
Position 904: 3.446679926054782e-06
Position 283: 3.2498285704830374e-06
Position 768: 2.125225100874994e-06
Position 119: 1.0294755839119293e-06
Position 632: 2.202171202286789e-07
Position 630: 2.0898993623527867e-07
Position 31: 4.740271649069016e-08
Position 688: 4.7152832208264555e-08
Position 506: 1.5622365168427912e-08
Position 124: 4.723640688294283e-09
Position 413: 3.3580000604841116e-09
Position 508: 1.1041677859220292e-09
Position 165: 9.604991455870325e-10
Position 404: 6.502372685746391e-10
Position 497: 6.135048362522055e-10
Position 777: 3.498219811359379e-10
Position 191: 3.178773820470476e-10
Position 465: 2.3700233250752683e-11
Position 534: 1.6376371567636242e-13
Position 546: 5.5001662308736464e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 560: 0.8382328340969678
Position 221: 0.20637990642948068
Position 605: 0.07591864073342483
Position 478: 0.018028435187316068
Position 636: 0.009982840294232471
Position 534: 0.007171704488705202
Position 226: 0.006484727893238709
Position 619: 0.005112596573796948
Position 938: 0.002393209251374646
Position 235: 0.0022719249572367146
Position 884: 0.0020905265507373946
Position 581: 0.0018262543509791104
Position 763: 0.0016828869920995806
Position 722: 0.001239855016129638
Position 683: 0.0011114784599038758
Position 243: 0.0010027008130896542
Position 298: 0.0009457854191740097
Position 493: 0.0008074850495125211
Position 1035: 0.0006368085293108593
Position 1079: 0.0005292991831352973
Position 838: 0.00046944737727529126
Position 742: 0.000464878624984867
Position 746: 0.0004145343175825268
Position 390: 0.0003475033066309225
Position 706: 0.0003264355551580143
Position 944: 0.00031607950578256566
Position 346: 0.00029638503621155576
Position 318: 0.00028841102571306566
Position 442: 0.00026804767781388357
Position 686: 0.0002344687582269285
Position 911: 0.0002005808218614175
Position 835: 0.00019750638074699731
Position 959: 0.00019081084325774783
Position 404: 0.00014830341784104892
Position 827: 0.000145052180892245
Position 881: 0.00014421364460050055
Position 644: 0.0001153493071264691
Position 863: 0.00010850325380136808
Position 378: 8.720815897689288e-05
Position 497: 7.9196677612637e-05
Position 330: 7.035564030600205e-05
Position 295: 6.505737627327888e-05
Position 481: 5.8177281489895374e-05
Position 1068: 4.853392831898111e-05
Position 1056: 4.61024157301268e-05
Position 444: 4.572494550140353e-05
Position 805: 3.075008232781523e-05
Position 134: 2.9409807397281278e-05
Position 817: 2.9094019767043647e-05
Position 1100: 2.6953267986267486e-05
Position 616: 2.5225802301524956e-05
Position 727: 2.501521844877452e-05
Position 1026: 1.7308643994946716e-05
Position 352: 1.62169284434944e-05
Position 650: 1.6182366070648223e-05
Position 974: 1.434006120138218e-05
Position 953: 1.4240839198416415e-05
Position 397: 1.295996068368715e-05
Position 986: 1.2811934092234093e-05
Position 343: 1.2139276169753678e-05
Position 273: 1.069087408421385e-05
Position 638: 9.058468422534802e-06
Position 449: 6.255205827763561e-06
Position 848: 5.368185701184928e-06
Position 112: 4.536086623818482e-06
Position 662: 4.29888840167688e-06
Position 659: 3.807940513056935e-06
Position 1112: 3.6253367560765275e-06
Position 1051: 3.0130601522344726e-06
Position 262: 2.070719621093041e-06
Position 249: 2.069271811657603e-06
Position 1086: 1.6039165022578893e-06
Position 247: 1.5125123563132299e-06
Position 994: 1.4267428051414276e-06
Position 107: 9.127089585549356e-07
Position 310: 6.974210731327908e-07
Position 141: 2.4837988140852097e-07
Position 281: 2.3360821139493015e-07
Position 264: 1.688087120460354e-07
Position 197: 1.5940235545465762e-07
Position 89: 1.4494161217634786e-07
Position 332: 1.309242112388626e-07
Position 356: 7.967843976746941e-08
Position 148: 6.179699751433995e-08
Position 254: 4.2432767100504154e-08
Position 171: 3.206969940104203e-08
Position 456: 8.990509725961284e-09
Position 453: 6.94672510505486e-09
Position 115: 9.689901348028456e-11
Position 158: 1.0652292846356283e-11
Position 162: 1.0483771563271399e-11
Position 181: 1.462908509655828e-12
