Gene = FAM166B
index = 525
Annotated 5SS: [ 133  734 1025 1251 1520]
Annotated 3SS: [ 509  818 1198 1324 1803]
SMsplice 5SS: [ 133 1251 1520]
SMsplice 3SS: [1149 1370 1803]
top_k =  1000
Partition function (log Z): -6.140787755401327

Sorted 5' Splice Sites (High to Low Probability):
Position 133: 0.8362776913738307
Position 1251: 0.7138586953275489
Position 1520: 0.674953709452475
Position 1025: 0.35168862372677046
Position 485: 0.25013327119888956
Position 1057: 0.12782446083151158
Position 746: 0.08914741669651038
Position 1042: 0.0746487387054841
Position 734: 0.06478944802083068
Position 565: 0.030387734799803254
Position 1572: 0.022620632834614324
Position 971: 0.0221756832677484
Position 510: 0.016808180029250493
Position 228: 0.01667080203774593
Position 1013: 0.011694804099898497
Position 756: 0.007654999782909501
Position 866: 0.00443826994197625
Position 1579: 0.004326628104163902
Position 572: 0.0035833947065811883
Position 178: 0.0031805103422464166
Position 342: 0.0031339671828893526
Position 441: 0.0030676542215447183
Position 13: 0.002680512992609463
Position 1265: 0.0026349653241357044
Position 726: 0.002543255312442507
Position 288: 0.001160998889536812
Position 661: 0.0011550984661328138
Position 1675: 0.001080990376078267
Position 738: 0.0005645599701582307
Position 1079: 0.0004648221431205273
Position 300: 0.00032832817917010265
Position 172: 0.0002387459677817795
Position 537: 0.0001879833788253533
Position 1558: 0.00018674569158325316
Position 1566: 0.00016788873585358598
Position 1591: 0.00013175191489732792
Position 1246: 0.00011239826791719608
Position 1727: 0.000101225238374002
Position 247: 8.991423575183536e-05
Position 416: 7.529673820929235e-05
Position 819: 5.227013029977454e-05
Position 1805: 5.1305497155031285e-05
Position 232: 4.159340914094792e-05
Position 544: 3.269451697271334e-05
Position 256: 2.345946176078327e-05
Position 689: 1.998541276375924e-05
Position 497: 1.4847411367609758e-05
Position 1583: 1.4578956903698843e-05
Position 1083: 1.4417404816114659e-05
Position 1118: 1.246289396786322e-05
Position 1081: 1.1858298429142688e-05
Position 682: 1.0549896079230059e-05
Position 185: 6.45327106047273e-06
Position 489: 4.5058272973302754e-06
Position 259: 1.8862911427624687e-06
Position 77: 5.373569643005843e-07
Position 319: 1.9488797177765933e-08
Position 501: 4.649109339666243e-09
Position 674: 3.302846962441674e-09
Position 1065: 1.3470187818164104e-09
Position 317: 2.686310485893992e-10
Position 322: 1.5967837335042653e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1370: 0.5481980553413552
Position 1803: 0.5356673809936238
Position 818: 0.5071450787118388
Position 1149: 0.4261859233019129
Position 1198: 0.24469303114159655
Position 340: 0.23428157783668738
Position 1324: 0.1586745089344883
Position 1466: 0.11951297999453561
Position 1392: 0.08200454809385423
Position 1656: 0.08051358144741894
Position 542: 0.07315666922284611
Position 838: 0.03788949145557419
Position 910: 0.03716754000676553
Position 509: 0.027880544762883482
Position 1785: 0.02714888853368774
Position 1935: 0.02684284146735465
Position 1127: 0.024214415640634448
Position 1864: 0.021094016229423904
Position 312: 0.020389329914981748
Position 1092: 0.019616989248233963
Position 1644: 0.016557736467370788
Position 1614: 0.01258914743159783
Position 650: 0.007438412185740516
Position 1630: 0.007056975012367877
Position 1660: 0.0055554379605746015
Position 601: 0.004423441935537264
Position 1166: 0.004200897438315757
Position 1401: 0.003988853291349061
Position 1178: 0.0036089825617218155
Position 853: 0.0030158675400175413
Position 914: 0.0029215758563691644
Position 1224: 0.002844417053338746
Position 1699: 0.0018715906174344072
Position 1688: 0.0017621717501187732
Position 564: 0.001693584703388381
Position 861: 0.0015305023132872718
Position 733: 0.0014648278688976983
Position 1892: 0.0013303301245585048
Position 1874: 0.0010395119507416938
Position 943: 0.0009501096350482713
Position 1183: 0.0008994236499048784
Position 1101: 0.0008821060616268979
Position 668: 0.000674246660026318
Position 768: 0.0005716304942588204
Position 1479: 0.0005339909329258747
Position 1877: 0.0005059003629339605
Position 937: 0.00044589692108798127
Position 576: 0.00044202494731370985
Position 474: 0.00040035019927077723
Position 745: 0.0003367600719818595
Position 1250: 0.0002323835565305513
Position 959: 0.00022809502279595156
Position 755: 0.0002238695045094996
Position 227: 0.0002206240621026542
Position 1880: 0.00019926064538826005
Position 686: 0.00019828698382765933
Position 1732: 0.00019410222308522605
Position 348: 0.00019147422486976462
Position 1817: 0.0001545279025423075
Position 586: 0.00013833233490396504
Position 552: 0.00012840204773531693
Position 246: 8.548235272038222e-05
Position 1413: 8.488379235937126e-05
Position 421: 8.479406405333522e-05
Position 1519: 7.914611980224391e-05
Position 923: 7.501183481393765e-05
Position 1416: 7.182368097622621e-05
Position 934: 6.328922530880657e-05
Position 1309: 5.939445837378973e-05
Position 1674: 5.7380484232197427e-05
Position 271: 4.836274751370861e-05
Position 918: 4.7751359824692e-05
Position 970: 4.350330545211065e-05
Position 1726: 4.286498860368806e-05
Position 1908: 3.866963597176411e-05
Position 1426: 3.827071768651808e-05
Position 1237: 3.19980801041769e-05
Position 948: 3.101860950276183e-05
Position 1294: 2.923585833216116e-05
Position 964: 2.8139212618710056e-05
Position 991: 2.6388260192947285e-05
Position 865: 2.4060931565465724e-05
Position 351: 2.356890150685466e-05
Position 674: 2.238433551335974e-05
Position 425: 2.1415875093266084e-05
Position 416: 2.119470569713896e-05
Position 771: 2.0406195374492972e-05
Position 1430: 1.5985613595458738e-05
Position 952: 1.3095373089083227e-05
Position 277: 1.2278140081143855e-05
Position 240: 1.0243505684226623e-05
Position 274: 9.64684368940776e-06
Position 375: 8.493248632040298e-06
Position 701: 7.772866482598416e-06
Position 84: 6.783489580426233e-06
Position 660: 6.7797995256542005e-06
Position 877: 6.37777669628823e-06
Position 672: 5.735651379684104e-06
Position 131: 5.44165238985674e-06
Position 495: 4.75312603233049e-06
Position 377: 4.597587931638712e-06
Position 220: 4.00890002703222e-06
Position 206: 3.789637633147734e-06
Position 977: 3.7731258090661506e-06
Position 497: 3.291128687023054e-06
Position 438: 2.875800614161452e-06
Position 98: 2.866500367580016e-06
Position 885: 2.597615646817825e-06
Position 384: 2.5682695911933848e-06
Position 366: 2.4932970821663455e-06
Position 371: 2.4570278034242285e-06
Position 112: 2.3760808950587327e-06
Position 288: 1.643492452248355e-06
Position 198: 1.4661742951940172e-06
Position 707: 1.0194720090903476e-06
Position 489: 9.175787437849102e-07
Position 794: 9.174587525952259e-07
Position 430: 8.37747608752096e-07
Position 281: 6.135934609871294e-07
Position 353: 5.390253022069956e-07
Position 357: 3.9655449458006313e-07
Position 697: 3.5322993654196215e-07
Position 713: 3.2038330124942047e-07
Position 961: 9.134163104907383e-08
Position 440: 7.106397653694263e-08
Position 292: 3.241242062997445e-08
Position 208: 2.062538103799854e-08
Position 175: 8.532140876914956e-09
Position 149: 4.536541862611188e-09
