Gene = MTMR14
index = 892
Annotated 5SS: [  281  4308 12914 19333 20031 21709 23297 27926 28597 33783 35209 35503
 35786 38430 39293 39621 40682 48405]
Annotated 3SS: [ 4158 12804 19256 19969 21585 23222 27854 28521 33715 35122 35425 35748
 38358 39233 39481 40501 48248 52327]
SMsplice 5SS: [  281  1068  4308 10348 10593 12914 21709 23297 24521 27926 28597 33783
 35503 38430 39293 39621 40682 48405]
SMsplice 3SS: [  991  4158 10217 10434 12804 21585 23222 24436 27854 28521 33715 35425
 38358 39233 39481 40501 48248 52327]
top_k =  1000
Partition function (log Z): 25.79957915159119

Sorted 5' Splice Sites (High to Low Probability):
Position 12914: 0.9988769573521977
Position 35503: 0.9952928668106354
Position 4308: 0.9793155000366031
Position 10593: 0.9694020391678163
Position 21709: 0.959115215998987
Position 38430: 0.93996314278941
Position 40682: 0.9023360191726479
Position 39621: 0.8968181457150554
Position 27926: 0.8814935324814704
Position 281: 0.8731057655399957
Position 23297: 0.8664824870666901
Position 28597: 0.8507391124375763
Position 33783: 0.8165290196937967
Position 1068: 0.770496147527995
Position 39293: 0.6805624178320592
Position 10348: 0.6788862508872603
Position 11978: 0.65347131628675
Position 35786: 0.5481931180933326
Position 48310: 0.507015861208167
Position 48405: 0.4760107579683522
Position 24521: 0.43221266736273456
Position 48749: 0.358470753988288
Position 26210: 0.351405148991195
Position 7865: 0.3415704895107532
Position 44344: 0.2597979502739322
Position 28388: 0.2559607836963547
Position 24556: 0.25567348632228665
Position 30116: 0.2457084716621921
Position 28397: 0.21378532170503947
Position 46542: 0.16971884064163711
Position 41218: 0.1642389918421883
Position 30102: 0.14840639601769007
Position 48458: 0.14555320176707487
Position 4058: 0.12835797875080457
Position 48551: 0.11164359393528356
Position 35209: 0.10987970955305469
Position 20031: 0.10240813759465629
Position 31805: 0.10069449359317172
Position 44872: 0.09694481476078486
Position 13238: 0.09392276994346795
Position 293: 0.0926911973065277
Position 42857: 0.091491999524645
Position 5392: 0.0896774071354991
Position 35680: 0.07631189583440624
Position 36019: 0.07230957477251641
Position 33855: 0.0721981263930264
Position 46628: 0.06643085657418507
Position 37123: 0.0651995471320211
Position 1783: 0.056532986901645106
Position 45382: 0.05572805048362235
Position 13677: 0.05241804940403341
Position 19028: 0.04503139751095706
Position 38710: 0.041747556126999895
Position 36512: 0.04126413527334393
Position 8706: 0.041127668674630004
Position 49184: 0.03753717277228841
Position 21692: 0.03444918772149018
Position 40601: 0.03203932323270765
Position 25997: 0.030587687607923103
Position 31317: 0.029511368514863686
Position 21072: 0.029103370665195152
Position 19333: 0.028189421701299098
Position 21539: 0.028068296461394533
Position 18340: 0.027908243581866176
Position 48639: 0.027879142091860307
Position 36397: 0.02659886428687526
Position 10314: 0.025870414326497247
Position 11487: 0.02496783915157385
