Gene = GIMAP1-GIMAP5
index = 591
Annotated 5SS: [   23  2423  3739 21041 24260]
Annotated 3SS: [ 2373  3379 20836 24210 25514]
SMsplice 5SS: [   23  2423  3739 10259 21041 24260]
SMsplice 3SS: [ 2373  3599 10014 20931 24210 25514]
top_k =  1000
Partition function (log Z): -7.727066149731658

Sorted 5' Splice Sites (High to Low Probability):
Position 10259: 0.9648094351654114
Position 2423: 0.8626725111201968
Position 24260: 0.8578229784388183
Position 23: 0.8182781853333543
Position 3739: 0.5588238899434526
Position 21041: 0.4598140983112659
Position 13364: 0.4587662844610423
Position 6894: 0.32908901100672155
Position 1820: 0.2991595522523851
Position 3730: 0.28505219147211674
Position 6241: 0.27467511869437566
Position 2291: 0.172680096964846
Position 2728: 0.1616337808238966
Position 25673: 0.12259934456010232
Position 9041: 0.09495306972865218
Position 9858: 0.08530933609537086
Position 24472: 0.07199993272665314
Position 6950: 0.06929032491491967
Position 288: 0.05479657504827206
Position 14965: 0.04918069897013721
Position 2475: 0.04575500798422274
Position 174: 0.04037403735015759
Position 3552: 0.03892223081750347
Position 3492: 0.037139151306457674
Position 6635: 0.026389643377053202
Position 182: 0.02455685776580043
Position 3889: 0.02416962325486192
Position 1367: 0.024134609751134295
Position 25373: 0.022063068272627495
Position 420: 0.02112234836692725
Position 1805: 0.017023352502778085
Position 741: 0.013349340106178918
Position 26657: 0.012207755804473672
Position 2374: 0.010834708981846158
Position 6640: 0.010506312861516478
Position 14530: 0.010326171739007508
Position 1320: 0.009320994401536688
Position 445: 0.009320029329839797
Position 6925: 0.008440247822905598
Position 26228: 0.008178886737019506
Position 3516: 0.007260882884504905
Position 770: 0.007169248428638679
Position 1941: 0.006443993762767873
Position 3701: 0.006123692092105415
Position 3937: 0.006053351083212854
Position 4024: 0.005928457831955051
Position 3832: 0.005524585535436637
Position 2295: 0.005285067804643705
Position 9837: 0.005168021310575468
Position 2996: 0.0039768781251667325
Position 718: 0.0037634980489017786
Position 1912: 0.0031941714947955665
Position 3353: 0.0024157842085250625
Position 2723: 0.002393200338658924
Position 6652: 0.002055611253375315
Position 5703: 0.0017191088448883529
Position 6604: 0.001610472072473227
Position 191: 0.0014618446073458911
Position 2591: 0.0013810430404454798
Position 1968: 0.001182756561783249
Position 6222: 0.001080054556278061
Position 6374: 0.0009216640523573456
Position 6619: 0.0008838647194490673
Position 246: 0.0008403864385698798
