Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  1000
Partition function (log Z): -13.989296204290088

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.8991693350153012
Position 8083: 0.879206976519998
Position 2369: 0.7652945755096194
Position 2174: 0.5750048132309009
Position 473: 0.509973120127544
Position 16270: 0.46751724009667267
Position 9637: 0.34658236918818597
Position 6422: 0.3430215467453711
Position 3904: 0.20923881783533693
Position 7928: 0.13193152322318583
Position 16387: 0.12441456518059245
Position 3689: 0.11223620312945388
Position 24432: 0.08621447562664807
Position 7363: 0.08523654208690375
Position 10030: 0.08274334382053754
Position 6250: 0.08192308837615381
Position 3314: 0.057726022532213456
Position 2446: 0.05369491783052742
Position 19775: 0.04054888505865406
Position 4659: 0.028278009482259524
Position 7854: 0.02092016457027803
Position 14562: 0.010939823810298097
Position 715: 0.00977067599870785
Position 8836: 0.009056415993486467
Position 6333: 0.008267124957353718
Position 8110: 0.008180822300057016
Position 1452: 0.006399271043616189
Position 8595: 0.004754037944813436
Position 697: 0.003625423032132235
Position 9438: 0.0032011538189216774
Position 505: 0.00312628682444443
Position 8406: 0.002481633489906024
Position 450: 0.0023850220242355655
Position 2894: 0.0023537204903368385
Position 2233: 0.0021151163443943644
Position 3191: 0.0019468038798151337
Position 10205: 0.0013499426252064608
Position 1542: 0.0012888104303806086
Position 4669: 0.0012277306356527884
Position 2824: 0.0011869743079367667
Position 8602: 0.0011630353975734965
Position 159: 0.0009885234457326232
Position 1770: 0.0009270945829913119
Position 748: 0.0009112517828376063
Position 5700: 0.0008226582652802298
Position 4676: 0.0007996242840166345
Position 3725: 0.0006847423895110059
Position 500: 0.0005949142158526059
Position 330: 0.0005361371492537398
Position 44: 0.0005042529453596509
Position 3583: 0.0004644486923742545
Position 1849: 0.0004379541012154706
Position 10037: 0.0003749156069823985
Position 1269: 0.0003388027881124111
Position 2350: 0.0002355418521002299
Position 4820: 0.0001894948125413455
Position 2114: 0.00015635741671353356
Position 468: 0.00015149532510036842
Position 585: 0.0001412842878272479
Position 364: 0.00013438540278509452
Position 163: 0.00012983414323066672
Position 1301: 8.75413160735078e-05
Position 790: 5.7313099862708196e-05
Position 232: 5.6245939234848195e-05
Position 30: 5.485494808351055e-05
Position 269: 3.7705341468821974e-05
Position 556: 3.555950758480957e-05
Position 543: 3.432858806925563e-05
Position 1895: 3.320264646615536e-05
Position 2064: 3.061689602892815e-05
Position 2593: 2.461804162895883e-05
Position 561: 2.1661463945491296e-05
Position 1435: 2.077014108534895e-05
Position 2307: 2.036675663845268e-05
Position 815: 1.6574712665188284e-05
Position 319: 1.4273996536333674e-05
Position 2654: 1.142607127012363e-05
Position 1477: 1.0055292113947492e-05
Position 479: 9.439337402036068e-06
Position 105: 9.354038382481249e-06
Position 347: 9.346602439671156e-06
Position 298: 7.030771991772104e-06
Position 26: 6.941741026581881e-06
Position 2425: 3.1120924102791702e-06
Position 271: 2.1757671383399406e-06
Position 333: 9.49436390434612e-07
Position 113: 3.5020399120741685e-07
Position 273: 2.2782259270361657e-07
Position 1019: 1.4476881632585078e-07
Position 878: 1.0358135846403114e-07
Position 511: 9.127572986025231e-08
Position 770: 8.791645170852981e-08
Position 873: 8.097297587184734e-08
Position 803: 7.942816176899002e-08
Position 477: 7.352830694766833e-08
Position 737: 6.961392844394823e-08
Position 389: 5.90923871939259e-08
Position 241: 4.710185677233548e-08
Position 541: 3.467102665960577e-08
Position 397: 3.116460589756815e-08
Position 917: 2.2778807771688814e-08
Position 1548: 1.7604044877429162e-08
Position 1128: 1.4033475135475632e-08
Position 190: 1.3794720621030586e-08
Position 1389: 1.2442146137857605e-08
Position 431: 1.1973707710822866e-08
Position 403: 9.528226471283274e-09
Position 783: 8.82505826319431e-09
Position 680: 6.9682993704595715e-09
Position 740: 6.1309505386445435e-09
Position 260: 3.3086869583130708e-09
Position 362: 2.981295632381149e-09
Position 532: 1.1997240594911416e-09
Position 618: 1.5341821609384434e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16235: 0.6886941772920157
Position 2035: 0.47783385942214285
Position 2289: 0.44928994515371434
Position 8010: 0.44603839294510783
Position 7971: 0.4430419703642255
Position 424: 0.3670970901346498
Position 9534: 0.3401450541866376
Position 6109: 0.32815021576653014
Position 2260: 0.30193343063210903
Position 24369: 0.17586426125888419
Position 19700: 0.16938349599048427
Position 7713: 0.12706913791144428
Position 3625: 0.10757592596344003
Position 2081: 0.09897665420904941
Position 6309: 0.0977573558535775
Position 3571: 0.09767719593545329
Position 24671: 0.08621447562664807
Position 21190: 0.07351110420088766
Position 7201: 0.0675671447772018
Position 3679: 0.06458048466229536
Position 19980: 0.060010100722412044
Position 22612: 0.039974736504475215
Position 19148: 0.03934380348820578
Position 2200: 0.03657175624778646
Position 362: 0.03607997325987763
Position 16451: 0.03515929118776421
Position 9872: 0.035011473806043664
Position 14392: 0.032169624384978564
Position 15489: 0.032083413017429355
Position 13998: 0.03158588195138994
Position 18377: 0.03133022640417295
Position 11786: 0.02679287173822885
Position 11766: 0.024980689743284074
Position 9787: 0.02181997664693675
Position 2893: 0.020925885984996315
Position 3740: 0.02076256045144303
Position 17401: 0.02067046627362379
Position 9855: 0.02051377023809226
Position 3838: 0.01636898538974586
Position 8359: 0.01490283196432273
Position 465: 0.014587255246920647
Position 9417: 0.014534390190839578
Position 7749: 0.0140579250417899
Position 10124: 0.013250859618640235
Position 7790: 0.013203806604881208
Position 4435: 0.012904554827785642
Position 3176: 0.012239698237575244
Position 10767: 0.0120537642354415
Position 20015: 0.011757249052225171
Position 6243: 0.011198957288998205
Position 12275: 0.011194926895749668
Position 8733: 0.009752688458511948
Position 16419: 0.00972307245540519
Position 2265: 0.009320468903806485
Position 9573: 0.009111757441273753
Position 4561: 0.00825020795164036
Position 3119: 0.007999241906322
Position 8481: 0.007557981497278225
Position 602: 0.007413348662307276
Position 10946: 0.007076807413912219
Position 12488: 0.006923172679882296
Position 9771: 0.0065843126909210705
Position 16368: 0.006474414214729137
Position 2222: 0.00615537309630646
Position 1199: 0.0058788048482310675
Position 10999: 0.005847090286368105
Position 3720: 0.005576736436986253
Position 8866: 0.005420034416093943
Position 3030: 0.005362279849578508
Position 4577: 0.004965066298342346
Position 7290: 0.0043712878565316145
Position 7250: 0.004303902200802902
Position 7244: 0.004044537885421853
Position 2047: 0.003961137631703929
Position 3075: 0.0038544976406692773
Position 3486: 0.003618089922075724
Position 17209: 0.0035066798295011413
Position 4532: 0.0034865322660457927
Position 7326: 0.0033936750066458545
Position 15081: 0.0033432143644121573
Position 12982: 0.0033109290791283634
Position 2331: 0.003283937871286071
Position 3190: 0.003013850845851841
Position 8308: 0.0030111608280650585
Position 3886: 0.0029381271759862746
Position 2759: 0.0027952036025346476
Position 446: 0.002569952057919914
Position 3059: 0.0024570226978918377
Position 2307: 0.0021837876813394427
Position 9356: 0.0019101652869539503
Position 3703: 0.0017817625837068872
Position 17256: 0.0016874176010152006
Position 7096: 0.0016358447942886175
Position 12352: 0.0016210789674262257
Position 13266: 0.001607272586477642
Position 3522: 0.0015924295995457542
Position 11562: 0.0015772796750614091
Position 11803: 0.001550214979295211
Position 14108: 0.0015244746056399482
Position 14039: 0.0014874465912391556
Position 1849: 0.001439202564423285
Position 3150: 0.001411995842596696
Position 1986: 0.0013875613871936854
Position 1882: 0.001231271059027197
Position 438: 0.0012000401695881316
Position 556: 0.001182148626661159
Position 1662: 0.0011529944044872946
Position 2227: 0.0011409383058720282
Position 8862: 0.0010472780761372105
Position 15465: 0.000930796910862817
Position 2092: 0.0008312619645908302
Position 1268: 0.0008307579839569246
Position 13677: 0.000826615223774725
Position 3098: 0.0008250654066000285
Position 397: 0.0007806176770394046
Position 3178: 0.000728081918115283
Position 9237: 0.0007088387125650742
Position 5643: 0.0006781336178768876
Position 13116: 0.0006536911042544938
Position 2737: 0.0006512145428109187
Position 4387: 0.0006449972343549786
Position 3206: 0.0005973411841065333
Position 1195: 0.0005696920786182469
Position 8187: 0.000546732095584688
Position 654: 0.0005303914509880264
Position 3288: 0.0005092913542608091
