Gene = SCYL3
index = 1231
Annotated 5SS: [  213 10255 12911 15193 18634 19961 21993 24520 26276 29848 33093 34619]
Annotated 3SS: [10068 12796 15135 18530 19848 21914 24379 26090 29675 32930 33923 35115]
SMsplice 5SS: [  213  5706 10255 12911 14955 15193 21993 24520 26276 29848 35184]
SMsplice 3SS: [ 5520 10068 12796 14846 15135 21914 24379 26167 29675 35115 35293]
top_k =  1000
Partition function (log Z): 7.475101167007655

Sorted 5' Splice Sites (High to Low Probability):
Position 26276: 0.9987889126747519
Position 12911: 0.9773452656072795
Position 21993: 0.9379420266595888
Position 5706: 0.9338003509184954
Position 10255: 0.8765867713278847
Position 29848: 0.8713601076293603
Position 14955: 0.7359871080845941
Position 213: 0.7203032771233782
Position 31485: 0.6442001295433281
Position 33093: 0.6432908658833683
Position 35184: 0.6161612297775094
Position 15193: 0.4562846041165055
Position 24520: 0.45120495965199875
Position 19961: 0.4318532109528251
Position 15223: 0.4294349617856462
Position 18634: 0.41667891698455095
Position 2976: 0.27650902262453075
Position 24431: 0.23617693764940367
Position 24993: 0.17871331110512248
Position 18755: 0.13599931954317915
Position 7551: 0.11893629744345208
Position 728: 0.1081042996484736
Position 12337: 0.09797103470783435
Position 5829: 0.09689948349576331
Position 1225: 0.09483749712247788
Position 24736: 0.09094348090746378
Position 395: 0.0882097466129424
Position 8881: 0.0872881209204414
Position 9947: 0.08388285333923455
Position 35338: 0.07560220995785844
Position 10201: 0.07374692933125565
Position 988: 0.07177838436342594
Position 8883: 0.060817656558608345
Position 9709: 0.06032559790970803
Position 195: 0.051160737663349894
Position 1428: 0.04847822802018108
Position 2071: 0.04731285692756048
Position 24786: 0.04604459927035522
Position 303: 0.045365172147301146
Position 35550: 0.03841061672936293
Position 30571: 0.03818874704964022
Position 30555: 0.038038331964852234
Position 27249: 0.03699504845070052
Position 20558: 0.03643263295139141
Position 34619: 0.0351325832048393
Position 30520: 0.029928320164934786
Position 9470: 0.029221937037000004
Position 25454: 0.0289322627131852
Position 22392: 0.027065495718287688
Position 34193: 0.024340785665850972
Position 25585: 0.024153087679638332
Position 1191: 0.024033714859597925
Position 225: 0.020714769118494996
Position 12333: 0.01969861270146375
Position 12319: 0.019682571135202567
Position 20275: 0.019569164545599326
Position 20721: 0.01822859578610446
Position 24189: 0.018124797667484815
Position 29478: 0.01735308373711852
Position 31170: 0.01639193909542455
Position 12379: 0.014253301187152833
Position 35365: 0.014176249138498522
Position 468: 0.013971360309580166
Position 25300: 0.013944380425226503
Position 20989: 0.013719484457055705
Position 9576: 0.013315434755320335
Position 13141: 0.012966334327275258
Position 15073: 0.011745850434561403
Position 31777: 0.011328149542633828
Position 14697: 0.010574439031988183
Position 24951: 0.010472540119622486
Position 13285: 0.010033231886022032
Position 9214: 0.009534561705800778
Position 12449: 0.009341419642319864
Position 35502: 0.009254817491200015
Position 9935: 0.009017815590661055
Position 2096: 0.008373930122590578
Position 31875: 0.007963370925829423
Position 8526: 0.007221717526224475
Position 899: 0.00661429003159528
Position 25196: 0.006419704881337697
Position 10933: 0.006309682042935761
Position 35515: 0.005976204338331299
Position 4936: 0.005944399247542118
Position 6898: 0.005907263047446356
Position 3901: 0.005042253270756033
Position 32598: 0.004752319881446361
Position 1164: 0.004674899826687944
Position 4920: 0.004454425673628104
Position 11147: 0.004453262998364988
Position 23210: 0.004394482200375839
Position 11155: 0.004387160736613517
Position 33722: 0.0043792345411725305
Position 35491: 0.004264875524543164
Position 32290: 0.0038778829205180086
Position 239: 0.0038439293078624706
Position 12962: 0.0036543019614681234
Position 9901: 0.003560865487810941
Position 33273: 0.0035202515321206907
Position 30320: 0.00318726323711672
Position 11219: 0.0031621878399499693
Position 12195: 0.002978937291377802
Position 22833: 0.002752877149867799
Position 22205: 0.0026484756859620805
Position 18732: 0.00260381549693404
Position 6361: 0.0023901279175767764
Position 31494: 0.0022331582587065
Position 5357: 0.002220129699404731
Position 35172: 0.0020006181300316122
Position 22057: 0.001972091274869918
Position 23111: 0.001939802009537228
Position 10259: 0.0017820265183954135
Position 9129: 0.0017534917380461043
Position 31806: 0.0015702788521117746
Position 33521: 0.0015668133744906887
Position 27594: 0.0013458122614471624
Position 30444: 0.00131328718608738
Position 27482: 0.0013014450691881004
Position 29361: 0.0013009761695411603
Position 23383: 0.0012697588451223332
Position 22275: 0.0012386095858690483
Position 22399: 0.0012342438719788128
Position 5656: 0.001056084209174434
Position 23094: 0.0010398190399564934
Position 30932: 0.000745069739173791
Position 22925: 0.0006785437687099566
Position 1198: 0.0006775650339228666
Position 35324: 0.0006594173745234889
Position 6586: 0.0006495777813803351
Position 35455: 0.0006419788811386554
Position 23284: 0.0006419114262222192
Position 1280: 0.0006249734187494654
Position 6639: 0.0006179043071316613
Position 14087: 0.0005476241486372008
Position 10965: 0.0005264808209849457
Position 6457: 0.00047421134257610886
Position 23865: 0.0004338887851624262
Position 31605: 0.00042731901035102945
Position 13392: 0.00041963730837364665
Position 26713: 0.0004120188270392192
Position 24549: 0.0004071118588542373
Position 13338: 0.0003998717797810485
Position 24455: 0.0003474387065972236
Position 31935: 0.0003207476445351048
Position 15027: 0.0003123059462687461
Position 859: 0.0002911051059691792
Position 2357: 0.0002624877047663262
Position 22946: 0.0001667666407128314
Position 31419: 0.000153004561953878
Position 390: 0.00013706422379096628
Position 871: 0.00011449111224798288
Position 24480: 0.00011188455853252838
Position 476: 8.13001985886696e-05
Position 35441: 6.973771749983109e-05
Position 1873: 6.79603929232371e-05
Position 5869: 4.2897715188625816e-05
Position 6010: 4.225535092870532e-05
Position 135: 3.899281529978783e-05
Position 7878: 3.853675122261625e-05
Position 26348: 3.765143746461363e-05
Position 7810: 3.7202043579818106e-05
Position 7896: 2.9465373204656025e-05
Position 30282: 2.5217936912936535e-05
Position 8464: 2.148131031525931e-05
Position 1241: 2.120586350136122e-05
Position 554: 2.016562034407618e-05
Position 243: 1.9784181959138623e-05
Position 1092: 1.503081687564797e-05
Position 406: 1.3616858562892017e-05
Position 170: 1.2444439525733197e-05
Position 432: 1.243723282111032e-05
Position 8329: 6.932627617902628e-06
Position 26: 6.007835947488942e-06
Position 12839: 5.885376902404027e-06
Position 648: 5.600318751887515e-06
Position 732: 4.919349755661233e-06
Position 1351: 4.330333955223019e-06
Position 1188: 4.255663807320103e-06
Position 287: 4.23532761824095e-06
Position 1003: 4.022134843587983e-06
Position 26909: 3.2459001866367343e-06
Position 918: 1.8688161867996707e-06
Position 26512: 1.5005059032091428e-06
Position 1066: 1.4329406286734595e-06
Position 559: 1.2945989178037062e-06
Position 1285: 1.162645778827926e-06
Position 865: 1.0974483157691634e-06
Position 751: 8.362072960709195e-07
Position 64: 7.29061591103714e-07
Position 1185: 7.034052464948059e-07
Position 321: 6.613429143808404e-07
Position 611: 5.166685076951082e-07
Position 1144: 5.164664198540075e-07
Position 785: 3.9553092594148545e-07
Position 292: 3.5995231772400864e-07
Position 495: 2.9517929228247633e-07
Position 530: 2.8410952212240207e-07
Position 162: 2.60027876783397e-07
Position 168: 2.4151052250897048e-08
Position 123: 2.2490891071558804e-08
Position 654: 7.227484165478109e-09
Position 334: 1.6321675419086791e-09
Position 614: 1.3541197024581014e-09
Position 20: 1.044200235981774e-09
Position 631: 1.42749349119431e-10
Position 941: 2.8713602872269336e-12
Position 260: 7.78694116180046e-13
Position 721: 3.711326343547703e-13
Position 669: 2.812632596886247e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 21914: 0.9382078215194831
Position 12796: 0.9275656618691475
Position 35115: 0.8976744946704226
Position 15135: 0.8589414493385613
Position 24379: 0.7926453776925834
Position 10068: 0.7225034135252403
Position 5520: 0.5958702293841014
Position 26167: 0.5129162473085049
Position 29675: 0.5105510193195544
Position 18530: 0.49087878735042983
Position 14846: 0.47840002105016294
Position 35293: 0.4300618075185
Position 31418: 0.36223559168525316
Position 32930: 0.3486191312158858
Position 26129: 0.340432501755203
Position 35655: 0.2843315048128055
Position 2902: 0.2438707140574032
Position 31398: 0.2346379266794562
Position 10103: 0.19923554639630875
Position 5552: 0.19799292640102012
Position 24886: 0.1866843216789766
Position 32955: 0.1710726696270138
Position 14813: 0.16238645326164336
Position 5627: 0.1487660709611222
Position 29731: 0.14639858340491257
Position 12267: 0.1411457145018273
Position 8737: 0.13502781892832483
Position 29526: 0.12985025042035342
Position 19880: 0.11696341252573621
Position 7460: 0.11612942497136731
Position 19870: 0.11469189535037516
Position 19759: 0.114291726345898
Position 26090: 0.09005218655583357
Position 33030: 0.0861025151290415
Position 35084: 0.07064281522721455
Position 5805: 0.06937290161073
Position 9564: 0.06637190495345004
Position 9783: 0.06340641547792228
Position 640: 0.05768932740529404
Position 1015: 0.055989982487856846
Position 19780: 0.049746534615301014
Position 12753: 0.04833614092517307
Position 26140: 0.04437213910423747
Position 20496: 0.04003814748934482
Position 30422: 0.03888030588474216
Position 31361: 0.03881865820372019
Position 1351: 0.03799091932599633
Position 1092: 0.037963728250600924
Position 14810: 0.037177039498613236
Position 19848: 0.036159642115514784
Position 29763: 0.03537044512055743
Position 18632: 0.033751110556758605
Position 29618: 0.03077661233699482
Position 34574: 0.029793031977947255
Position 15026: 0.029626563126383204
Position 25319: 0.029390035077362375
Position 9753: 0.029109115256951063
Position 10198: 0.026054634924743317
Position 32913: 0.025853875815401498
Position 30374: 0.024996807283037013
Position 9092: 0.024526541735176172
Position 804: 0.022848933543570916
Position 18664: 0.02229389328850612
Position 25175: 0.02155117865838675
Position 1973: 0.021003485890769082
Position 33923: 0.0207626836679866
Position 14854: 0.020581881023989012
Position 30399: 0.020059074931147208
Position 1921: 0.017998020148492635
Position 27184: 0.01741736268772395
Position 30440: 0.016968475435175875
Position 1123: 0.016508665344239892
Position 14782: 0.015593544344807355
Position 945: 0.015562984991800498
Position 23925: 0.014639078177683272
Position 35477: 0.01454962190600015
Position 14590: 0.014520601945108406
Position 35390: 0.014401185966360395
Position 24587: 0.014299713822482515
Position 29351: 0.01407882923528903
Position 13119: 0.013662711467007755
Position 31011: 0.013172243589252487
Position 20088: 0.012417294381584
Position 22339: 0.011479207099631999
Position 34087: 0.011376750960273744
Position 12271: 0.011305489983499646
Position 12101: 0.011218641956797504
Position 767: 0.011184030698026693
Position 26177: 0.01105369799741726
Position 1809: 0.010856382701141828
Position 4787: 0.010398824921170231
Position 31692: 0.010230321368859492
Position 2875: 0.010129377054935438
Position 24610: 0.010011367705481064
Position 29599: 0.009896086707528933
Position 22200: 0.00962806757301819
Position 14879: 0.00949006065610218
Position 5558: 0.009426267254776115
Position 5476: 0.009333554973158258
Position 25279: 0.008981013127966104
Position 20959: 0.00865440832759511
Position 27208: 0.008537673799443835
Position 8788: 0.008532832122755789
Position 20544: 0.00843725102311906
Position 33236: 0.008235831525570468
Position 9361: 0.008235631465422121
Position 35659: 0.008141830219564364
Position 25081: 0.007810234532173091
Position 902: 0.007613197617439913
Position 35798: 0.007613049009502512
Position 33000: 0.007571975657675733
Position 31432: 0.007550132021234421
Position 29765: 0.007508678145369765
Position 31751: 0.007371765388651474
Position 22124: 0.007283268980902067
Position 9442: 0.006889055391253446
Position 2944: 0.006850776124768303
Position 11001: 0.006749287328758545
Position 1055: 0.006675041966807666
Position 18422: 0.00645105314991273
Position 35632: 0.006229737023899194
Position 1279: 0.006224092847828129
Position 10848: 0.006107786768644072
Position 23158: 0.0060592466231665296
Position 35692: 0.006008768202536718
Position 30429: 0.005350045407388817
Position 597: 0.005236648863647477
Position 2741: 0.005201151371060451
Position 33347: 0.005076560154866854
Position 20936: 0.005065076129460599
Position 24635: 0.004929090712703745
Position 11030: 0.004696682997616318
Position 32133: 0.004380637522704433
Position 22800: 0.00434852038280469
Position 27139: 0.0041966090998970425
Position 32875: 0.004159550715828287
Position 20194: 0.003967176408209541
Position 9322: 0.0039106603781535725
Position 34280: 0.003862120522144153
Position 8813: 0.0038126838001848254
Position 1970: 0.0036862786196288594
Position 10045: 0.003638545999795639
Position 31303: 0.003635967430610468
Position 13195: 0.003630706972002595
Position 9319: 0.0034931129080859077
Position 8328: 0.0034135642079751996
Position 824: 0.003339398370188658
Position 24835: 0.0033325049192011224
Position 20465: 0.0032431033336931397
Position 6669: 0.003235327628243895
Position 14898: 0.0032079673372758634
Position 8378: 0.003110087180541509
Position 25564: 0.0030474005028992912
Position 683: 0.003037607163013692
Position 2744: 0.0029383986911160685
Position 14876: 0.0029278973690780546
Position 32493: 0.002852772513641807
Position 35246: 0.002806448814595216
Position 29319: 0.0026660944693435934
Position 27002: 0.0026391306930449946
Position 14696: 0.0025240672482082097
Position 644: 0.002497376734270374
Position 7435: 0.0024588416571692667
Position 12848: 0.002395521052447241
Position 5277: 0.002324257706192458
Position 9599: 0.002297890967673794
Position 13075: 0.0022861095017086583
Position 20641: 0.0022218967364957547
Position 30033: 0.0021980176556947663
Position 33971: 0.0021906311154523232
Position 1224: 0.0020979167926354412
Position 31788: 0.0020700372837502935
Position 3733: 0.0020546593221457054
Position 1140: 0.0020475882092241366
Position 6720: 0.001922490108385605
Position 20159: 0.0019204244966381325
Position 14751: 0.0019146282845420874
Position 18711: 0.0019072076790567051
Position 2909: 0.0018390375794285108
Position 25064: 0.0018183125386195527
Position 29414: 0.0018030768473782594
Position 24519: 0.001797349448398562
Position 887: 0.0017575679094583745
Position 3837: 0.0017534778800482721
Position 21950: 0.0016884249037247437
Position 31086: 0.0016867741273719592
Position 23921: 0.0016511113538878414
Position 6269: 0.0016453158541429637
Position 14981: 0.0016414714971411198
Position 9226: 0.0016316043538883909
Position 31135: 0.001532921378800103
Position 27353: 0.0015319451652639068
Position 544: 0.0015257345182631387
Position 34302: 0.001477430704747887
Position 24455: 0.001467098737376174
Position 14534: 0.0014590015397835997
Position 23995: 0.0014411496249612538
Position 2811: 0.0013831567552826719
Position 34787: 0.0013198636002864036
Position 14449: 0.0012864549529730922
Position 32523: 0.001285556856307267
Position 1244: 0.0012847517652440268
Position 20111: 0.0012642692591676497
Position 12980: 0.0012598502807929547
Position 6309: 0.0012301198823459374
Position 14954: 0.0012257821921474459
Position 31570: 0.0012128021245051421
Position 31269: 0.001207336878592752
Position 32745: 0.001170517395982337
Position 2604: 0.0011340955514893701
Position 27465: 0.0010934456029468523
Position 13052: 0.001079273404793945
Position 22056: 0.0010730475191433504
Position 3708: 0.001050547899279474
Position 27043: 0.001024828171147248
Position 9498: 0.0010114945820148833
Position 35296: 0.000974164074257117
Position 27060: 0.0009720424302849237
Position 2770: 0.0009542053951988202
Position 22136: 0.0009417056779410501
Position 12682: 0.0009295493924638325
Position 12704: 0.0009284425357824078
Position 26848: 0.000884468926809235
Position 14347: 0.0008825683442286415
Position 704: 0.0008625659325182037
Position 35588: 0.0008613187303274269
Position 2947: 0.000843726352563933
Position 33603: 0.0008277035191531203
Position 30452: 0.0008111677572337364
Position 35718: 0.0008029859871714662
Position 13037: 0.0007925680376080022
Position 12486: 0.0007763645196663588
Position 26791: 0.0007499266134667303
Position 1951: 0.0007442725671927473
Position 22173: 0.000735718354405516
Position 8704: 0.0007324426277843004
Position 35419: 0.0007213010900415312
Position 20395: 0.0007208301548430913
Position 8481: 0.0007195474480230272
Position 10723: 0.0007127361161443894
Position 30471: 0.0006854904880915693
Position 33269: 0.0006802351462017539
Position 287: 0.000668073574223778
Position 498: 0.0006160733946650828
Position 5808: 0.0006156322123146252
Position 32472: 0.0006139905114972865
Position 2722: 0.0006123096404016815
Position 6796: 0.0006008642639511176
Position 22712: 0.0005907095505735098
Position 29182: 0.0005895672580238536
Position 30004: 0.0005855956653529691
Position 21709: 0.0005728884864343375
Position 11186: 0.0005465493920294389
Position 22919: 0.0005310657672530761
Position 22986: 0.0005269121523452831
Position 21602: 0.0004907926818727765
Position 14618: 0.0004895532647535511
Position 29482: 0.00047664763026617716
Position 2835: 0.0004589316766198636
Position 1701: 0.00045313615056481174
Position 22783: 0.0004520204731849667
Position 1872: 0.0004453768458056859
Position 6360: 0.0004436202014227958
Position 23791: 0.0004338887851624262
Position 1316: 0.0004208557731572935
Position 918: 0.000417353045895045
Position 646: 0.0004167367463157592
Position 10253: 0.0004127164250373735
Position 12994: 0.00040195950334410627
Position 24092: 0.00039345851095244703
Position 6523: 0.00036843002372054457
Position 7485: 0.0003545899096248405
Position 27180: 0.0003492703349671721
Position 5765: 0.0003363896713444972
Position 30804: 0.0003211642654416728
Position 394: 0.0003178746492598202
Position 987: 0.00030376916411037455
Position 35784: 0.0002943782443146019
Position 30113: 0.0002802108378709232
Position 30191: 0.00027729055917961133
Position 13988: 0.0002758289605367338
Position 31246: 0.00027414775350417234
Position 13011: 0.00027348827572303653
Position 2029: 0.00027320887114525017
Position 12178: 0.0002563024734483658
Position 30841: 0.0002560670703283254
Position 1066: 0.00025190131868104803
Position 23073: 0.00024690584855386363
Position 26940: 0.0002455244753492627
Position 35327: 0.00022047528850923268
Position 26594: 0.00020896643002043234
Position 6405: 0.00020525596710049113
Position 2580: 0.0002030333484614242
Position 30203: 0.00019243816239271417
Position 3655: 0.00018356816928258562
Position 554: 0.00017233957469693108
Position 30641: 0.00016783840340379275
Position 13158: 0.00015656686604303448
Position 33207: 0.00015307266567876935
Position 31645: 0.0001495382082420382
Position 1849: 0.0001452709419874803
Position 585: 0.00014241167663495987
Position 13941: 0.00014229533068182444
Position 1923: 0.00013091443270151921
Position 13913: 0.00012942089766360072
Position 22643: 0.00012858028262277988
Position 12621: 0.00012449020808376286
Position 6099: 0.00012410001676427387
Position 30455: 0.00011849662508650792
Position 12459: 0.00011830224460103064
Position 808: 0.00011678968027348424
Position 604: 0.0001143468197092284
Position 6548: 0.00010050953894153967
Position 2246: 9.047049067647518e-05
Position 2661: 8.969077747549752e-05
Position 24394: 8.821301348453699e-05
Position 6626: 8.58707112759242e-05
Position 29295: 7.574208310853406e-05
Position 31868: 7.468356767658344e-05
Position 13315: 7.105643740251185e-05
Position 27519: 7.045909820374089e-05
Position 6638: 6.271033558981526e-05
Position 2148: 6.25012992719988e-05
Position 14646: 6.22631240613321e-05
Position 1391: 5.807332645120606e-05
Position 26626: 5.684131600568024e-05
Position 7790: 5.447349981951818e-05
Position 35435: 4.9977732480063894e-05
Position 26582: 4.885721107437783e-05
Position 30074: 4.79215756019344e-05
Position 7762: 4.4171573478195095e-05
Position 26599: 4.127126378308375e-05
Position 2332: 4.042382383664646e-05
Position 35259: 3.8652525254008184e-05
Position 292: 3.56776591531697e-05
Position 13060: 3.516667884875867e-05
Position 33801: 3.2284389948018406e-05
Position 32032: 3.057573346958124e-05
Position 26440: 3.048728715791875e-05
Position 832: 2.909053821833617e-05
Position 307: 2.6273173119144244e-05
Position 751: 2.548983629651245e-05
Position 26636: 2.461007571429738e-05
Position 578: 2.3329682723530934e-05
Position 2161: 2.317425936734198e-05
Position 2048: 2.3072802805969477e-05
Position 5841: 2.2971214195110376e-05
Position 977: 2.2754379759451536e-05
Position 1642: 2.089361258853145e-05
Position 24859: 2.028588854770713e-05
Position 6552: 1.446986422633404e-05
Position 614: 1.3642610969999405e-05
Position 10628: 1.3642431652643561e-05
Position 969: 1.285670948657831e-05
Position 686: 1.2293119045926648e-05
Position 871: 1.2256596990425594e-05
Position 31210: 1.2035145089483744e-05
Position 1902: 1.0775891386953455e-05
Position 11117: 1.0091856524170228e-05
Position 2287: 9.404104693293697e-06
Position 1153: 8.494393774917147e-06
Position 409: 5.845590633948737e-06
Position 8185: 4.5313173594069766e-06
Position 732: 3.2124270768231724e-06
Position 508: 3.1840537676372854e-06
Position 1159: 3.067352295173641e-06
Position 515: 3.055988174972918e-06
Position 778: 3.014179151383285e-06
Position 302: 2.9726818024139545e-06
Position 476: 2.859988912252452e-06
Position 315: 2.716004329798368e-06
Position 8227: 2.401310258495649e-06
Position 299: 2.034505265837826e-06
Position 10807: 1.9975474796005806e-06
Position 527: 1.7807867920442671e-06
Position 26686: 1.2622755622887013e-06
Position 662: 1.0870949140960289e-06
Position 785: 1.023706678079649e-06
Position 26510: 1.0148646441601478e-06
Position 321: 9.147644641748727e-07
Position 35393: 8.508587012849624e-07
Position 432: 8.115172615105911e-07
Position 530: 6.296500960930045e-07
Position 654: 5.00206380965256e-07
Position 2678: 4.1824832545815646e-07
Position 12407: 3.2203643772539603e-07
Position 1290: 2.1458117499967416e-07
Position 1856: 1.7169378351586123e-07
Position 480: 1.6594238967594142e-07
Position 559: 1.535481051071013e-07
Position 1170: 1.3304801598255503e-07
Position 472: 9.783814507338147e-08
Position 13838: 7.895975504195995e-08
Position 518: 2.0195837554701597e-08
Position 144: 1.0115726378944829e-08
Position 13077: 1.9033264296174165e-09
Position 13000: 1.8844764212915642e-09
Position 239: 9.039142216080387e-10
Position 162: 8.899256813911342e-10
Position 224: 6.3211775687591e-10
Position 243: 7.44599020105763e-11
Position 176: 4.040750738604845e-11
Position 178: 5.386347880744961e-13
Position 204: 1.506107746548302e-13
Position 180: 4.692529303526194e-14
Position 212: 4.1311896342110246e-14
