Gene = SDCCAG8
index = 1233
Annotated 5SS: [   185  14202  15008  18601  30342  37164  48722  52122  60838  74637
  85118  88276 122808 159774 162021 170503 233085]
Annotated 3SS: [ 14048  14921  18486  30215  37034  48656  51932  60698  74483  84982
  88158 122664 159645 161911 170370 232957 243699]
SMsplice 5SS: [   185    752  14202  15008  18601  30342  36951  37164  48722  51828
  52122  56885  60537  60838  74637  75049  85118  88276 115846 122808
 138440 159774 168435 170503 170781 177094 198496 216581 233085]
SMsplice 3SS: [   638  14048  14921  18486  30215  36824  37034  48656  51730  51932
  56751  60445  60698  74483  74933  84982  88158 115725 122664 138330
 159645 168354 170370 170668 177029 198436 216425 232957 234760]
top_k =  1000
Partition function (log Z): -71.18053046428395

Sorted 5' Splice Sites (High to Low Probability):
Position 18601: 0.9973138852622669
Position 15008: 0.9946176308255089
Position 14202: 0.9867421067853178
Position 52122: 0.985133227925069
Position 30342: 0.9690364707859143
Position 48722: 0.964586977848956
Position 185: 0.9507842463131826
Position 37164: 0.9142310682603074
Position 36951: 0.7998158146279819
Position 56885: 0.7196888648229296
Position 60537: 0.6146850709919012
Position 4664: 0.5805671110523323
Position 752: 0.5401799003282366
Position 23287: 0.535450218488916
Position 5000: 0.5334204567856488
Position 51828: 0.4820439688637931
Position 28158: 0.4303711547825983
Position 26750: 0.4101960862156076
Position 11863: 0.3762372758607914
Position 60787: 0.3629742562961421
Position 769: 0.36217421047623266
Position 5333: 0.33402996235182597
Position 11868: 0.3121663382617709
Position 27229: 0.3058413032508071
Position 11417: 0.29409782281305846
Position 37439: 0.29087609457275226
Position 18393: 0.27074486408776377
Position 26723: 0.25727211774254083
Position 57626: 0.24762692431259373
Position 6538: 0.22932109871013923
Position 21136: 0.19319172885547736
Position 58309: 0.1261891151523808
Position 12464: 0.12371985627579829
Position 38416: 0.10361335146945821
Position 51802: 0.10294797319465981
Position 20352: 0.08867424983471514
Position 37147: 0.08515389519400643
Position 1108: 0.07299322057590577
Position 4400: 0.07260780469031228
Position 15960: 0.06292430771851606
