Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  1000
Partition function (log Z): -8.31029162382741

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8615652862482525
Position 860: 0.18972280025850116
Position 193: 0.05641974778564221
Position 418: 0.03693587117960016
Position 23: 0.025715414454192783
Position 490: 0.007200497146562341
Position 494: 0.005589821532857635
Position 281: 0.0032082574213901614
Position 175: 0.0023178491443234524
Position 240: 0.0015517263331444237
Position 20: 0.0013527645718482571
Position 867: 0.0008520402745043242
Position 225: 0.000718149867339866
Position 46: 0.0007118092684584542
Position 68: 0.0003769221106272504
Position 82: 0.00021963735934230763
Position 502: 0.00013196742792561772
Position 1133: 0.000126186669201507
Position 358: 0.00010374865260595263
Position 251: 9.37031090692137e-05
Position 929: 6.528395318949106e-05
Position 466: 5.8053366452021805e-05
Position 55: 4.9736748277022484e-05
Position 658: 4.960565014392694e-05
Position 441: 3.5730901150612246e-05
Position 303: 2.9803299336817105e-05
Position 733: 1.6576293224371462e-05
Position 266: 1.490026783676659e-05
Position 903: 1.4573533111769542e-05
Position 1096: 1.373114723851088e-05
Position 339: 1.279294590116872e-05
Position 618: 1.1985969098027155e-05
Position 91: 5.0067664767037955e-06
Position 572: 4.891105737863113e-06
Position 463: 4.533964277312172e-06
Position 570: 3.884750951644608e-06
Position 530: 3.777543369005082e-06
Position 430: 2.9890462862961194e-06
Position 461: 2.9752895527599837e-06
Position 27: 2.697071096717124e-06
Position 884: 2.0582396719639693e-06
Position 660: 5.573552791004092e-07
Position 148: 5.431624059416683e-07
Position 228: 4.5584984782774275e-07
Position 35: 4.422785932792811e-07
Position 10: 3.1342748573358353e-07
Position 591: 2.304067621014201e-07
Position 396: 1.8031907322325283e-07
Position 561: 1.6290327426969746e-07
Position 676: 8.964385035533652e-08
Position 577: 3.7248811574846276e-08
Position 150: 3.5111449183714124e-08
Position 342: 3.0137387010578497e-08
Position 950: 8.205171207194519e-10
Position 864: 6.820875418929902e-10
