Gene = FAM120AOS
index = 523
Annotated 5SS: [1446 3114]
Annotated 3SS: [2992 5894]
SMsplice 5SS: [ 853 3114]
SMsplice 3SS: [2992 5894]
top_k =  1000
Partition function (log Z): -11.370745519038609

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.7522052416023665
Position 1702: 0.3078795719055646
Position 1446: 0.3030924786213108
Position 321: 0.10800982657418207
Position 6335: 0.10349779029464665
Position 5789: 0.08606332578930065
Position 3105: 0.06789609270283628
Position 6045: 0.06396718013556389
Position 3076: 0.03926456832771591
Position 769: 0.020399379475657772
Position 366: 0.02037123711678798
Position 3906: 0.00953243781281639
Position 3310: 0.00528907688528606
Position 2592: 0.00519661194227658
Position 5224: 0.004883799268798462
Position 207: 0.003687113165602155
Position 2505: 0.0029879306193408535
Position 5463: 0.002584072052620917
Position 228: 0.0025182073828848264
Position 254: 0.0023687330936965245
Position 2598: 0.0017846195366990256
Position 6685: 0.0017583820450805265
Position 2851: 0.0012801360704046384
Position 212: 0.0012149674552432116
Position 551: 0.001192042593021075
Position 3176: 0.001183404921096699
Position 5409: 0.0011773319812863625
Position 3695: 0.0011292538671323858
Position 543: 0.001018549747733746
Position 1156: 0.0010098704233918027
Position 3954: 0.0009747006396168147
Position 3118: 0.0009621945121367964
Position 3198: 0.0006488816127063313
Position 3453: 0.0005266995054870827
Position 2161: 0.000499783487944405
Position 262: 0.00047834082141322195
Position 128: 0.00034025652302612034
Position 2648: 0.000285076626993742
Position 1285: 0.00024767079350706183
Position 1733: 0.0002425511813101706
Position 639: 0.0002376602853692769
Position 4737: 0.00023540700652079126
Position 2797: 0.0002255636258058255
Position 1239: 0.00022250372997200825
Position 421: 0.00017783403895989852
Position 2262: 0.00017223750065900394
Position 5177: 0.00011978679714990379
Position 3167: 0.00011485990488226555
Position 936: 8.45939863774237e-05
Position 1458: 8.303943751533013e-05
Position 130: 6.782469156495647e-05
Position 348: 6.675474017275229e-05
Position 2704: 6.614396208090357e-05
Position 833: 5.739005050449321e-05
Position 1512: 5.713262538628649e-05
Position 1485: 4.94861745900324e-05
Position 243: 4.130903784428819e-05
Position 846: 3.846035904254056e-05
Position 601: 3.006378741435515e-05
Position 505: 2.6772257541539456e-05
Position 90: 2.433675302010137e-05
Position 2344: 2.3810279472787483e-05
Position 103: 2.0828031772828307e-05
Position 1489: 1.837210749653862e-05
Position 2788: 1.829394751685839e-05
Position 962: 1.6713620000963344e-05
Position 409: 1.6074723771959787e-05
Position 669: 1.3316289125921586e-05
Position 5414: 1.2953442385713119e-05
Position 2822: 1.2142952557232495e-05
Position 4296: 1.0326406007938115e-05
Position 857: 1.0064154945041995e-05
Position 510: 9.980989718761362e-06
Position 42: 9.163942033656866e-06
Position 1172: 5.443929160910406e-06
Position 278: 1.6062331773288933e-06
Position 424: 1.4776853578040168e-06
Position 383: 5.906553007273723e-07
Position 1650: 3.096123993910434e-07
