Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  1000
Partition function (log Z): 36.20664506985667

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.9996050971239129
Position 14955: 0.9991135015776136
Position 4270: 0.9946513506232955
Position 14586: 0.9767019250359273
Position 6944: 0.9686456445853893
Position 11424: 0.9657391179696095
Position 5076: 0.9479564170942764
Position 372: 0.9196364637047648
Position 5496: 0.8374338338965264
Position 11919: 0.8306669114577429
Position 14364: 0.7476582049662747
Position 12927: 0.7314886156184246
Position 10745: 0.7280902324337797
Position 5939: 0.6466152245072304
Position 11649: 0.5130429042602295
Position 144: 0.34148153089189953
Position 14391: 0.234194448066578
Position 2283: 0.17369901044725009
Position 10: 0.16972374036447874
Position 1170: 0.1363279564521384
Position 799: 0.12693225859707413
Position 14752: 0.09326745399707842
Position 15146: 0.07449258949345976
Position 16013: 0.07437655284164076
Position 12893: 0.07246785209863967
Position 2655: 0.07230121280185198
Position 1492: 0.06266411652607243
Position 5920: 0.055183956018366044
Position 1403: 0.04972072456981684
Position 6730: 0.04572461980118508
Position 6550: 0.04439434835290615
Position 9505: 0.03626882341140266
Position 3252: 0.03159336746642965
Position 2344: 0.031474899287735975
Position 2931: 0.029789197970835395
Position 16246: 0.026040806176990387
Position 3182: 0.025865614704188536
Position 3119: 0.02580486804943288
Position 9831: 0.02503684071950455
Position 7816: 0.024869379977507957
Position 1479: 0.02486474446617065
Position 10255: 0.024057918703590725
Position 5054: 0.0222916169801625
Position 5131: 0.017565360129857894
Position 9035: 0.017556225390251087
Position 15249: 0.014148373406137336
Position 6243: 0.013562773898171737
Position 5658: 0.013138792704189639
Position 15139: 0.012780886528056248
Position 8935: 0.012250365337727474
Position 307: 0.01207282445439921
Position 11582: 0.011205675906576552
Position 14746: 0.010985005158727044
Position 3922: 0.00914130698214576
Position 13646: 0.009108656749043612
Position 13547: 0.009094758080418158
Position 838: 0.008932430614085524
Position 14715: 0.008496442850849863
Position 7841: 0.008438706095215003
Position 1160: 0.008053652535213243
Position 827: 0.007907748103393373
Position 12187: 0.00774891008485113
Position 6972: 0.007631694079375567
Position 14368: 0.007521592012186269
Position 779: 0.006447028940182576
Position 6459: 0.006310467657488005
Position 8296: 0.00621405349780285
Position 10841: 0.005662393606310842
Position 14101: 0.004972154278737978
Position 10094: 0.004852544142052373
Position 8867: 0.004776230683406976
Position 7792: 0.003983590392066534
Position 11611: 0.003627086399209084
Position 10236: 0.0034659704206982775
Position 1294: 0.003357617990157551
Position 1186: 0.003162464257123577
Position 15451: 0.0030004964317869435
Position 5805: 0.002999981580974117
Position 2179: 0.0028742404986815706
Position 15575: 0.0026288565441611217
Position 11442: 0.0025234892830342296
Position 11466: 0.00220695945423008
Position 10769: 0.002168815565914913
Position 5930: 0.002143600376862694
Position 5596: 0.0019865779968698542
Position 6948: 0.0019765612856668157
