Gene = DBR1
index = 430
Annotated 5SS: [  351  1448  3317  4843  7869 11172 11601]
Annotated 3SS: [ 1322  3235  4756  7643 11090 11454 12366]
SMsplice 5SS: [  351  1448  3317  4843 11172 11601]
SMsplice 3SS: [ 1322  3235  4710 11090 11454 11689]
top_k =  1000
Partition function (log Z): 0.7284836691511205

Sorted 5' Splice Sites (High to Low Probability):
Position 11601: 0.9923359681802114
Position 351: 0.9422458292890088
Position 1448: 0.8916316566047984
Position 4843: 0.786196790384964
Position 11172: 0.5635053584149727
Position 3317: 0.5571680315816063
Position 3366: 0.1941029238337784
Position 7869: 0.10608906533590107
Position 5741: 0.066521093633654
Position 3740: 0.06061705264652745
Position 324: 0.05176113030135412
Position 1534: 0.048621844542714884
Position 12746: 0.028687450439808786
Position 4309: 0.01645277815216687
Position 3947: 0.013054848999646559
Position 4339: 0.012217087302163669
Position 12393: 0.012125555385815445
Position 2947: 0.012108540863900718
Position 3552: 0.009647504255987592
Position 8640: 0.009600438461876285
Position 11885: 0.00927945251830701
Position 1106: 0.008435088662633837
Position 2843: 0.008297584055912159
Position 856: 0.007658278339154616
Position 11846: 0.005878249752952384
Position 4383: 0.0054548026576773274
Position 11954: 0.004881610824389291
Position 9852: 0.004812229272599875
Position 486: 0.004749634602564674
Position 522: 0.004596036958820884
Position 11855: 0.0038292480130596956
Position 12599: 0.0033744778739621456
Position 12040: 0.002841152609260824
Position 1415: 0.002835196155322127
Position 381: 0.002781186323295551
Position 539: 0.00270008223643646
Position 12636: 0.002612518403966449
Position 12434: 0.0022176773819957453
Position 491: 0.0021197732221990805
Position 10270: 0.002118993911824927
Position 12606: 0.0018685052425814045
Position 280: 0.0017710627932279442
Position 682: 0.0017209815903615766
Position 792: 0.001661576695554609
Position 1881: 0.0015793649980959592
Position 13213: 0.0015251758566128541
Position 3287: 0.0015077064233514578
Position 3991: 0.001325888884957601
Position 4345: 0.0013134601025980796
Position 12779: 0.0012165010691814664
Position 11964: 0.000977056761406936
Position 1510: 0.0008094764140200823
Position 4258: 0.0007370177371207535
Position 12132: 0.0007117644426294204
Position 5337: 0.0006930145688808659
Position 13699: 0.0006688417255226482
Position 11937: 0.000627439278468077
Position 2363: 0.0006149268984263719
Position 4886: 0.0006057138751753887
Position 1539: 0.0006042261801530401
Position 581: 0.0005172012006097569
Position 3117: 0.0004628887103874394
Position 16: 0.0004362293422184806
Position 4810: 0.000412567122158214
Position 4005: 0.00040957066598513233
Position 1452: 0.000408815586102688
Position 2889: 0.0004046588577803909
Position 4245: 0.0003264945936619955
Position 5582: 0.00028593117962942745
Position 6715: 0.00028333842856938495
Position 12947: 0.0002825966578080647
Position 93: 0.0002825692824367667
Position 2847: 0.00027479432657660313
Position 4663: 0.00027354408055802176
Position 1595: 0.000270445046059922
Position 12441: 0.0002670468204002184
Position 1038: 0.00026195305026504575
Position 389: 0.0002554989522287518
Position 1902: 0.00024251579337053068
Position 89: 0.00023395032619992338
Position 13229: 0.00021969655284290133
Position 3965: 0.00020379816828497424
Position 112: 0.00020105821264495004
Position 2614: 0.00020045941003633158
Position 1158: 0.00018096459267845228
Position 11799: 0.00017593231209061313
Position 2879: 0.00017223153914799655
Position 12660: 0.0001514076686152982
Position 2942: 0.0001397673222791132
Position 1006: 0.0001367775685720126
Position 1296: 0.00013252605851798944
Position 1423: 0.00012838529964577823
Position 12073: 0.0001273733509271971
Position 160: 0.00012564375628524858
Position 1931: 0.00011514678704769607
Position 49: 0.00011220072067796303
Position 2464: 0.00010726625282155338
Position 2047: 0.00010622577702088913
Position 67: 0.00010614648969758008
Position 3094: 0.00010588205742910914
Position 4757: 9.05040417626862e-05
Position 997: 8.66631731168266e-05
Position 12016: 7.61796943450066e-05
Position 2975: 7.215332553707714e-05
Position 2666: 6.071013352196737e-05
Position 534: 5.241981031630563e-05
Position 551: 5.211772794776321e-05
Position 1894: 4.7868103512207076e-05
Position 3265: 4.760659455107443e-05
Position 5278: 4.077547276738185e-05
Position 967: 3.9211247420380524e-05
Position 1999: 2.9972215527030573e-05
Position 3410: 2.796708865207216e-05
Position 3250: 2.4412516523404732e-05
Position 937: 2.4328641539641436e-05
Position 12566: 2.3489409783686244e-05
Position 453: 2.1193324680842865e-05
Position 3370: 1.5354772180343114e-05
