Gene = AK6
index = 47
Annotated 5SS: [   80  3040 13648 13894]
Annotated 3SS: [ 2946 13588 13747 17288]
SMsplice 5SS: [   80  3040  9680 13648 13894]
SMsplice 3SS: [ 2946  9565 13588 13747 17288]
top_k =  1000
Partition function (log Z): -4.375028352193953

Sorted 5' Splice Sites (High to Low Probability):
Position 13894: 0.9944478693585578
Position 3040: 0.8724452416190812
Position 13648: 0.838529538097392
Position 9680: 0.6718370305532889
Position 80: 0.5381348460433125
Position 1704: 0.34784991734080006
Position 12153: 0.1604378388170418
Position 9969: 0.1279524455490443
Position 447: 0.11197266338697817
Position 13670: 0.08779271452234477
Position 1298: 0.08640095807931933
Position 916: 0.0827813613877896
Position 15357: 0.08057762604773747
Position 14269: 0.07924119241616283
Position 14271: 0.07424222341010175
Position 7044: 0.06916530154089569
Position 859: 0.06563131253255593
Position 566: 0.06248415244048106
Position 15368: 0.05810121782141343
Position 3090: 0.057756558956471714
Position 156: 0.05319983054217261
Position 272: 0.03339243705641505
Position 12572: 0.027592936451139433
Position 325: 0.027059707005444106
Position 17219: 0.023313131367149766
Position 7056: 0.02209320560607897
Position 687: 0.017752726391392904
Position 13017: 0.0167734331181146
Position 12139: 0.014223421982170274
Position 1168: 0.014206520666450586
Position 9765: 0.013544402656509085
Position 1902: 0.013457071755342784
Position 9321: 0.013111834683579788
Position 378: 0.012510779002867106
Position 12580: 0.011932408248438187
Position 13652: 0.011527674858997715
Position 469: 0.010485581546802828
Position 1477: 0.010422605154638671
Position 1983: 0.010101770740698847
Position 2415: 0.009987250747958372
Position 17145: 0.009317193340363057
Position 2847: 0.008805831278568965
Position 1945: 0.007390366421780219
Position 9274: 0.006809634043463674
Position 16: 0.006681511332843302
Position 605: 0.005744280278318416
Position 5580: 0.005564047591908008
Position 7779: 0.005131290591319751
Position 1149: 0.005030107721539062
Position 959: 0.004543609785883033
Position 8733: 0.00445096605098453
Position 6764: 0.004303799151841181
Position 9363: 0.00389001063796823
Position 17428: 0.0038310134894439197
Position 693: 0.0025327387674025366
Position 15281: 0.0024138927952535205
Position 15068: 0.0023730815373200127
Position 4971: 0.002263071615214401
Position 4623: 0.0021886014206852094
Position 1368: 0.002055157457318861
Position 1467: 0.0019326514693896193
Position 4596: 0.001894431427361097
Position 8728: 0.0017755924359403234
Position 16836: 0.001591947799452364
