Gene = FNDC9
index = 561
Annotated 5SS: [181]
Annotated 3SS: [2177]
SMsplice 5SS: [ 181  872 1446]
SMsplice 3SS: [ 767 1318 2177]
top_k =  1000
Partition function (log Z): -5.4543141234145995

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.8894680253076637
Position 1446: 0.7025819416743808
Position 872: 0.4804215582315812
Position 2344: 0.3904275397314703
Position 341: 0.08291147547829221
Position 2417: 0.07593502787668212
Position 2659: 0.0696127305364082
Position 3098: 0.0648224793562152
Position 1024: 0.04956457946877656
Position 2061: 0.0480078009667406
Position 393: 0.03507711633575992
Position 3667: 0.02326201222995872
Position 2197: 0.017312471509831378
Position 2592: 0.013984338962373393
Position 2801: 0.012552595848692222
Position 502: 0.011019170287762415
Position 993: 0.008690042581056994
Position 2655: 0.007839005149818489
Position 3249: 0.007181433400799432
Position 3043: 0.007109703563718031
Position 1760: 0.005090579719863474
Position 2909: 0.004851421531170691
Position 887: 0.004846880112523019
Position 491: 0.0047081664324324455
Position 29: 0.0035512859529359306
Position 2503: 0.0028891656482882143
Position 3231: 0.0023697230865416196
Position 447: 0.0020366951683059623
Position 1804: 0.0018821877320277214
Position 2368: 0.0013894882340950365
Position 2235: 0.0010871035152081204
Position 3217: 0.000999327009776971
Position 1919: 0.0008856440307275422
Position 1047: 0.0008250805777342285
Position 1608: 0.0005860065719326304
Position 1241: 0.0005198386412686272
Position 1818: 0.00047828372830491115
Position 2822: 0.00023705801493127142
Position 2690: 0.00019955903717271776
Position 1500: 0.00016610797080792531
Position 1245: 0.00016518066353864055
Position 1944: 0.000122570386846758
Position 582: 0.0001199816475676911
Position 1209: 0.00011000773648581819
Position 1037: 0.00010297156860868146
Position 903: 0.00010073402389116634
Position 2096: 8.345484617886028e-05
Position 651: 7.890286711233145e-05
Position 548: 7.134415297401067e-05
Position 567: 6.002132784392526e-05
Position 1425: 5.466355459129711e-05
Position 2108: 5.242200965638658e-05
Position 2277: 5.082301981315138e-05
Position 1783: 4.7893865820985244e-05
Position 1453: 4.6594589234953624e-05
Position 1404: 3.9073947515541054e-05
Position 1555: 3.5399474760256706e-05
Position 1333: 3.2467302728891406e-05
Position 2477: 2.730114924677639e-05
Position 1284: 2.7250916184511376e-05
Position 405: 2.6771571736025048e-05
Position 1371: 2.4145598631644946e-05
Position 1278: 2.297830208728541e-05
Position 562: 2.2368336638015075e-05
Position 264: 1.7456034814249438e-05
Position 2527: 1.5298647797630325e-05
Position 2057: 1.4108599899544504e-05
Position 1093: 1.3272021705371478e-05
Position 1321: 1.1638001282421995e-05
Position 1741: 1.1130951578980647e-05
Position 557: 8.286910974430678e-06
Position 621: 7.971309627485298e-06
Position 586: 7.3844940971598955e-06
Position 1032: 7.313157304996495e-06
Position 1450: 7.294440877300774e-06
Position 331: 7.216668211001371e-06
Position 536: 7.1064210788893175e-06
Position 63: 6.838756215041833e-06
Position 740: 6.244399406677304e-06
Position 546: 5.7275917714440264e-06
Position 383: 2.770395245951751e-06
Position 539: 1.1230829272624941e-06
Position 569: 9.226705739269615e-07
Position 665: 7.034620359430193e-07
Position 48: 6.557031064450407e-07
Position 564: 5.232585310670676e-07
Position 2365: 1.9982870866630932e-07
Position 451: 9.891552950784465e-08
Position 986: 8.46393918564632e-09
Position 1070: 6.274105331656678e-09
