Gene = DNLZ
index = 459
Annotated 5SS: [303 801]
Annotated 3SS: [ 660 1608]
SMsplice 5SS: [303]
SMsplice 3SS: [1608]
top_k =  1000
Partition function (log Z): -7.12196660715116

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.8475761696221923
Position 801: 0.7305406917955489
Position 1443: 0.05816442421572429
Position 1280: 0.054292877146605016
Position 1300: 0.04762288796857442
Position 524: 0.01984753664911851
Position 1646: 0.011137992002221226
Position 568: 0.009299302057693868
Position 517: 0.008850327965158566
Position 1731: 0.008793730593952777
Position 1509: 0.00555654657157454
Position 1249: 0.005325681756677734
Position 107: 0.004905320351286922
Position 1170: 0.004627675138374319
Position 1310: 0.00415827808644904
Position 177: 0.0040903329611136595
Position 1002: 0.0031440289957315746
Position 984: 0.0014731331376185539
Position 810: 0.0014015701289028862
Position 1225: 0.00128455507272793
Position 1208: 0.0012844256719292356
Position 339: 0.0012610639504751148
Position 995: 0.001132044335917089
Position 844: 0.0006854965642185642
Position 1264: 0.0005381372298521841
Position 573: 0.00037191352771037234
Position 661: 0.00029950002864801854
Position 1156: 0.00017507431778947358
Position 474: 0.00013607192532220046
Position 1470: 0.0001246233068510002
Position 115: 0.00012126647732070901
Position 401: 0.00011794053262716188
Position 152: 0.00011776631865074937
Position 885: 0.00010168300138780055
Position 1211: 9.404500288131389e-05
Position 1307: 9.196257373565665e-05
Position 120: 8.224606516970107e-05
Position 1497: 6.424274069742862e-05
Position 1478: 3.5244259843296257e-05
Position 777: 3.315946148977673e-05
Position 528: 3.175184354486953e-05
Position 398: 2.7938224345575414e-05
Position 938: 2.540383974519498e-05
Position 718: 2.3970058001093114e-05
Position 879: 2.1548779537329044e-05
Position 724: 1.6198971824039583e-05
Position 406: 1.1828596624391726e-05
Position 675: 6.302890647327568e-06
Position 1130: 4.450637962328939e-06
Position 419: 3.319315794140624e-06
Position 1798: 2.768068005191315e-06
Position 264: 7.781158153535674e-07
Position 601: 2.405806400023824e-07
Position 169: 2.0402425766371499e-07
Position 288: 5.705116124983489e-08
Position 482: 4.518534729427587e-08
Position 978: 1.5881128039050164e-08
Position 715: 2.4443349390601967e-09
Position 1655: 1.599005087183483e-09
Position 1653: 1.4711213924188457e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1608: 0.8913889423386087
Position 656: 0.25375219153818684
Position 660: 0.20254225743446852
Position 1097: 0.10211428043642856
Position 633: 0.08941633488503352
Position 1382: 0.06513359516580353
Position 674: 0.054012018180522585
Position 1144: 0.031028275033093456
Position 1718: 0.024736761865047915
Position 744: 0.023707819374892688
Position 1347: 0.015771327920692347
Position 1081: 0.013530855513969623
Position 1030: 0.010976437845216264
Position 1202: 0.009892858141673413
Position 696: 0.006432971343255919
Position 642: 0.005614471836074485
Position 1166: 0.005446050629635307
Position 1874: 0.004712389227361016
Position 1817: 0.003361241892741639
Position 1518: 0.0032468105286750644
Position 712: 0.002427341342214143
Position 1361: 0.0022350594385342902
Position 592: 0.002045928053981087
Position 877: 0.0018799855726921665
Position 1248: 0.0017189784271696797
Position 892: 0.001340247079674905
Position 566: 0.0013041390980742743
Position 1820: 0.0011795776837852207
Position 684: 0.0009638793441872004
Position 1494: 0.0008240484004654901
Position 1169: 0.0007723868949286908
Position 1148: 0.0005953223981942843
Position 1259: 0.0005412286312126015
Position 1697: 0.0004700458056782465
Position 1752: 0.00043994932893954934
Position 370: 0.00033196862975663505
Position 1582: 0.00033176179190298413
Position 613: 0.000266234639229262
Position 1429: 0.0002470738701693196
Position 884: 0.00019160772658283144
Position 564: 0.00018910809139060746
Position 1197: 0.0001885241798544491
Position 1823: 0.00017647591685277417
Position 912: 0.0001656642473656357
Position 1762: 0.0001528440450943892
Position 961: 0.00014435049230333955
Position 1690: 0.00012752136434193947
Position 1456: 0.00011111151359130653
Position 510: 8.629053339214832e-05
Position 1561: 7.983180198519623e-05
Position 818: 7.135595021106608e-05
Position 223: 6.624258910889255e-05
Position 572: 5.296648299195946e-05
Position 1727: 5.118959546960244e-05
Position 1431: 4.6368371310615874e-05
Position 1437: 4.016144178093773e-05
Position 1768: 3.7240660945561224e-05
Position 1199: 3.0375162017127328e-05
Position 930: 2.751559409493145e-05
Position 1299: 2.5728411771909784e-05
Position 412: 2.4446685209995094e-05
Position 1395: 2.3110329164623266e-05
Position 1389: 1.9341230139169034e-05
Position 1556: 1.8865870639450196e-05
Position 1326: 1.868287628095614e-05
Position 392: 1.6377334467751146e-05
Position 1645: 1.620292872928483e-05
Position 1497: 1.5272510904130307e-05
Position 1619: 1.5042482329436439e-05
Position 233: 1.3857900935837135e-05
Position 174: 1.3709390204646635e-05
Position 1635: 1.2637185391052161e-05
Position 798: 1.0430896594321504e-05
Position 302: 1.0393729171999204e-05
Position 516: 9.513117639263807e-06
Position 1546: 9.197817110273324e-06
Position 269: 8.67147521894399e-06
Position 1279: 8.446272504377563e-06
Position 284: 8.05044553314057e-06
Position 406: 7.453609454817169e-06
Position 1637: 7.0604386592183566e-06
Position 966: 6.605168983814458e-06
Position 447: 6.5900553276615065e-06
Position 1741: 6.112419754729591e-06
Position 998: 5.645600017574433e-06
Position 451: 5.614946508589681e-06
Position 1291: 5.600218023908863e-06
Position 1470: 4.491500097543735e-06
Position 1584: 4.074800709585837e-06
Position 594: 3.133312161880453e-06
Position 334: 1.5641899058408351e-06
Position 230: 1.0827302083385382e-06
Position 176: 9.155138736603832e-07
Position 508: 6.380225452958134e-07
Position 832: 5.789876214885711e-07
Position 416: 5.524358851516294e-07
Position 306: 3.4939626283528734e-07
Position 938: 3.124501416679302e-07
Position 367: 3.090609255403898e-07
Position 456: 2.608701544232497e-07
Position 582: 1.9964227808670373e-07
Position 468: 1.570864754637269e-07
Position 479: 1.559737033434203e-07
Position 829: 1.0767234765989715e-07
Position 1220: 1.0385414325551338e-07
Position 970: 8.850843719437835e-08
Position 984: 7.013126791247344e-08
Position 533: 5.969010090787763e-08
Position 844: 3.952953798705937e-08
Position 187: 3.2738315887941816e-08
Position 1621: 1.8666704646207404e-08
Position 471: 1.675683528807054e-08
Position 419: 1.0921106832663754e-08
Position 995: 9.196272636700582e-09
Position 424: 8.781061793558226e-09
