Gene = INIP
index = 701
Annotated 5SS: [  250  1776 24106 28710]
Annotated 3SS: [ 1694 24002 28618 30602]
SMsplice 5SS: [  250   864  1776 24106 28710]
SMsplice 3SS: [  793  1694 24002 28618 32233]
top_k =  1000
Partition function (log Z): -12.919842745485326

Sorted 5' Splice Sites (High to Low Probability):
Position 1776: 0.9746350085428184
Position 24106: 0.9144033233180906
Position 250: 0.9079180457399609
Position 864: 0.8373134375840121
Position 17535: 0.6410899969310077
Position 6020: 0.45439965836159196
Position 685: 0.24821978856089322
Position 1144: 0.10404632201258782
Position 13606: 0.0902604770257568
Position 12768: 0.08877047415962623
Position 1098: 0.0811545934916139
Position 433: 0.06376006150948388
Position 1001: 0.025886921526006378
Position 1618: 0.02284480325570801
Position 889: 0.022160421378265623
Position 3378: 0.017364875916008885
Position 3031: 0.016135593661780096
Position 24122: 0.015665706906173877
Position 149: 0.010126609665083927
Position 112: 0.009618136489911737
Position 2329: 0.007435266722507583
Position 254: 0.007358397966903675
Position 214: 0.005387393704575124
Position 933: 0.005191468293812477
Position 13372: 0.0047410503459845875
Position 8146: 0.004060221530233467
Position 869: 0.00396763729663934
Position 5320: 0.0034876085418223705
Position 4117: 0.0033667639922942334
Position 1577: 0.0024816252586957713
Position 299: 0.0023577438119675074
Position 3014: 0.0023068561642017667
Position 1552: 0.0019797390240800126
Position 30: 0.0018760445569285453
Position 1131: 0.0016657590723857998
Position 9147: 0.0014698814023129945
Position 568: 0.0012932054665290712
Position 717: 0.0010596644500854102
Position 164: 0.0009882713732766786
Position 5372: 0.0008529676473016388
Position 938: 0.0008347964766272641
Position 42: 0.0008028323297987765
Position 1822: 0.0007416562173247428
Position 5811: 0.0006666011184932749
Position 570: 0.0006079885254948575
Position 288: 0.00046218679359729477
Position 663: 0.000326428485130616
Position 72: 0.0002692791369452968
Position 689: 0.00021431443379617447
Position 800: 0.00018441268562797953
Position 393: 0.00011578353105859755
Position 990: 0.00010866888007951096
Position 6161: 0.00010291348713924487
Position 7328: 9.935298451335682e-05
Position 13: 9.310771897627415e-05
Position 1085: 8.090846583820623e-05
Position 233: 5.998274684234106e-05
Position 243: 5.69727437443914e-05
Position 61: 5.149666722181264e-05
Position 227: 4.7267045034323764e-05
Position 1174: 4.6066285245841876e-05
Position 954: 4.4687486323712645e-05
Position 90: 3.6947409196550535e-05
Position 1359: 3.3322709468905754e-05
Position 1365: 3.202187173812403e-05
Position 152: 3.004835535866901e-05
Position 722: 2.499722925191415e-05
Position 116: 2.479846551159885e-05
Position 588: 1.826584441852143e-05
Position 184: 1.5803535632046866e-05
Position 187: 1.3568114251013306e-05
Position 1964: 1.1012747322958317e-05
Position 290: 9.127905387074663e-06
Position 18: 8.420298017988745e-06
Position 815: 5.38819986845967e-06
Position 488: 5.113073553854943e-06
Position 2131: 4.322745436690227e-06
Position 1828: 3.6800452131454727e-06
Position 521: 3.528129353401528e-06
Position 2271: 2.712423404944412e-06
Position 496: 2.6118798105452006e-06
Position 983: 2.5070752521309493e-06
Position 523: 2.468260395901685e-06
Position 262: 2.0020560032233745e-06
Position 485: 1.3329124176548655e-06
Position 10254: 1.2986796399889725e-06
Position 9026: 1.220017616358072e-06
Position 398: 9.876802888846905e-07
Position 309: 9.423602805809959e-07
Position 67: 7.527627390076908e-07
Position 155: 7.363004488667766e-07
Position 2827: 5.895762892720563e-07
Position 2681: 4.827170938963703e-07
Position 2386: 4.590065818554818e-07
Position 235: 3.1883440325868443e-07
Position 2181: 1.9875777767421803e-07
Position 460: 1.2932904736160548e-07
Position 324: 1.2730730342816693e-07
Position 590: 1.2276748664524007e-07
Position 574: 6.703162213443369e-08
Position 469: 6.48050509442395e-08
Position 318: 6.873115535475336e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 24002: 0.9711670796000044
Position 1694: 0.9637805515713773
Position 17292: 0.6150643903788493
Position 32233: 0.5987193101171224
Position 793: 0.556548340715097
Position 5875: 0.29226091419398975
Position 760: 0.25221291306868904
Position 25214: 0.13736401392280154
Position 529: 0.11107281735903521
Position 5878: 0.10227923262415234
Position 13509: 0.09332866635822612
Position 333: 0.09127452877381384
Position 1013: 0.07153171761228305
Position 12626: 0.0687418901371393
Position 974: 0.06854681547695173
Position 26005: 0.06835305597492333
Position 26237: 0.06736459128569312
Position 757: 0.06301839793698286
Position 5935: 0.041173094292431184
Position 609: 0.039442377032272075
Position 1055: 0.03713393782331177
Position 17312: 0.031996105258870616
Position 26809: 0.024750537655301056
Position 24562: 0.02451453415240382
Position 12659: 0.020633634450264823
