Gene = EXO5
index = 515
Annotated 5SS: [ 137  885 1050]
Annotated 3SS: [ 709  991 5773]
SMsplice 5SS: [ 168  885 1050]
SMsplice 3SS: [ 709  991 5773]
top_k =  1000
Partition function (log Z): -6.075678034531467

Sorted 5' Splice Sites (High to Low Probability):
Position 885: 0.8540140246375394
Position 168: 0.6151941529295142
Position 1050: 0.5134231699659632
Position 1209: 0.3021433438470151
Position 149: 0.25054868639434147
Position 609: 0.18005878215362575
Position 408: 0.16674987049184725
Position 574: 0.09656570556016417
Position 4727: 0.09278587588093092
Position 4991: 0.08097404132272064
Position 367: 0.07742929545044082
Position 137: 0.07626318486656238
Position 820: 0.03984834581345835
Position 3063: 0.027983258373656075
Position 869: 0.022365467189007802
Position 1213: 0.022174325583064217
Position 824: 0.018730777941103414
Position 1217: 0.01867556303939124
Position 5189: 0.009236148311880656
Position 3850: 0.007640714690537574
Position 538: 0.007232418014574951
Position 5126: 0.005977893219171417
Position 1833: 0.0052807812174416125
Position 422: 0.003596059211915025
Position 803: 0.0032917752929808655
Position 518: 0.003050469952416226
Position 1820: 0.0030058575288852934
Position 159: 0.00282463491302211
Position 2479: 0.002420464505458391
Position 1204: 0.0023036887989838096
Position 847: 0.0020425249779005322
Position 5213: 0.0018968077428332874
Position 1966: 0.001426970472554884
Position 1191: 0.0013950082341730341
Position 415: 0.0013592129571381613
Position 744: 0.0013282771695569651
Position 3807: 0.001323403902646631
Position 908: 0.0012436384673248939
Position 880: 0.0007691215934456681
Position 2280: 0.000737379154344788
Position 2436: 0.0005262554885094418
Position 630: 0.000411120894197537
Position 255: 0.00033302854681296613
Position 902: 0.00013292560449834804
Position 142: 0.00012905913112029588
Position 944: 0.00010275701742974392
Position 339: 9.8598869070104e-05
Position 830: 6.13612387215215e-05
Position 306: 4.432431870882658e-05
Position 219: 4.34371454911196e-05
Position 381: 3.643734876278194e-05
Position 774: 3.123484465479104e-05
Position 102: 2.3402944395453323e-05
Position 546: 2.3248469966410577e-05
Position 460: 2.0385552128677395e-05
Position 344: 1.692543179903877e-05
Position 287: 1.4627034962766995e-05
Position 834: 7.849239152695594e-06
Position 2556: 7.0925377860688535e-06
Position 1665: 4.9353768772090936e-06
Position 2365: 4.836924624503008e-06
Position 729: 3.8890125411138624e-06
Position 2137: 3.785708018230883e-06
Position 241: 3.377044634298376e-06
Position 85: 3.3215722409912282e-06
Position 282: 1.9537652208115184e-06
Position 601: 8.742927652829124e-07
Position 684: 5.788588697277022e-07
Position 931: 4.349421928691926e-07
Position 1712: 3.588759524648421e-07
Position 30: 3.369905040361512e-07
Position 46: 2.5529898277968057e-07
Position 49: 2.0155039698435743e-07
Position 1156: 1.4793200610255991e-07
Position 224: 2.9026317121325935e-08
Position 204: 2.5653392338213242e-08
Position 963: 5.055910978909004e-09
Position 44: 3.859511048123765e-09
Position 312: 7.131535558828876e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 709: 0.94954596244064
Position 991: 0.5900755332553762
Position 5773: 0.5351376874530799
Position 300: 0.451229229985129
Position 4873: 0.2260621382148775
Position 1005: 0.1367967278580972
Position 971: 0.09332242473477204
