Gene = DFFB
index = 442
Annotated 5SS: [  437  1564  8720 10773 12495 15292]
Annotated 3SS: [ 1436  8530 10692 12323 15190 26225]
SMsplice 5SS: [  437  1564  8720 10773 12495 13038 15292]
SMsplice 3SS: [ 1436  8530 10692 12323 12884 15190 26225]
top_k =  1000
Partition function (log Z): 2.8466536587892595

Sorted 5' Splice Sites (High to Low Probability):
Position 12495: 0.9284110386349652
Position 1564: 0.8714240723671007
Position 15292: 0.8154580846901971
Position 8720: 0.7740455612195679
Position 10773: 0.7362057332456045
Position 13038: 0.6462279541184573
Position 7995: 0.4732964929022382
Position 15644: 0.4513320750996046
Position 12324: 0.3716942973335756
Position 437: 0.3705744576519772
Position 22747: 0.2817264577438726
Position 100: 0.2761958483688861
Position 16886: 0.24710473371568678
Position 16947: 0.24225765626976756
Position 407: 0.2337141243748335
Position 10794: 0.22805619039702338
Position 15698: 0.2086210085185773
Position 15660: 0.13418345320506797
Position 1586: 0.12066874877119631
Position 721: 0.09827932649574447
Position 11142: 0.09164253350488934
Position 6229: 0.08481441357482464
Position 13259: 0.07997884834685905
Position 3453: 0.07848955840952553
Position 22981: 0.06006833787336608
Position 280: 0.05720794091543409
Position 26520: 0.05501058838135505
Position 172: 0.04895202027756893
Position 22715: 0.04280640964329469
Position 13847: 0.04272086007284998
Position 22921: 0.0382310702258508
Position 15857: 0.0334899177755775
Position 8578: 0.03268125506057646
Position 18639: 0.02758248261663519
Position 3226: 0.02626511810656551
Position 8416: 0.025797345832633403
Position 15310: 0.023268902243564853
Position 228: 0.02246650185263545
Position 13907: 0.020476763039240974
Position 10912: 0.019975506735498954
Position 899: 0.019938510812130352
Position 17826: 0.019855897730404855
Position 13723: 0.017962366138153916
Position 12858: 0.01653964605962043
Position 14951: 0.01641223955707572
Position 16869: 0.01612707234432304
Position 8895: 0.015760436831934045
Position 13879: 0.015204006417851404
Position 15939: 0.015199365723175456
Position 10383: 0.01458486587858856
Position 17415: 0.014017927410467711
Position 918: 0.013974211508811856
Position 1213: 0.01373803944920398
Position 862: 0.013153709651126382
Position 8914: 0.011931682137343236
Position 11150: 0.011864681802267798
Position 14371: 0.01117640420871047
Position 1993: 0.011164934189474538
Position 95: 0.010849592814949283
Position 19091: 0.010395455900144292
Position 8282: 0.010352831913270435
Position 13338: 0.009242567410626472
Position 799: 0.009222869478133392
Position 2128: 0.009017908162155234
Position 10866: 0.007754737213115828
Position 16743: 0.007605737033989966
Position 2526: 0.007495227658560431
Position 12345: 0.0073606822341957525
Position 1366: 0.006591988957591063
Position 8029: 0.0059945500236324905
Position 13891: 0.005874364393914453
Position 1530: 0.005535854160802179
Position 60: 0.005066411827146089
Position 1359: 0.00486371548514552
Position 13102: 0.004758198036548846
Position 8206: 0.00470927388980696
Position 12885: 0.004669013295672022
Position 9758: 0.004373912426550563
Position 13574: 0.0043263523449700286
Position 709: 0.0036870999290514904
Position 495: 0.003528690535066889
Position 13079: 0.0034755222647133138
Position 10422: 0.003167140454601065
Position 12060: 0.0030422182441006986
Position 10431: 0.0028199471006969245
Position 12248: 0.0026135086583607393
Position 14383: 0.0025742677607563528
Position 10391: 0.0024376942000271197
Position 7388: 0.002340749193742352
Position 1634: 0.0022001198894162663
Position 8533: 0.0021594199152632685
Position 2554: 0.00208662005210016
Position 9482: 0.0019521236118305709
Position 1179: 0.0019226030205586931
Position 914: 0.0018559466708103932
Position 1362: 0.0016676466552957155
Position 12615: 0.0016161729911384982
Position 13464: 0.0016088716003160512
Position 15608: 0.001522264495266564
Position 13043: 0.0014353521709374588
Position 2543: 0.0014204048020717056
Position 15457: 0.0013813730316747056
Position 15074: 0.0013685424792041086
Position 546: 0.00124559396784522
Position 376: 0.0011916815066654303
Position 12140: 0.0011581284659248035
Position 3598: 0.0011246249439601347
Position 12740: 0.0010592981674549522
Position 13105: 0.0009965230145143257
Position 11750: 0.0009683713940514077
Position 8836: 0.0008581046296812958
Position 13493: 0.0008413624154799142
Position 11232: 0.0007935458054646522
Position 13964: 0.0007649015770589924
Position 12928: 0.0007578836454483115
Position 1964: 0.000708750144737232
Position 110: 0.0006974986239133012
Position 15631: 0.0006761504419606823
Position 13359: 0.0006630529503642915
Position 13481: 0.0006488890123782881
Position 2210: 0.000630721672355823
Position 6276: 0.0005827915792595186
Position 10898: 0.0005676468103988265
Position 177: 0.0005172543875050696
Position 6315: 0.0005013805453941192
Position 13121: 0.00049453334472347
Position 12981: 0.0004833057125538961
Position 924: 0.000448342061455203
Position 3899: 0.0003688496984094868
Position 11619: 0.0003529281290023151
Position 5152: 0.0003519740456899761
Position 12349: 0.0003477874109578082
Position 2415: 0.00032193241275494403
Position 12567: 0.00030133735061545886
Position 3482: 0.00028280485828703216
