Gene = UMPS
index = 1532
Annotated 5SS: [  262  4881  7874  9834 11901]
Annotated 3SS: [ 4726  7201  9657 11785 13548]
SMsplice 5SS: [  262  4881  9834 11901]
SMsplice 3SS: [ 4726  9657 11785 13548]
top_k =  1000
Partition function (log Z): -3.7549014282092132

Sorted 5' Splice Sites (High to Low Probability):
Position 9834: 0.9678194647899206
Position 4881: 0.8826300527564741
Position 11901: 0.8216057102548345
Position 262: 0.7782246485194801
Position 7874: 0.49043074109966034
Position 13620: 0.3895699673919576
Position 1239: 0.2102946625270488
Position 8370: 0.1708344154930682
Position 345: 0.1456398429716389
Position 13670: 0.13488285146797155
Position 7327: 0.12736716831495418
Position 10451: 0.11815060546710217
Position 13838: 0.10560687733325014
Position 7303: 0.09732651330585165
Position 5188: 0.0926051046577173
Position 17579: 0.08459675284893059
Position 8267: 0.0701601070059185
Position 8078: 0.06445503273936766
Position 15849: 0.06076414823126932
Position 11146: 0.034824240819783865
Position 11082: 0.02784800143470422
Position 8621: 0.026345745805447907
Position 18556: 0.02545293353611243
Position 6506: 0.019915674921029254
Position 146: 0.017698697741217045
Position 6215: 0.016954295571127338
Position 401: 0.01643439943905203
Position 13438: 0.0161345847450186
Position 13624: 0.015988605982131924
Position 7297: 0.015530918484544833
Position 12126: 0.015228458282107313
Position 150: 0.0119390067853701
Position 15556: 0.011837589493129989
Position 17583: 0.011766365925848545
Position 17046: 0.01165865432475246
Position 13603: 0.01055448600864188
Position 11619: 0.010536070782478476
Position 8570: 0.009633884639161072
Position 824: 0.008437456414368182
Position 14788: 0.008013294457312851
Position 872: 0.007731641444111394
Position 5380: 0.006640892064162904
Position 15523: 0.006582855570057429
Position 5302: 0.006178268698468508
Position 16619: 0.005754894770294608
Position 906: 0.0056536694439435434
Position 3396: 0.005542760256054049
Position 10566: 0.005062077541137091
Position 3324: 0.004790873126767457
Position 1985: 0.004629607416167143
Position 9854: 0.004378754384431399
Position 7456: 0.004216403842400748
Position 3066: 0.004205283968425587
Position 7408: 0.003925601419817241
Position 11843: 0.003872219661769366
Position 5398: 0.0037795076294290806
Position 6514: 0.0036054490000636346
Position 1964: 0.0031711204826661613
Position 11004: 0.003166559249815524
Position 868: 0.003135978496537513
Position 13465: 0.002775438621011003
Position 11307: 0.0026943202091153744
Position 12429: 0.0025263621848086414
Position 38: 0.0024047646507124863
Position 13383: 0.0023268551892763
Position 4892: 0.00223779858757334
Position 14144: 0.002230494057222254
Position 10929: 0.002209534762926662
Position 3910: 0.0021867868369582076
Position 6896: 0.002094531491387861
Position 10488: 0.0018973070048946472
Position 18407: 0.001699750456133758
Position 6263: 0.0016942646033787148
Position 11233: 0.0016684841544524515
Position 744: 0.0015849069439936912
Position 18430: 0.0015523652305137752
Position 4162: 0.0015379449670495815
Position 349: 0.0015254712298277526
Position 5216: 0.0015142745601788828
Position 17842: 0.0015098738150270948
Position 1767: 0.0014771410872897698
Position 12038: 0.0014171610330273965
Position 3920: 0.001395122088627935
Position 12060: 0.001391047473164231
Position 3110: 0.0013375919741235147
Position 5430: 0.0012678857021768827
Position 6458: 0.0010481544429882742
Position 3930: 0.0010365464279808963
Position 7412: 0.0009036771653096844
Position 11910: 0.0008997451839006199
Position 2447: 0.0008710739454921542
Position 139: 0.0008691182037144217
Position 715: 0.00083068329286175
Position 6737: 0.0008050272471415008
Position 2493: 0.0007994287917635872
Position 2602: 0.0007849786607585905
Position 11303: 0.0007465502831514898
Position 1318: 0.0007024111078616329
Position 10743: 0.0005907986711753613
Position 11917: 0.0005846049528635701
Position 3507: 0.0005260380215463135
Position 5478: 0.0004962237081545108
Position 392: 0.00048051081132647634
Position 3093: 0.00046032478068988434
Position 4909: 0.00038291145130389827
Position 4251: 0.0003693641578573095
Position 11093: 0.0003534265871513296
Position 6495: 0.0003462153225041701
Position 6857: 0.0003455804679940857
Position 1350: 0.0003388932496608274
Position 2441: 0.0003274378124585028
Position 7471: 0.00032608856823833094
Position 257: 0.0003252368891571095
Position 15161: 0.00030511037866754365
Position 328: 0.00029501867774241495
Position 171: 0.00028487375637119007
Position 2026: 0.0002837336674406589
Position 6217: 0.00026231975204402905
Position 12218: 0.00024346795086153491
Position 4781: 0.00019897163219898117
Position 6077: 0.00019195385062467004
Position 4522: 0.00016964373990565454
Position 237: 0.00013584889803565757
Position 6472: 0.0001250436459644804
Position 7136: 9.812796701940503e-05
Position 112: 8.490830611986949e-05
Position 5596: 8.168438010661315e-05
Position 429: 7.785035706786815e-05
