Gene = LECT2
index = 777
Annotated 5SS: [ 247 2164 3812]
Annotated 3SS: [2066 3665 7536]
SMsplice 5SS: [ 247 2164 3812]
SMsplice 3SS: [2066 3665 7536]
top_k =  1000
Partition function (log Z): -0.9607614037932626

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9991776198502053
Position 2164: 0.9766648148042876
Position 3812: 0.8861906853677943
Position 4074: 0.13650844913055932
Position 5843: 0.09978544329203785
Position 2336: 0.08206898653551867
Position 3039: 0.050808026958672606
Position 4916: 0.04233637971574844
Position 5085: 0.03105351792787288
Position 4413: 0.019810540497436413
Position 3052: 0.014278052969006607
Position 3208: 0.011179834601106046
Position 7718: 0.009281513719396698
Position 4386: 0.008177423482069407
Position 3021: 0.00796923209292297
Position 4024: 0.007536067041765578
Position 4949: 0.005970676722885364
Position 2504: 0.004862363788285884
Position 3343: 0.004651661218631126
Position 3999: 0.003627731574161726
Position 6700: 0.003584370191295937
Position 5801: 0.003098495236132345
Position 3176: 0.0030800692262630256
Position 2601: 0.002799951395307004
Position 4446: 0.0027651313034642126
Position 5840: 0.002387537202223854
Position 3821: 0.0017199567422380398
Position 612: 0.0015523216861187412
Position 957: 0.001547192111648735
Position 847: 0.0015310502273071277
Position 1799: 0.0014811692764654667
Position 7700: 0.00139813972685126
Position 869: 0.0012785826968490536
Position 1682: 0.0012220695001498457
Position 1288: 0.0010507053330017
Position 6159: 0.0010288932056363974
Position 1634: 0.0009958335158743352
Position 2546: 0.0009306498060210549
Position 4231: 0.0008602664065740039
Position 6880: 0.0008534941665319619
Position 5229: 0.000834683564581683
Position 756: 0.0007871660249369599
Position 5577: 0.0005517621558590797
Position 2943: 0.0004929093356258443
Position 1674: 0.00043505027364110053
Position 6127: 0.0003500295540710277
Position 3568: 0.00031723650264360917
Position 666: 0.00030985799286860344
Position 7582: 0.00027388549679034234
Position 1495: 0.0002613354108425821
Position 973: 0.00022866712402066708
Position 1049: 0.00022386958754328396
Position 3879: 0.00022225286084232585
Position 813: 0.00022122444688733964
Position 1602: 0.00020608532364211623
Position 3946: 0.00018228621156074167
Position 414: 0.00017786472510278258
Position 1281: 0.00017766104153899614
Position 3263: 0.00017706270283729164
Position 3403: 0.00017637068155035472
Position 731: 0.00017424941923447406
Position 7013: 0.00014863851005632013
Position 4741: 0.00013067599965661984
Position 2284: 0.00012860283489936764
Position 232: 0.00011851475057179112
Position 851: 0.00011051116336142278
Position 2199: 0.00011023362355488809
Position 3586: 0.00010148886630511041
Position 461: 0.0001007887080757511
Position 2149: 9.320694604375077e-05
Position 3720: 8.09712733345387e-05
Position 3519: 8.02521467426349e-05
Position 2697: 7.928901934866031e-05
Position 5157: 7.739996324378138e-05
Position 2455: 6.948913376133613e-05
Position 191: 6.360296016025974e-05
Position 504: 6.289875557971905e-05
Position 2757: 6.162562295910433e-05
Position 5009: 6.050533573238458e-05
Position 5574: 5.803378391119406e-05
Position 3498: 5.769996865268066e-05
Position 4404: 5.525546633808957e-05
Position 2731: 5.4353420997014905e-05
Position 3439: 5.3064871189548926e-05
Position 3991: 5.0056514625487335e-05
Position 3839: 4.857406672851515e-05
Position 4664: 4.50429378765865e-05
Position 3317: 4.4281131920804425e-05
Position 1979: 4.330080333867095e-05
Position 1078: 4.302545751486965e-05
Position 3888: 4.232189976781811e-05
Position 1559: 4.127428035103185e-05
Position 5089: 2.8517369939351472e-05
Position 1948: 2.588918610642718e-05
Position 1992: 2.5779442042114848e-05
Position 1644: 2.557937046854008e-05
Position 882: 2.5496128892883662e-05
Position 1142: 2.2261234152407464e-05
Position 436: 2.2010863929061104e-05
Position 983: 2.1243809400059007e-05
Position 117: 2.1073954325677713e-05
Position 1757: 1.9775351207988306e-05
Position 1089: 1.8947077643617115e-05
Position 3791: 1.8597705600918173e-05
Position 1751: 1.559523864357175e-05
Position 1263: 1.3677525227597732e-05
Position 1037: 1.3673458974566335e-05
Position 1994: 1.3548376293474385e-05
Position 258: 1.3208921736057571e-05
Position 962: 1.1274909131030214e-05
Position 1193: 9.757455107080109e-06
Position 3793: 9.640204695409161e-06
Position 542: 8.614196012000041e-06
Position 1679: 6.189651075437865e-06
Position 4234: 6.1291773485104645e-06
Position 938: 5.190987548070065e-06
Position 1965: 4.846755619126476e-06
Position 396: 4.176003011444752e-06
Position 63: 4.161367703456576e-06
Position 465: 3.811485138490504e-06
Position 950: 3.4787041973298415e-06
Position 2363: 3.2319620924772402e-06
Position 989: 3.210609823039662e-06
Position 251: 3.0964687189091604e-06
Position 1830: 3.087215953155786e-06
Position 3612: 2.853077969985666e-06
Position 3745: 2.5440472825639163e-06
Position 2921: 1.925808939794114e-06
Position 4354: 1.7350061507274041e-06
Position 2688: 1.7218523454177895e-06
Position 153: 1.719665636934434e-06
Position 2514: 1.6511552931822217e-06
Position 2127: 1.5541158926273436e-06
Position 2623: 1.3943797282280461e-06
Position 3899: 1.3727617321673198e-06
Position 4005: 1.1543609853565834e-06
Position 685: 9.534944957092693e-07
Position 61: 8.351605328656438e-07
Position 325: 8.339387590720851e-07
Position 358: 6.650681251418725e-07
Position 964: 6.205911046342436e-07
Position 151: 6.074510318832356e-07
Position 1064: 5.639535939035962e-07
Position 2171: 5.501135207183382e-07
Position 1676: 5.473446041434438e-07
Position 1778: 4.7389595953840917e-07
Position 4051: 4.5905396408540724e-07
Position 1235: 4.121712904912712e-07
Position 2125: 3.719535337762059e-07
Position 2234: 1.6719196864804603e-07
Position 2398: 1.193336807936987e-07
Position 3003: 7.81051904428948e-08
Position 2413: 1.6664352949245957e-08
Position 2219: 8.551690934385576e-09
Position 3686: 4.301430607279491e-09
Position 758: 3.7245227388125277e-09
Position 203: 1.904377786970124e-09
Position 498: 1.826585284421146e-09
Position 2576: 1.310323910528731e-09
Position 2257: 1.245840673888475e-09
Position 430: 5.406311567079986e-10
