Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  1000
Partition function (log Z): 7.676235381212555

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 0.9955098181667028
Position 2738: 0.982319380648829
Position 11599: 0.9817348547314206
Position 17508: 0.9446242766178067
Position 554: 0.9307881488894296
Position 16780: 0.9281894540254777
Position 4364: 0.9235884233010931
Position 22585: 0.9017404357406321
Position 24780: 0.871548223496987
Position 180: 0.8635630274720393
Position 24536: 0.8488615384720298
Position 28906: 0.8424037393925953
Position 21825: 0.6515716094849946
Position 4198: 0.6185073245100232
Position 21649: 0.5765214911943213
Position 5464: 0.5191456785731752
Position 18205: 0.38531714594870436
Position 21666: 0.33038542525554815
Position 4806: 0.26016163885687543
Position 30039: 0.21896286834515075
Position 3163: 0.17275760359453401
Position 13345: 0.14921196926976624
Position 30461: 0.14713376106035134
Position 24307: 0.14187903042702854
Position 17650: 0.13351967990488842
Position 37120: 0.12415964687979567
Position 24828: 0.12415227191977696
Position 24220: 0.12008714951029117
Position 16032: 0.09139315696877977
Position 23470: 0.08712449411981431
Position 24027: 0.07768159098752812
Position 17003: 0.06937398731875492
Position 28265: 0.06688221689922083
Position 12020: 0.06550301292284606
Position 32968: 0.0630083428841013
Position 28590: 0.060888431664739624
Position 5122: 0.05632072860983827
Position 293: 0.054345121290272344
Position 6932: 0.051910268746931366
Position 16036: 0.05071808659826143
Position 1988: 0.04794099671279365
Position 7936: 0.047799498667040106
Position 31411: 0.03542216087941843
Position 30272: 0.03468835013275616
Position 7437: 0.032412451769723974
Position 4694: 0.031770414589501125
Position 2178: 0.03169611505372798
Position 14887: 0.0316175281901473
