Gene = KLF18
index = 748
Annotated 5SS: [2968]
Annotated 3SS: [3619]
SMsplice 5SS: [ 324 2700 2968]
SMsplice 3SS: [2582 2787 3447]
top_k =  1000
Partition function (log Z): -1.659540428732225

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.9615795097497013
Position 2700: 0.7738635105593672
Position 2139: 0.572425378461655
Position 811: 0.4508190052365206
Position 1803: 0.43972761771170027
Position 2391: 0.42241895622845527
Position 555: 0.40892679039655605
Position 1425: 0.39825188819536783
Position 324: 0.3623880901047278
Position 1147: 0.2778669287696346
Position 769: 0.21452736513779191
Position 2517: 0.1524052104106455
Position 1567: 0.14895395152396967
Position 1105: 0.13603646436247704
Position 1677: 0.12970557035860408
Position 2155: 0.12641510679640436
Position 1189: 0.09980317240531536
Position 1441: 0.09109913716855149
Position 1819: 0.08912613134552454
Position 607: 0.07061719678344092
Position 1273: 0.06611873339170515
Position 2281: 0.06404405165739906
Position 1231: 0.053843310861845815
Position 2407: 0.05112357273942703
Position 937: 0.04945172735712782
Position 1525: 0.04107129444605184
Position 1315: 0.04062532320529145
Position 979: 0.04046425866515287
Position 2533: 0.036994942079111325
Position 112: 0.03682066726387433
Position 1971: 0.03496768838115682
Position 1063: 0.030499141521416015
Position 1483: 0.02065112208955002
Position 1021: 0.019406182069107103
Position 3653: 0.012987768638026953
Position 280: 0.010270073838011616
Position 1987: 0.008889461600228011
Position 1693: 0.008426412689631329
Position 853: 0.007189788174561626
Position 2992: 0.005896003229572823
Position 727: 0.005397379577530251
Position 2113: 0.004690495471272656
Position 3297: 0.004414823711504511
Position 895: 0.004186792602874335
Position 185: 0.0038535106135754115
Position 2323: 0.003015313727656931
Position 2029: 0.0024329062240896677
Position 1609: 0.0023523763608094372
Position 1399: 0.0020795360483489003
Position 1089: 0.0013442831851796636
Position 921: 0.0013237763328992768
Position 439: 0.0011729114355828732
Position 2972: 0.0011210682343206946
Position 1777: 0.0010152690753210205
Position 3256: 0.0009598789753081602
Position 3595: 0.0009189955148008662
Position 2575: 0.0006898563997613906
Position 2365: 0.0006539445516665586
Position 565: 0.0005688074787467471
Position 3586: 0.0004178774224644421
Position 589: 0.0003759724366303079
Position 3531: 0.0003166214371385116
Position 526: 0.0003069767143784217
Position 306: 0.00030436448715057265
Position 544: 0.0002602543073232255
Position 597: 0.00021269020658123375
Position 152: 0.0001661010004980884
Position 463: 0.00014467658162109175
Position 3382: 9.246976987909737e-05
