Gene = NSMF
index = 965
Annotated 5SS: [ 303  847 1928 2924 4096 4944 5604 6279 6599 6782 6970 9159 9412 9736]
Annotated 3SS: [ 784 1432 2847 4026 4890 5513 6153 6514 6747 6898 9078 9308 9659 9842]
SMsplice 5SS: [ 303  847 2924 3889 4944 5604 6279 6599 6782 6970 9412 9736]
SMsplice 3SS: [ 784 2847 3777 4890 5513 6153 6514 6747 6898 9308 9659 9842]
top_k =  1000
Partition function (log Z): 22.160603294980984

Sorted 5' Splice Sites (High to Low Probability):
Position 2924: 0.9849351106222343
Position 9412: 0.9823074740664042
Position 9736: 0.9631015477394195
Position 303: 0.948617277913068
Position 6279: 0.9379263476254576
Position 5604: 0.9325763184576923
Position 6782: 0.9029420400486126
Position 847: 0.8952933824038873
Position 3889: 0.8880931181430951
Position 6599: 0.8580639392019092
Position 6970: 0.8269067964330281
Position 4944: 0.6286601019831435
Position 9937: 0.26333563755091977
Position 1928: 0.20578953882632575
Position 3706: 0.1753057649324525
Position 9159: 0.09016952514885215
Position 4096: 0.08124153414274772
Position 2660: 0.07924291466360868
Position 153: 0.05826604119478263
Position 4589: 0.05803164434387762
Position 4613: 0.05775626110745599
Position 5608: 0.05256307756251905
Position 7070: 0.05091763136796611
Position 6273: 0.03656062838984128
Position 5370: 0.0341788922549731
Position 6840: 0.02612407187225639
Position 3590: 0.02516267507890608
Position 582: 0.023888055104273963
Position 6674: 0.021698121711998714
Position 2459: 0.020238967303597605
Position 9171: 0.02016848419582554
Position 4136: 0.018978529653140373
Position 4931: 0.01783015708723179
Position 638: 0.016593010640123335
Position 4965: 0.015158153200974798
Position 6026: 0.015009025696840525
Position 7012: 0.013147816046147643
Position 1217: 0.011448465059515371
Position 6437: 0.010137596614298552
Position 1935: 0.009996262292319896
Position 7155: 0.009756005231750622
Position 4954: 0.008393910714106063
Position 9115: 0.0053326899885492276
Position 7076: 0.005197635282729143
Position 9555: 0.004534796966202048
Position 2949: 0.004443607195837637
Position 3611: 0.004234053083035065
Position 3574: 0.004039851063831226
Position 7046: 0.004008050058560472
Position 6530: 0.0034692885000638905
Position 6031: 0.0032872767049873957
Position 4992: 0.0030993320676227704
Position 1957: 0.003075423912479793
Position 7098: 0.003021295905431027
