Gene = SNX8
index = 1294
Annotated 5SS: [  137 36365 39353 42615 44906 50167 51235 56730 57100 57591]
Annotated 3SS: [36158 39234 42492 44824 50005 51101 56660 56949 57440 59294]
SMsplice 5SS: [  137  4275 36365 39353 42615 44606 44906 50167 51235 56730 57100 57591
 60874]
SMsplice 3SS: [ 4193 36271 39234 42492 44510 44824 50076 51101 56660 56949 57440 60728
 61003]
top_k =  1000
Partition function (log Z): -30.682588016688015

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9970678037407141
Position 4275: 0.6106866391943533
Position 7617: 0.14312200074496628
Position 4412: 0.1203559904468148
Position 14532: 0.08755279542626768
Position 15120: 0.07656808121736958
Position 2848: 0.0670022102070787
Position 4266: 0.05584896871484139
Position 2061: 0.049495950042486095
Position 9848: 0.04639344696369904
Position 747: 0.02105888653689095
Position 2488: 0.018282302580316684
Position 4660: 0.01656626526201692
Position 8711: 0.012039717404457213
Position 7524: 0.010762368278155852
Position 6737: 0.009705963645779062
Position 3823: 0.006363617324570899
Position 3522: 0.005651233853984111
Position 10810: 0.0056268881675636435
Position 3159: 0.005614850298102569
Position 3892: 0.005564686255119627
Position 7529: 0.005096916734825614
Position 2016: 0.003913362073952427
Position 4533: 0.0035451953575510635
Position 4354: 0.0027782020089141745
Position 2292: 0.0027516559625578
Position 3305: 0.0016690475766748334
Position 856: 0.0016473234676025743
Position 3103: 0.0013568692552406926
Position 1666: 0.0012154721148516618
Position 10667: 0.0010349837101233641
Position 6057: 0.001021122673618976
Position 3249: 0.0009621626307778672
Position 1333: 0.0006986447601384353
Position 155: 0.0006653731201793146
Position 1774: 0.0006488332738021085
Position 2296: 0.0006088590066452419
Position 1365: 0.0005881010061760634
Position 1662: 0.0004895957324672581
Position 1762: 0.0004774468421191768
Position 1678: 0.0004440793686503378
Position 1157: 0.0003603787240550259
Position 1788: 0.00034029020592980943
Position 1201: 0.0002792332223922634
Position 2815: 0.0002309039193389871
Position 7267: 0.0002232548475982212
Position 286: 0.00016646114835760386
Position 2141: 7.48982223287723e-05
Position 476: 3.087612756608218e-05
Position 392: 1.4937870089922811e-05
Position 4466: 1.1446793493027276e-05
Position 586: 1.1009843685739673e-05
Position 1855: 1.064251171415866e-05
Position 453: 5.751102746069084e-06
Position 605: 5.466517003885623e-06
Position 3314: 5.130609397067384e-06
Position 582: 4.46338810199834e-06
Position 132: 4.091472238863921e-06
Position 1738: 3.0203482729062027e-06
Position 885: 2.6240356881781273e-06
Position 1944: 2.368095859130118e-06
Position 847: 1.754912925595549e-06
Position 257: 1.7236654477641178e-06
Position 2509: 1.6051222724919176e-06
Position 2322: 1.5888633625010242e-06
Position 1792: 1.4104737555320911e-06
Position 1748: 1.3886324679779695e-06
Position 1699: 1.0556147957979627e-06
Position 737: 1.0011017332599632e-06
Position 3287: 9.832504377838003e-07
Position 980: 9.242747698355295e-07
Position 2401: 9.110586889211098e-07
Position 2103: 8.658411449527851e-07
Position 799: 8.43052774957765e-07
Position 1016: 7.741757974232525e-07
Position 1870: 6.033215583030367e-07
Position 2500: 5.1533594285938e-07
Position 1688: 5.069412930327284e-07
Position 3134: 4.445927118521165e-07
Position 501: 3.6124095059587744e-07
Position 144: 3.1905509714883057e-07
Position 2852: 2.883966083777733e-07
Position 2789: 2.1151336964950752e-07
Position 2886: 2.0302473498891567e-07
Position 2911: 2.0073796674854527e-07
Position 25: 1.7415758232242546e-07
Position 2492: 1.6960588113940953e-07
Position 2866: 1.506977321466134e-07
Position 3108: 1.1958145998188262e-07
Position 2421: 1.1450531646764753e-07
Position 224: 1.0813120770197856e-07
Position 321: 9.818615783443777e-08
Position 5: 9.668164857985112e-08
Position 594: 9.01666822229903e-08
Position 355: 2.0487952714988087e-08
Position 20: 1.8769589054884102e-08
Position 235: 1.6022016459496396e-08
Position 589: 1.3006470796053995e-08
Position 687: 1.2493402189575824e-08
Position 275: 8.958258342354745e-09
Position 591: 7.622759681820889e-09
Position 82: 3.947837295099538e-09
Position 1491: 3.063177463059523e-09
Position 662: 2.564656863230681e-09
Position 713: 1.7179726926194999e-09
Position 310: 1.0464492368567256e-09
Position 823: 6.356847451500851e-10
Position 345: 2.595108064004808e-10
Position 641: 2.5288089042183786e-10
Position 660: 1.7232626746495293e-10
Position 407: 1.240592064645546e-10
Position 386: 1.0508337095691347e-10
Position 469: 8.221968525392544e-11
Position 732: 1.5837427121995377e-11
Position 327: 1.4846312243909642e-11
Position 765: 2.9058516235484244e-13
Position 440: 2.1614620770917886e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 4193: 0.47790083509212516
Position 4224: 0.26123698103827536
Position 14472: 0.19498518734829065
Position 17540: 0.16508337035737078
Position 18360: 0.1290390031860147
Position 10541: 0.12174582442417674
Position 14945: 0.09776824776529282
Position 7419: 0.06996123467743191
