Gene = C4BPB
index = 211
Annotated 5SS: [ 105  748 1640 2979 7774 9423]
Annotated 3SS: [  639  1465  2801  7679  9307 10946]
SMsplice 5SS: [ 105  748 1640 9423]
SMsplice 3SS: [  639  1465  9307 10958]
top_k =  1000
Partition function (log Z): -5.291833013263714

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.8405162247386073
Position 105: 0.7809766529429852
Position 1640: 0.7006611487513318
Position 9423: 0.41625431299883053
Position 2979: 0.4001510082812717
Position 2864: 0.3163754251762076
Position 1573: 0.22711869281724464
Position 7774: 0.21584829207759804
Position 110: 0.14901470499459385
Position 520: 0.1280277993578271
Position 554: 0.09892294087785296
Position 2428: 0.08650271727219644
Position 2083: 0.06947812559621194
Position 6632: 0.06910612042848353
Position 6970: 0.06347354652038222
Position 10582: 0.030577818013109388
Position 317: 0.019685449294975805
Position 752: 0.014461712142629042
Position 7591: 0.011410843818053176
Position 10588: 0.010326811747254996
Position 3414: 0.010037144753003048
Position 190: 0.009999470825680184
Position 7558: 0.007721569334354183
Position 8687: 0.006453461002818624
Position 9409: 0.0035393689934347583
Position 382: 0.003474983312833936
Position 7154: 0.0028547725526209796
Position 703: 0.002735196909184915
Position 3401: 0.002290321480601407
Position 1199: 0.002238651946455836
Position 2657: 0.002232462836360537
Position 53: 0.0015802062308777364
Position 1719: 0.0014812954360582024
Position 2736: 0.001465637210574246
Position 342: 0.0013449014651727967
Position 1825: 0.0011820565445057557
Position 1522: 0.0011290184654860693
Position 6949: 0.0010587185797817666
Position 168: 0.0009915179786701615
Position 7082: 0.0008361328129736816
Position 49: 0.000812620105696922
Position 9308: 0.0007682822398274006
Position 7969: 0.0007592848472942303
Position 6765: 0.000667046505046892
Position 945: 0.0005759590523939482
Position 285: 0.0005413162956965864
Position 701: 0.000470965380619416
Position 595: 0.00040670524793540565
Position 7199: 0.00036728560076932954
Position 2621: 0.00035085081146670605
Position 1215: 0.00034601164600822447
Position 2213: 0.0003396169809928504
Position 1836: 0.00028620685799539777
Position 1657: 0.00020366859077319873
Position 1553: 0.0002010651822885551
Position 1644: 0.0001975082180858988
Position 1057: 0.00017894289963310973
Position 800: 0.00017814824584048763
Position 720: 0.00016077609455335138
Position 2534: 0.00015009464512984934
Position 640: 0.00014229139927372553
Position 311: 0.00013112167649491848
Position 1300: 0.00012563076712671656
Position 1021: 0.00011361061868101666
Position 2059: 0.00010198962757815031
Position 2976: 6.783580519134629e-05
Position 653: 5.930845290115211e-05
Position 587: 4.4541035328138126e-05
Position 787: 3.9677248017740365e-05
Position 915: 3.864414359152098e-05
Position 3235: 3.537518959218355e-05
Position 346: 3.443676801187033e-05
Position 2194: 3.253757093396532e-05
Position 3405: 3.173088131966515e-05
Position 277: 2.924702333857695e-05
Position 463: 2.852873915840544e-05
Position 5085: 2.7862398681259256e-05
Position 504: 2.538552062764871e-05
