Gene = LRWD1
index = 799
Annotated 5SS: [ 232 1123 1342 2551 2895 3259 3449 3726 4134 4718 4954 7381 7681 7876]
Annotated 3SS: [ 887 1224 2409 2789 3132 3333 3624 3925 4644 4812 7288 7524 7762 7979]
SMsplice 5SS: [ 250 1123 1342 2551 2895 3259 3449 4134 4730 4954 5637 5818 7381 7681
 7876]
SMsplice 3SS: [ 887 1224 2409 2789 3132 3333 3970 4644 4812 5446 5746 7288 7524 7762
 7979]
top_k =  1000
Partition function (log Z): 33.491202008378174

Sorted 5' Splice Sites (High to Low Probability):
Position 7876: 0.998169693447507
Position 7681: 0.9895652785505635
Position 4954: 0.9890894221269672
Position 1342: 0.9865701665760892
Position 1123: 0.9513305139482281
Position 3449: 0.9174277184996432
Position 2551: 0.9046715380406964
Position 7381: 0.8998465841183305
Position 250: 0.8774770764178849
Position 5818: 0.7661086724601037
Position 4134: 0.6855201434724296
Position 2895: 0.6811511448573581
Position 3259: 0.6734713599055954
Position 5320: 0.6333113995949479
Position 4730: 0.6242942908422529
Position 3726: 0.4514388870960974
Position 4466: 0.38414729952777493
Position 4718: 0.37275864004702214
Position 5637: 0.33686109760994115
Position 5582: 0.29547553904082124
Position 7209: 0.18033924372746793
Position 4040: 0.07942358585420216
Position 1767: 0.07927025657206614
Position 232: 0.06851651317208203
Position 5532: 0.056048221007660826
Position 7102: 0.05063817578516266
Position 2650: 0.028491385614660292
Position 2142: 0.025491889913389954
Position 2790: 0.021127600746487882
Position 7385: 0.02039953166596091
Position 6551: 0.0169994797811623
Position 3220: 0.016154131263820013
Position 2835: 0.014029480043302433
Position 819: 0.011840454619233876
Position 6611: 0.011792691512573677
Position 7228: 0.011317772087923806
Position 5700: 0.010700428448895856
Position 4367: 0.010045099816278468
Position 1309: 0.008908044615233394
Position 801: 0.00857913778832688
Position 5688: 0.0061146525645388245
Position 753: 0.005800552634675867
Position 699: 0.004755385809009954
Position 3456: 0.004656174470342555
Position 2190: 0.004652970373827913
Position 2998: 0.004389494287828858
Position 4400: 0.004244026705819511
Position 126: 0.003969120710985131
Position 3058: 0.0035216394896256183
Position 6733: 0.00322426338462318
Position 7377: 0.003182317074357654
Position 5668: 0.003175861682757484
Position 4925: 0.0026811463834499165
Position 6539: 0.0024366893319124508
Position 338: 0.002200368230556192
Position 1268: 0.002158000781607842
Position 2591: 0.0019249276078966975
Position 3017: 0.0018049936559689048
Position 277: 0.0016252133040750658
Position 3506: 0.0016062107673079568
Position 7290: 0.0015222584274230111
Position 2150: 0.0015025924424792202
Position 2148: 0.0013978451539841555
Position 5660: 0.0013454475043406138
Position 2152: 0.0012791193269021763
Position 2146: 0.0012506317357897534
Position 2154: 0.0012119914825668313
Position 439: 0.0011050555554699714
Position 2156: 0.0010381855942782048
Position 8117: 0.0010349000644902528
Position 5325: 0.0009691413024719753
Position 2158: 0.0009663788569036667
Position 2160: 0.0009182894914272186
Position 3668: 0.0009048884065967621
Position 785: 0.000897952866177356
Position 2824: 0.0008327980477658348
Position 5477: 0.0008261846347229174
Position 3414: 0.0008163047517792932
Position 2162: 0.0007962605840880653
Position 3759: 0.0007463730763620375
Position 6416: 0.0007395891961429577
Position 5046: 0.0006860759009675466
Position 4099: 0.0006652936510684821
Position 2144: 0.0006085525382480453
Position 2322: 0.0005927968472359488
Position 2232: 0.0005858567572508475
Position 1273: 0.000584913170409697
Position 2166: 0.000578259921144167
Position 2660: 0.000536504585119532
Position 5555: 0.0005303844254103467
Position 550: 0.0005081247979683458
Position 3269: 0.0004966799293258784
Position 7637: 0.00046680286547803483
Position 4025: 0.00045255536123003476
Position 5258: 0.0004308830469661688
Position 3053: 0.0004285535563577477
Position 3650: 0.0004078266784101237
Position 2611: 0.00038590056753837833
Position 5288: 0.0003852540636939521
Position 1581: 0.0003850376414373346
Position 2243: 0.0003298943254583272
Position 4222: 0.0003284150783660168
Position 258: 0.0002483751663987604
Position 2506: 0.00022714566768097534
Position 5252: 0.00022425325087166364
Position 2194: 0.0002039316634087178
Position 2374: 0.00018544459730449254
Position 1432: 0.00018413647610684812
Position 2196: 0.00017528252530045485
Position 464: 0.00015947686592812727
Position 2198: 0.00014970191796247244
Position 2569: 0.0001406983854186098
Position 2204: 0.00014018196272385562
Position 4371: 0.00013474238090793118
Position 5218: 0.00011553350896315651
Position 3283: 0.0001108532880216296
Position 2200: 0.0001066372051498117
Position 2202: 0.00010539216226352565
Position 2192: 0.00010527935820603626
Position 3707: 0.00010086553951566916
Position 2208: 9.456697659406285e-05
Position 4064: 9.146887112317418e-05
Position 3422: 9.096305100711957e-05
Position 2410: 8.519767594708909e-05
Position 8034: 6.96911390381904e-05
Position 1613: 6.739685951839595e-05
Position 1587: 6.170167529637399e-05
Position 2535: 5.506701957261983e-05
Position 796: 5.3268967369172104e-05
Position 8016: 4.33987345933426e-05
Position 114: 4.0771101586125776e-05
Position 7649: 3.80618892039708e-05
Position 1725: 3.562464348432195e-05
Position 1364: 3.464874932077937e-05
Position 2132: 3.35672255548877e-05
Position 843: 3.212909668307108e-05
