Gene = COA7
index = 391
Annotated 5SS: [ 146 5640]
Annotated 3SS: [ 5498 10197]
SMsplice 5SS: [ 146 5640]
SMsplice 3SS: [ 5498 10197]
top_k =  1000
Partition function (log Z): -7.5505301077408555

Sorted 5' Splice Sites (High to Low Probability):
Position 5640: 0.9763907766554344
Position 146: 0.5891204441833492
Position 10317: 0.21958277745752472
Position 458: 0.15812902026295025
Position 337: 0.15258172054429778
Position 4561: 0.07969403148175679
Position 201: 0.07611156128896088
Position 486: 0.02646568521094636
Position 6401: 0.025575538772306103
Position 801: 0.023315231431461147
Position 5230: 0.022412239613776187
Position 7204: 0.014063860915609962
Position 4126: 0.012836051081359982
Position 10643: 0.011624932901226976
Position 920: 0.010661071623261777
Position 206: 0.010453773278003994
Position 8145: 0.009607028345132726
Position 4700: 0.007194917434726509
Position 2434: 0.005947774224465615
Position 3011: 0.005324714339050173
Position 8603: 0.00527938912563711
Position 10621: 0.004990992946682111
Position 4220: 0.00468967765791331
Position 6660: 0.004388367770113583
Position 4870: 0.004052657535820998
Position 3540: 0.0040417286981730026
Position 5769: 0.003924384701769554
Position 11566: 0.003840231039126859
Position 4886: 0.003633406473537577
Position 9689: 0.0035202740281139624
Position 953: 0.002857451026953644
Position 9825: 0.002816080309880745
Position 8739: 0.002776891118618367
Position 76: 0.002769947498750792
Position 260: 0.0027145371855207324
Position 10232: 0.0026181710925580297
Position 562: 0.0024770163945607385
Position 1517: 0.0024573282165728364
Position 1616: 0.002421226116597847
Position 10249: 0.0021421724530390636
Position 7517: 0.001903312430491013
Position 9870: 0.0018253347611042
Position 5350: 0.0017544722787396624
Position 11445: 0.0015512537753139455
Position 10465: 0.0014964085606712712
Position 8031: 0.001397682206215539
Position 9771: 0.001345782918446403
Position 5561: 0.0012556295360770416
Position 4488: 0.001150639288812179
Position 282: 0.0010766837229469757
Position 274: 0.0008751164546298097
Position 3713: 0.0008338549268520673
Position 387: 0.0008224258285176923
Position 9616: 0.0008173075955312244
Position 103: 0.0008105769584909103
Position 10575: 0.0007787227130931965
Position 6692: 0.0007621925861704321
Position 4594: 0.0007391367453228117
Position 365: 0.0006805468102628462
Position 8098: 0.0005247936437373986
Position 7699: 0.0005228703993577179
Position 8180: 0.0005108031911135228
Position 594: 0.0005044979960194584
Position 176: 0.0004885095186046482
Position 1032: 0.0004441434284132551
Position 5991: 0.0003718008836082888
Position 8020: 0.0003707744799108597
Position 7209: 0.0003195297271632858
Position 1042: 0.0003194801016515188
Position 4092: 0.0003180703039554981
Position 11532: 0.0002922802370666898
Position 5998: 0.00028921995514251446
Position 5936: 0.00027602419402953266
Position 4326: 0.0002727709077293941
Position 5819: 0.00026360646648354835
Position 301: 0.0002543775253467292
Position 4082: 0.0002479625964537591
Position 4179: 0.00020370468172914395
Position 718: 0.00020021005339465202
Position 2410: 0.00019369025172385888
Position 994: 0.00015536508375783563
Position 8045: 0.000136435082748375
Position 4624: 0.0001313020805035978
Position 2979: 0.00012374866132785228
Position 6819: 0.0001203300599155938
Position 9325: 0.00011068600848990446
Position 81: 0.0001057683771392604
Position 1039: 0.00010150114051072178
Position 826: 8.86798073908052e-05
Position 2587: 7.799820223115265e-05
Position 3990: 7.25117212745444e-05
Position 4015: 6.691798915171791e-05
Position 1186: 6.618517111774219e-05
Position 3832: 6.322746534282886e-05
Position 1519: 5.7772480506069993e-05
Position 2590: 5.749637622924748e-05
Position 1621: 5.719227496501397e-05
Position 987: 4.9365189592063165e-05
Position 5595: 2.0419997825415317e-05
Position 6405: 1.832900047419285e-05
Position 7340: 1.568409018906864e-05
Position 7814: 1.2191887265010404e-05
Position 6344: 1.1918932630472897e-05
Position 8695: 1.1889221313529554e-05
Position 7519: 1.0988838342935076e-05
Position 5577: 8.122232995028017e-06
Position 6282: 8.072405572389449e-06
Position 189: 3.894346468039549e-06
Position 52: 1.9170559344840106e-06
Position 286: 1.3169384098600016e-06
Position 2835: 8.905890550607887e-07
