Gene = DDOST
index = 435
Annotated 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
Annotated 3SS: [ 552 5356 5764 6009 6836 7172 7769 8572 8816 9015]
SMsplice 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
SMsplice 3SS: [ 446 5356 5764 6009 6836 7220 7769 8572 8816 9015]
top_k =  1000
Partition function (log Z): 23.467016939782845

Sorted 5' Splice Sites (High to Low Probability):
Position 5444: 0.9797904973090688
Position 6931: 0.977373811064564
Position 8924: 0.9765444597985198
Position 5869: 0.9571107191734514
Position 8694: 0.9478972285054836
Position 7322: 0.9233840807495313
Position 348: 0.9213306835551407
Position 7918: 0.8042343625314593
Position 6105: 0.7757368285899536
Position 664: 0.7343234331490623
Position 4077: 0.19888789790426215
Position 6109: 0.19007330327875868
Position 5253: 0.18187444300733643
Position 1474: 0.17822573182840898
Position 3804: 0.16643804026035539
Position 3376: 0.11067859776716091
Position 8123: 0.08035382270691803
Position 2825: 0.07902181639532414
Position 2795: 0.07689517454465751
Position 1552: 0.06595303229683817
Position 8063: 0.049347007662251655
Position 7870: 0.04590440386492904
Position 7677: 0.03325802956319829
Position 611: 0.0330486895029953
Position 6526: 0.03264007395459062
Position 7770: 0.03196664341547656
Position 102: 0.030562615753029945
Position 83: 0.026219664701829334
Position 148: 0.019987150984705285
Position 6203: 0.019323577946175223
Position 4481: 0.0189483238733814
Position 8934: 0.01840936512093481
Position 5893: 0.018237508842146116
Position 2784: 0.017923636687242783
Position 7065: 0.01664515774161616
Position 308: 0.011831685361233014
Position 1811: 0.011702182211611439
Position 6113: 0.011310505268276578
Position 3212: 0.010082756488933482
Position 2014: 0.009538626128356858
Position 157: 0.009061828983808038
Position 369: 0.00896755397782417
Position 4253: 0.007847072733643299
Position 9156: 0.007485205227018066
Position 2033: 0.007438768831238204
Position 481: 0.006849851422138459
Position 3475: 0.005957877412614865
Position 359: 0.005637551761147047
Position 657: 0.005609427512014912
Position 7644: 0.005385385980679001
Position 5462: 0.005069774533521504
Position 5422: 0.005052613786367947
Position 3390: 0.004728840598926404
Position 832: 0.004388652749165471
Position 7442: 0.004104549316443089
Position 5789: 0.003783031847964344
Position 6098: 0.0036316042598225047
Position 3288: 0.0035187422717992503
Position 3420: 0.003380564582026107
Position 7508: 0.0029556687835752497
Position 3760: 0.0024919347890197973
Position 7729: 0.0020354909027155213
Position 6657: 0.0020152497587226435
Position 1482: 0.0019018064963244176
Position 3082: 0.001870939171219191
Position 5059: 0.0017167756233793488
Position 1712: 0.001508903245307725
Position 935: 0.0012049825336500114
Position 3216: 0.0011978439247608064
Position 5536: 0.0011395634915081479
Position 7367: 0.000934541295957119
Position 2134: 0.0009145676996261504
Position 6454: 0.0008820484264375811
Position 5468: 0.000807414302458464
Position 975: 0.000701613447270322
Position 3142: 0.0006611260727372269
Position 389: 0.0006567589650756213
Position 139: 0.0006475724861195674
Position 3380: 0.0006266379904742175
Position 9311: 0.0006209946117511905
Position 9214: 0.000587902359895313
Position 5728: 0.0005814958112933477
Position 7934: 0.000561033731046959
Position 393: 0.0005184973155805381
Position 5007: 0.0004606331275899326
Position 2169: 0.00045731453960169916
Position 8488: 0.0004405530792350316
Position 7015: 0.00041386937219324755
Position 7365: 0.0004125523689588908
Position 780: 0.0003501719652183002
Position 5558: 0.0003485847076275295
Position 6436: 0.0002836008741182969
Position 8669: 0.0002715351671609125
Position 7483: 0.00025462748181771095
Position 6644: 0.00024113507081787637
Position 8700: 0.00023534760189995396
Position 7020: 0.000235292012501493
Position 5940: 0.00022670423585161394
Position 7951: 0.0002249595758579135
Position 7357: 0.00020178223482970642
Position 6486: 0.00019101956919528198
Position 9045: 0.00017967502066397565
Position 456: 0.00017208358632187344
Position 260: 0.00017159580425419433
Position 172: 0.0001671491566558699
Position 7011: 0.00016073671504550577
Position 7688: 0.0001321635574049935
Position 970: 0.0001302126918307699
Position 6534: 0.00012869696893405498
Position 5554: 0.0001213776898049809
Position 7040: 0.00011465079435862428
Position 475: 0.00011309436974758121
Position 3135: 0.00010892591430386572
Position 5765: 0.00010124649754590697
Position 376: 9.886832080122631e-05
Position 8125: 9.788831622248145e-05
Position 9191: 9.48988291032978e-05
Position 9227: 9.447860114197512e-05
Position 5942: 9.26180988409486e-05
Position 5448: 8.562590645680516e-05
Position 7360: 8.057510737242503e-05
Position 6619: 7.722843426441491e-05
Position 7185: 7.185722711484231e-05
Position 7172: 5.739367678802905e-05
Position 6609: 5.56502892528493e-05
Position 1961: 4.461399356026796e-05
Position 6207: 3.881462885452936e-05
Position 165: 3.708981144853344e-05
Position 8854: 3.226516677856336e-05
Position 6189: 2.9731632690469494e-05
