Gene = GDA
index = 583
Annotated 5SS: [  216 46122 53276 61308 64525 70040 73761 76318 78574 81715 91832 95812
 97967]
Annotated 3SS: [46032 53103 61219 64418 70011 73652 76209 78475 81646 91684 95680 97938
 98804]
SMsplice 5SS: [   216  12785  23816  27155  46122  46527  47502  48207  53276  58705
  61308  64525  76318  78574  95812  99165 101375]
SMsplice 3SS: [ 12683  23737  27069  46032  46427  47399  47994  53103  58562  61219
  64418  76209  78475  95680  98804 101282 102344]
top_k =  1000
Partition function (log Z): 0.9814557752000661

Sorted 5' Splice Sites (High to Low Probability):
Position 27155: 0.9999999999999976
Position 46122: 0.9999999999999974
Position 76318: 0.9990699593232129
Position 78574: 0.9988202345333036
Position 53276: 0.9815461328700671
Position 12785: 0.92820654392669
Position 85186: 0.9063732023549754
Position 61308: 0.8958111554102379
Position 216: 0.8844376623570405
Position 47502: 0.7706922683333316
Position 23816: 0.7473097132269967
Position 46527: 0.6774898550992181
Position 99165: 0.672971521899801
Position 58705: 0.6674435282441787
Position 49742: 0.6356006806268718
Position 48207: 0.6287363696435866
Position 64525: 0.5544391924390091
Position 10650: 0.5058479394625663
Position 64678: 0.40180902241713873
Position 9547: 0.3855641794806171
Position 78744: 0.3700533174553019
Position 16093: 0.34358232433043995
Position 12037: 0.33560971207223084
Position 22648: 0.3179787753304648
Position 13672: 0.29475334923261726
Position 2622: 0.294437578801147
Position 91832: 0.28590821772574365
Position 60246: 0.27934485646293866
Position 3417: 0.27642095707934566
Position 70040: 0.2713309023064794
Position 91768: 0.26570017059872797
Position 16038: 0.2539065703022117
Position 48081: 0.24287825894574072
Position 49231: 0.23389642915277617
Position 78307: 0.18504519664989483
Position 58872: 0.17797269634790192
Position 9396: 0.1775736317909889
Position 15979: 0.17477429046561138
Position 49265: 0.17465128501720412
Position 22577: 0.17274673839316912
Position 4795: 0.17183411611370783
Position 56080: 0.16189814986411066
Position 57905: 0.1615612420792489
Position 81715: 0.15566907266680716
Position 53503: 0.1538049805984011
Position 51855: 0.14407901824130362
Position 82861: 0.1394080899902371
Position 60262: 0.13720029693123398
Position 78275: 0.13452724922166664
Position 12590: 0.129835318824542
Position 76840: 0.11151329201716767
Position 62038: 0.10938125815774494
Position 48525: 0.09384712429567511
Position 59282: 0.09281372779432337
Position 57125: 0.09204687236761928
Position 48504: 0.06953927183825352
Position 46537: 0.06855253128772101
Position 84787: 0.0668361923754199
Position 48178: 0.062425283808962145
Position 56812: 0.06020021912162824
Position 13618: 0.0587739426129748
Position 60220: 0.0582822559632166
Position 73761: 0.052521283338125335
Position 59598: 0.0516809080272192
Position 49502: 0.05015709079276844
Position 62270: 0.04830947989248708
Position 84595: 0.042497232458887625
Position 76781: 0.041315555795632175
Position 56118: 0.03884879483857516
Position 3751: 0.035551690561187656
Position 82616: 0.03548313508276068
Position 49250: 0.03223780806602785
Position 26612: 0.03118937347268971
Position 60441: 0.030128873458229868
Position 16302: 0.02824265060744808
Position 1461: 0.02729224127037108
Position 198: 0.023255510663522203
Position 16084: 0.0231070998458483
Position 389: 0.023077109594641404
Position 1398: 0.021841572139341747
Position 65611: 0.021729410585118313
Position 11997: 0.020643851638485478
Position 174: 0.019935530994105246
Position 84057: 0.019488120316506288
Position 47929: 0.018405339993092087
Position 1004: 0.017958152086205666
Position 82909: 0.01766455309002058
Position 53291: 0.01690396842364216
Position 7446: 0.01652481204187234
Position 19400: 0.01640616878502979
Position 79103: 0.01625762827471783
