Gene = NIT1
index = 943
Annotated 5SS: [  78  781 1288 1512 1852 2132]
Annotated 3SS: [ 684 1032 1407 1717 2005 2397]
SMsplice 5SS: [ 109  781 1094 1512 1852 2132]
SMsplice 3SS: [ 684 1032 1407 1717 2005 2397]
top_k =  1000
Partition function (log Z): -0.6821359364916855

Sorted 5' Splice Sites (High to Low Probability):
Position 1512: 0.9689787589740477
Position 781: 0.9094564206807647
Position 2132: 0.8850590743487202
Position 1852: 0.7793856721432871
Position 109: 0.6413697889299264
Position 1094: 0.5134618757983295
Position 1288: 0.40717427577662
Position 451: 0.22005207564089355
Position 78: 0.13693956965452886
Position 125: 0.069818806291269
Position 515: 0.03193015776244117
Position 2677: 0.019553461953104898
Position 1145: 0.018903949121440444
Position 2483: 0.018188194281331206
Position 917: 0.017147507062132014
Position 420: 0.016894969867879323
Position 1313: 0.01340581107933406
Position 330: 0.005696153828479684
Position 1251: 0.004796655888903484
Position 2500: 0.004472817029267012
Position 2503: 0.004190275171254516
Position 884: 0.0041232154413621235
Position 1933: 0.003956550453901385
Position 334: 0.002680283715807203
Position 348: 0.002146029462058977
Position 59: 0.0019937247230078048
Position 570: 0.0012132942236626133
Position 99: 0.0010048073029809848
Position 1134: 0.0009701830898359966
Position 424: 0.0008859295333792157
Position 1167: 0.0008559831993137956
Position 761: 0.0006960497305176475
Position 520: 0.0006557049045662204
Position 139: 0.0005917289914507933
Position 466: 0.0005699156113071883
Position 307: 0.0005403513115809887
Position 1665: 0.00045057636559121025
Position 655: 0.00028601479784942527
Position 205: 0.0002845927806069254
Position 265: 0.00024060940207756615
Position 444: 0.00020026609469908288
Position 282: 0.00011397309033225216
Position 1858: 0.00011206196240726704
Position 796: 8.77742550203083e-05
Position 1714: 8.654401254094151e-05
Position 604: 8.431741864058669e-05
Position 939: 8.191208599300216e-05
Position 2274: 7.551016582619945e-05
Position 1079: 6.29750752468879e-05
Position 1904: 5.083355836542853e-05
Position 618: 4.572257393168141e-05
Position 2314: 4.498355804049612e-05
Position 367: 4.3418637982572794e-05
Position 1831: 4.3407313171083155e-05
Position 2322: 4.132540796220046e-05
Position 827: 3.841253833610118e-05
Position 1085: 2.767836700425387e-05
Position 355: 2.0727224327137002e-05
Position 1493: 1.82596436134229e-05
Position 904: 1.40957401306043e-05
Position 235: 1.3604352675254405e-05
Position 1615: 1.1076637568475342e-05
Position 1373: 8.416386222975126e-06
Position 1358: 6.861535156981262e-06
Position 1618: 5.687214627158924e-06
Position 730: 3.7091544614639664e-06
Position 768: 3.4139579834834788e-06
Position 793: 2.808470111928877e-06
Position 388: 2.1327441171980073e-06
Position 1387: 1.6576750336141976e-06
Position 1237: 1.5845984229685435e-06
Position 525: 1.171384732677116e-06
Position 137: 9.079422977759023e-07
Position 659: 8.414888332566858e-07
Position 1576: 7.909181037281181e-07
Position 1332: 7.417266161498471e-07
Position 843: 6.933541032076398e-07
Position 805: 6.575470736222172e-07
Position 2265: 3.823013228269573e-07
Position 1985: 3.463988958375572e-07
Position 910: 2.2885870976101908e-07
Position 2524: 2.2139871744872742e-07
Position 2398: 2.0649369082837669e-07
Position 798: 1.5955203178625643e-07
Position 2326: 6.613789127501747e-08
Position 2200: 3.3274699539664105e-08
Position 732: 3.224587899956575e-08
Position 831: 1.1464215817165178e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1407: 0.9651967748539644
Position 2005: 0.8821603074298984
Position 684: 0.8068104191031165
Position 1032: 0.7849698044573596
Position 1717: 0.7761051859895315
Position 2397: 0.543370950395548
Position 2569: 0.26750810977623
Position 258: 0.22167527131551343
Position 1223: 0.05194604446204132
Position 1093: 0.04900576341022173
Position 974: 0.047386247398087306
Position 2430: 0.0406768980631284
Position 2589: 0.0317101099561489
Position 2616: 0.030524120518192567
Position 2803: 0.01861219923855744
Position 1192: 0.017728942583691062
Position 2200: 0.016218711827387
Position 714: 0.014452359869990298
Position 1762: 0.014055102345176311
Position 702: 0.012690663117666881
Position 2548: 0.010699818540872442
Position 1605: 0.010236091692344915
Position 2747: 0.009309340388082224
Position 1967: 0.008288016992062667
Position 2288: 0.008246406640689376
Position 2265: 0.006831892360460624
Position 805: 0.006826498508029434
Position 1349: 0.004242901957173339
Position 1038: 0.003839797179500574
Position 2015: 0.0034005140534586085
Position 2541: 0.0033294863093532535
Position 2246: 0.003030080474993487
Position 2686: 0.002782312292891352
Position 2066: 0.0027452797061885315
Position 2725: 0.002727437875102147
Position 596: 0.002528017286465389
Position 1739: 0.0024659044775416855
Position 1972: 0.0021830272659196072
Position 533: 0.0021799044999512686
Position 2096: 0.002071936280955676
Position 1951: 0.0018320654177420618
Position 2375: 0.0016585616298562189
Position 2440: 0.00132275881429877
Position 1764: 0.0011578864263722417
Position 583: 0.0009904480209350208
Position 2743: 0.0009383072915280497
Position 2114: 0.0008580958430125003
Position 649: 0.0008477585522916806
Position 569: 0.0007966118816965793
Position 652: 0.0007350719118278808
Position 300: 0.0007267541544806202
Position 1629: 0.0007225063103505537
Position 2521: 0.0005788483455202766
Position 2776: 0.0005550768741614405
Position 2446: 0.0004914022671281003
Position 897: 0.00047260472777140266
Position 1723: 0.0004429435203951098
Position 2624: 0.00042674611487776164
Position 843: 0.00033457148714388445
Position 1817: 0.000320790361100201
Position 1225: 0.0003153438923506314
Position 1669: 0.0002651863452923573
Position 1332: 0.00022952031247839132
Position 2449: 0.00022503503945183937
Position 1612: 0.00022186100676543395
Position 1447: 0.00021036430901583036
Position 552: 0.0001906106234470126
Position 2665: 0.00018786127936545676
Position 2159: 0.000160603661913346
Position 334: 0.00016041233553597606
