Gene = CAMP
index = 276
Annotated 5SS: [ 366 1115 1328]
Annotated 3SS: [1006 1255 1945]
SMsplice 5SS: [ 366 1115 1328]
SMsplice 3SS: [1006 1255 1415]
top_k =  1000
Partition function (log Z): -2.8112383473571176

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.9713191361479027
Position 1328: 0.9537677309036676
Position 1115: 0.9189271085802782
Position 915: 0.5250941536190398
Position 587: 0.1623459418995515
Position 1140: 0.038620041831818525
Position 1586: 0.021913420142627107
Position 1499: 0.010400045454829351
Position 231: 0.007507422475292553
Position 89: 0.00599610433328232
Position 258: 0.0029217539577399776
Position 940: 0.002742856606743362
Position 841: 0.0025674581042284647
Position 810: 0.0023267097635188217
Position 625: 0.0020342674711705767
Position 715: 0.0011077067530153766
Position 1872: 0.0009838483274074166
Position 69: 0.0008499323306504098
Position 210: 0.000827219785008104
Position 135: 0.0007181063110013366
Position 721: 0.0006487449419385833
Position 1513: 0.0005564859374858673
Position 1533: 0.0004687103178813839
Position 642: 0.0004542203098169077
Position 1639: 0.000330966339460799
Position 661: 0.0002656386419901884
Position 1136: 0.00025435226789668894
Position 1144: 0.00023310370189169051
Position 200: 0.00021426910056656935
Position 1095: 0.00017308898889875177
Position 1806: 0.0001427521501457993
Position 670: 0.00014161373108535343
Position 1332: 0.0001380974189457928
Position 1034: 0.00012807782819661468
Position 948: 0.0001215385491178269
Position 1317: 0.00011875043185913638
Position 203: 9.67436587759165e-05
Position 5: 8.802651417687363e-05
Position 311: 7.694278591327021e-05
Position 777: 6.96955777274252e-05
Position 1134: 6.240642715752562e-05
Position 1644: 6.014760507780415e-05
Position 1819: 4.039503017487251e-05
Position 510: 3.308021255594554e-05
Position 793: 2.4189038575727643e-05
Position 1666: 1.78482625329185e-05
Position 279: 1.2514159395149739e-05
Position 1511: 9.733660834194484e-06
Position 1779: 5.029854195382506e-06
Position 413: 3.940061241121215e-06
Position 472: 3.725007458400237e-06
Position 729: 3.642521154277205e-06
Position 1058: 3.2774144496036024e-06
Position 734: 2.8677155831550553e-06
Position 677: 2.672812539862095e-06
Position 508: 1.7105203730036404e-06
Position 827: 9.777869359358729e-07
Position 1046: 9.151743912360285e-07
Position 1060: 8.78261302939961e-07
Position 415: 8.566946697071097e-07
Position 920: 7.949045990575741e-07
Position 475: 6.646390454861933e-07
Position 1259: 4.2269332637646605e-07
Position 1269: 3.786209080004067e-07
Position 897: 3.664900156758607e-07
Position 1320: 3.4761331588470144e-07
Position 1339: 1.899370794119077e-07
Position 553: 1.860838950594792e-07
Position 286: 7.749659836821068e-08
Position 1280: 6.867491089804381e-08
Position 1267: 3.415252432473689e-08
Position 1209: 1.7287331703121322e-08
Position 1390: 1.5459484871623434e-08
Position 418: 6.3470199551364684e-09
Position 480: 1.917491873591623e-11
Position 482: 1.850719946359822e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1006: 0.949510398568325
Position 1255: 0.8976469930254605
Position 1415: 0.6750745407974803
Position 490: 0.20038685836413167
Position 836: 0.1951805161805579
Position 742: 0.11219738474392414
Position 1440: 0.10698514049191282
Position 1945: 0.09217884333744138
Position 878: 0.0854746380737093
Position 775: 0.05168538148783144
Position 1229: 0.04187810620809453
Position 1782: 0.03451361564183554
Position 1699: 0.031263511507548865
Position 586: 0.020426169595776984
Position 690: 0.012925184410241472
Position 1208: 0.012771397765877417
Position 1730: 0.010780583925726941
Position 1420: 0.010421027887186586
Position 1472: 0.009922855193994254
Position 1494: 0.00881547222280185
Position 1537: 0.008023643000486446
Position 294: 0.007871225373894454
Position 1623: 0.0077008229457987834
Position 257: 0.006404902356250024
Position 1805: 0.0044380361307599075
Position 449: 0.003943983331833684
Position 521: 0.0031110012988524952
Position 2099: 0.0028930165496876695
Position 661: 0.002748754704998133
Position 502: 0.0025400008351817486
Position 1241: 0.0021782312038891114
Position 839: 0.0018962726210999567
Position 1615: 0.0017787977494821859
Position 914: 0.001716584615916098
Position 2064: 0.0016729974662197087
Position 1019: 0.001463296797832856
Position 797: 0.0013142392554142213
Position 559: 0.001153677237698777
Position 1838: 0.0011240238073378065
Position 1553: 0.0010772265176167116
Position 1046: 0.0010610501365279623
Position 1644: 0.0007881594875034721
Position 1859: 0.0007748681945073591
Position 1578: 0.0007611496896112046
Position 1994: 0.0007533792341065472
Position 1564: 0.0006944649261760172
Position 746: 0.0006018485154283605
Position 844: 0.0005895831079060494
Position 1915: 0.0005882836949469441
Position 1317: 0.0005862502388455185
Position 1030: 0.0005049379391089868
Position 1871: 0.0004358417929198113
Position 1264: 0.0003873821145022916
Position 1155: 0.0003784084553001686
Position 1280: 0.0003730904146274755
Position 714: 0.00034065668952052347
Position 1294: 0.0003364665760674752
Position 1422: 0.0002854448739960946
Position 1460: 0.00028322828891798075
Position 1352: 0.00023679423765548467
Position 947: 0.00021834688298487227
Position 1574: 0.00017380656315486308
Position 777: 0.0001481198056030654
Position 1673: 0.00011145049532924821
Position 1596: 0.00010758658908268085
Position 355: 0.00010648371349625912
Position 642: 0.00010471726487182997
Position 2069: 7.75402961619212e-05
Position 721: 7.602973180556485e-05
Position 1812: 7.519096303229137e-05
Position 1299: 6.802942648220323e-05
Position 1426: 6.234689827615226e-05
Position 890: 6.185184460175626e-05
Position 1058: 5.8823681424190636e-05
Position 452: 5.436130352495585e-05
Position 885: 5.0086759838757555e-05
Position 1068: 4.4904705273866275e-05
Position 965: 4.448673203059642e-05
Position 1999: 4.2224982122771145e-05
Position 1051: 3.8370980786042585e-05
Position 855: 3.537905288432568e-05
Position 897: 3.4977048805189796e-05
Position 265: 3.340095280270773e-05
Position 1589: 2.9687862045323832e-05
Position 695: 2.5570107539510192e-05
Position 707: 2.4167237690995562e-05
Position 1516: 2.3878259224816787e-05
Position 1680: 2.2735780740247536e-05
Position 611: 2.114924248645009e-05
Position 1078: 1.9801972071540787e-05
Position 2029: 1.7672051682672305e-05
Position 527: 1.4769265576176026e-05
Position 1732: 1.328198202503947e-05
Position 1954: 1.1581498006865494e-05
Position 605: 1.0382388634099328e-05
Position 2031: 1.034545477802262e-05
Position 2038: 1.023669765580367e-05
Position 308: 8.957887138834247e-06
Position 561: 6.8876930213564765e-06
Position 170: 6.620124338075763e-06
Position 1081: 5.3616850042600485e-06
Position 1166: 5.038270615231876e-06
Position 799: 4.382845675946682e-06
Position 1038: 2.724660536558897e-06
Position 927: 1.6120155065050816e-06
Position 272: 1.5789046519808867e-06
Position 618: 1.4551731939980487e-06
Position 1054: 1.2860547412499076e-06
Position 809: 1.2296278776739082e-06
Position 1158: 1.1475478273672993e-06
Position 529: 1.053869165295767e-06
Position 276: 7.622123672823175e-07
Position 504: 6.215186130080801e-07
Position 178: 4.876913870242842e-07
Position 106: 3.38740384573815e-07
Position 975: 2.576758519504262e-07
Position 1105: 2.3708295233445873e-07
Position 783: 1.9356390354879105e-07
Position 143: 1.719007438376986e-07
Position 1088: 1.0965095222211648e-07
Position 1108: 8.855154957080795e-08
Position 1090: 8.450821009824402e-08
Position 153: 2.062540445923203e-08
Position 145: 1.6627033909071663e-08
Position 1370: 8.509679905005237e-09
Position 149: 6.112932310804895e-09
Position 112: 1.6098457122239689e-09
Position 125: 1.1486086964509618e-09
Position 370: 1.8842892500758492e-10
Position 77: 3.947501056390748e-11
Position 128: 1.5129727752210162e-11
Position 81: 5.310434132618986e-12
