Gene = SLF1
index = 1272
Annotated 5SS: [  419 10578 10821 12397 25089 31251 33499 35075 36406 44005 45562 47678
 51933 52662 60609 68372 70323 71260 73310 73910]
Annotated 3SS: [10463 10744 12155 24925 31106 33354 34924 36282 43950 45402 47513 51803
 52495 60460 68225 70158 71125 73216 73726 76483]
SMsplice 5SS: [  419 10578 10821 12397 25089 36406 44109 45562 47678 51933 52662 60609
 65103 70323 71260 73310 73910]
SMsplice 3SS: [10463 10744 12155 24925 36282 43950 45402 47513 51803 52495 60460 64971
 70158 71125 73216 73726 77552]
top_k =  1000
Partition function (log Z): -29.83863783312429

Sorted 5' Splice Sites (High to Low Probability):
Position 10578: 0.9833209248460979
Position 419: 0.9639394997499285
Position 10821: 0.9177006150276762
Position 12397: 0.9164733151077344
Position 17710: 0.27505833486816844
Position 3347: 0.274640440123508
Position 1675: 0.203562696062978
Position 2107: 0.12973090474293789
Position 1825: 0.10436491070114054
Position 23715: 0.09409562001600187
Position 9084: 0.08671548544255896
Position 3567: 0.07646980086935268
Position 4986: 0.05893998101299557
Position 3479: 0.05686179472078079
Position 1477: 0.05648175801959594
Position 22496: 0.045451054058561716
Position 20335: 0.04431003532407013
Position 869: 0.03160893499034083
Position 222: 0.02784093758634239
Position 13956: 0.025839081651041134
Position 276: 0.023927737350643304
Position 2167: 0.019670533821045066
Position 14497: 0.017324350665830983
Position 3095: 0.01652678161744492
Position 11389: 0.016012767907563938
Position 5597: 0.0123763665665159
Position 17095: 0.0102030686087404
Position 1448: 0.009417575873350818
Position 626: 0.009262340157600895
Position 1813: 0.009202922441473669
Position 1172: 0.008557061810598444
Position 10573: 0.00785187017607117
Position 18584: 0.007275950565324095
Position 14531: 0.006019387109377722
Position 1437: 0.004713594938337354
Position 10785: 0.004476390113674795
Position 16821: 0.0040349368486603315
Position 7891: 0.0033150379774007123
Position 1470: 0.0032981804552106313
Position 17719: 0.0025591562830684323
Position 12525: 0.0021828291110876025
Position 1317: 0.0020718999693797287
Position 2228: 0.0019054260633283545
Position 700: 0.0017454010415909008
Position 11380: 0.0016089608638205667
Position 11522: 0.001493056644678993
Position 11982: 0.0013928981582347695
Position 1161: 0.0013741114373348612
Position 1041: 0.001273987656774199
Position 13973: 0.0011978032272327098
Position 1627: 0.0006945723482807461
Position 11685: 0.0006353583067687587
Position 11787: 0.0005393290321933348
Position 11513: 0.0005253651943875996
Position 11802: 0.0005152344439936381
Position 10876: 0.0004868904919866028
Position 2135: 0.0004819499923200825
Position 539: 0.0004302339554250008
Position 17091: 0.00041293142513926104
Position 169: 0.00039350145850681827
Position 485: 0.00031928534214694775
Position 3083: 0.00030204173129153646
Position 11863: 0.000236697466960197
Position 11774: 0.0001771489021704518
Position 622: 0.00016758702398159229
Position 139: 0.00016392195883163795
Position 2066: 0.00016086420338385515
Position 3323: 0.00013771297465537855
Position 1427: 9.851362046529805e-05
Position 27: 7.184868658878041e-05
Position 1450: 6.394369643317184e-05
Position 11477: 5.4741306830557764e-05
Position 12381: 5.3445677021620515e-05
Position 12350: 4.545262371488692e-05
Position 17805: 4.542785328744519e-05
Position 1836: 4.4192214459801385e-05
Position 1917: 4.2696869139414735e-05
Position 3998: 4.262470866157241e-05
Position 513: 4.223248177166818e-05
Position 2186: 3.760400868397062e-05
Position 2204: 3.450513686230744e-05
Position 12321: 3.3754219932043886e-05
Position 12719: 3.1986538966508307e-05
Position 12362: 2.9636862558549575e-05
Position 346: 2.7426759387022212e-05
Position 934: 2.3578484724067695e-05
Position 12404: 2.0550980886028076e-05
Position 14087: 2.0130900031687842e-05
Position 1200: 2.007286035032782e-05
Position 12838: 1.884550057823957e-05
Position 784: 1.7570731630295074e-05
Position 1401: 1.721655866441197e-05
Position 1495: 1.6510114294686596e-05
Position 1659: 1.4680880191889474e-05
Position 14236: 1.4614297603679187e-05
Position 899: 1.4029940649435753e-05
Position 1796: 1.2228777442659236e-05
Position 859: 1.1049308978079227e-05
Position 448: 1.0384469109585569e-05
Position 583: 7.266170101199814e-06
Position 1897: 5.49406393342122e-06
Position 1748: 4.616346987416693e-06
Position 791: 3.4454198677596893e-06
Position 1165: 3.1436825587692348e-06
Position 1354: 2.7535314259695617e-06
Position 1463: 2.552850579630893e-06
Position 16428: 2.293077820033749e-06
Position 1410: 2.0192440432943912e-06
Position 10: 1.8680986725579097e-06
Position 48: 1.5228292078683731e-06
Position 351: 1.288245006001901e-06
Position 914: 1.250167070635755e-06
Position 10812: 1.205320593779881e-06
Position 318: 1.1762439708034954e-06
Position 461: 1.153397395647764e-06
Position 1321: 7.331524781057901e-07
Position 1056: 7.063370227974153e-07
Position 252: 2.6747644480146716e-07
Position 12: 9.710342772761092e-08
Position 552: 6.83222498103761e-08
Position 662: 3.659562172925639e-08
Position 969: 3.29698553190447e-08
Position 496: 2.9865447300156154e-08
Position 446: 1.8339942871301575e-08
Position 155: 1.3861463743940231e-08
Position 469: 1.3172711078405306e-08
Position 554: 1.086286120912287e-08
Position 455: 1.0452918149847162e-08
Position 916: 3.636162581289901e-09
Position 338: 2.144481011434833e-09
Position 365: 5.410842751712212e-10
Position 368: 4.2411282579727035e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10463: 0.9928742817992483
Position 12155: 0.8810321640646497
Position 10744: 0.49179784496541623
Position 10673: 0.41172265198466684
Position 1560: 0.2727982504870886
Position 3274: 0.2231736536161703
Position 22623: 0.15260073680166314
Position 2020: 0.14916696208525732
Position 17624: 0.14797505187628007
Position 25957: 0.13772390341820642
Position 3419: 0.12515167663207433
Position 28006: 0.11959183742668994
Position 26319: 0.11272510782571588
Position 23617: 0.09348968816719531
Position 17443: 0.0826355192824224
Position 18391: 0.07731595191301018
Position 14378: 0.07168548266463434
Position 1329: 0.06478587444382185
Position 22390: 0.05564995671547141
Position 3137: 0.049657702384347864
Position 20198: 0.0489672729974941
Position 8998: 0.04745292350033726
Position 4795: 0.040950450093603215
Position 20714: 0.0403367585848377
Position 8972: 0.028924786300351283
Position 17592: 0.028854173865278547
Position 11316: 0.026901769790674854
Position 13898: 0.026852009175280925
Position 17576: 0.0262151491309528
Position 16867: 0.024600035657063174
Position 1580: 0.02392518928104145
Position 577: 0.020871859874861273
Position 12294: 0.0206364848667948
Position 15198: 0.017504079426806474
Position 800: 0.017181759684291507
Position 23550: 0.016107474492324917
Position 15568: 0.015730397287585688
Position 16638: 0.015369234521078624
Position 17695: 0.015063368530295239
Position 326: 0.014271163864834615
Position 1068: 0.01305160517301209
Position 17890: 0.01258660673963677
Position 5469: 0.01237770279480699
Position 2964: 0.012258285583222457
Position 1717: 0.011778840229344683
Position 12139: 0.011151385842669457
Position 16545: 0.01114229375772195
Position 15529: 0.010965732134756944
Position 12113: 0.009114512368772776
Position 17860: 0.008222536014294202
Position 17984: 0.007958640264653875
Position 10697: 0.007917471354982676
Position 20390: 0.007444185583894994
Position 10772: 0.007350950054105261
Position 16243: 0.006948365931760109
Position 15795: 0.006600487496983308
Position 12524: 0.006375707314451193
Position 18225: 0.006347323035034633
Position 17939: 0.006342589639046914
Position 15615: 0.006064957978916766
Position 4605: 0.005987699485346105
Position 4857: 0.005692693376199066
Position 3175: 0.005365686229497166
Position 18739: 0.005290511061252941
Position 1626: 0.00515859519553309
Position 12192: 0.005059833865338177
Position 8888: 0.004866223023861339
Position 16952: 0.0046790942841750454
Position 14235: 0.004581287825360469
Position 24283: 0.004248564792537416
Position 1447: 0.004083436628075941
Position 19414: 0.004041173669557519
Position 12595: 0.004000952261049358
Position 12254: 0.0038183506301111025
Position 19856: 0.0037766435200358335
Position 4584: 0.003709951983148092
Position 15292: 0.003652839698047161
Position 9028: 0.003506161739190784
Position 739: 0.003380563029670954
Position 7626: 0.0033150379774007236
