Gene = CXCL14
index = 421
Annotated 5SS: [ 565  846 4708]
Annotated 3SS: [ 739 4593 7410]
SMsplice 5SS: [ 565  846 4708]
SMsplice 3SS: [ 739 4593 7410]
top_k =  1000
Partition function (log Z): 1.9076963079586524

Sorted 5' Splice Sites (High to Low Probability):
Position 4708: 0.9953077868185034
Position 565: 0.983143114031722
Position 846: 0.9719045097378212
Position 4936: 0.18154455919606313
Position 6951: 0.11900347552657901
Position 2134: 0.11224696089599083
Position 5262: 0.08892573263767635
Position 4076: 0.05448857148320612
Position 5753: 0.050951106760408586
Position 5191: 0.033431055357682773
Position 195: 0.02797851650142152
Position 5243: 0.024438247112080185
Position 874: 0.023931861057589827
Position 3995: 0.022894682042387274
Position 5102: 0.019381518936838343
Position 5110: 0.017207263068267385
Position 5147: 0.013734246719160258
Position 5377: 0.011872804531699492
Position 5463: 0.010937217529783633
Position 3714: 0.010129518112920517
Position 7224: 0.009310845351719372
Position 5016: 0.008443563093149154
Position 3688: 0.008275900125136935
Position 4080: 0.0073452175602044785
Position 3528: 0.00675469164261731
Position 3721: 0.006690210790860023
Position 3574: 0.005169213428159134
Position 7601: 0.005087337354997917
Position 2052: 0.004607176498125336
Position 7141: 0.004115589865370662
Position 1814: 0.00398218456018995
Position 2174: 0.003664986352955114
Position 6746: 0.003486015037721025
Position 6094: 0.0032318907792919065
Position 104: 0.0028549260870591657
Position 80: 0.0027317665467880285
Position 3682: 0.002444860291647482
Position 3974: 0.0024009639389545945
Position 7027: 0.0019132322383417126
Position 7972: 0.0016434726362099079
Position 3831: 0.001626773463993369
Position 163: 0.0016214336457269873
Position 1961: 0.0015028350041650608
Position 4618: 0.001469324470648441
Position 4173: 0.0014457348674900403
Position 1441: 0.0013436026812095113
Position 495: 0.0013270731997786509
Position 17: 0.0013265816986467761
Position 841: 0.0012855400654902178
Position 1395: 0.001272483481276161
Position 2992: 0.0011819510755215513
Position 4445: 0.0011777709797858359
Position 5593: 0.0011534359910310907
Position 4353: 0.0008607455678425889
Position 1219: 0.0008414034156723904
Position 7428: 0.0007951506855957976
Position 53: 0.0006979679128217673
Position 6494: 0.0006742845382369279
Position 65: 0.0006506120493358342
Position 3206: 0.0005428825434472985
Position 3531: 0.0005044850473078809
Position 86: 0.0005006995340573057
Position 3280: 0.0004924172856889865
Position 1069: 0.00043267384787899565
Position 7079: 0.00041494007137807314
Position 1473: 0.00041210679322067147
Position 569: 0.0003847026239014259
Position 74: 0.000355846657815427
Position 2801: 0.00035417223441859563
Position 2952: 0.0003337202958672585
Position 4303: 0.0003007009826405413
Position 1753: 0.00029090989417608615
Position 7198: 0.0002885044176305346
Position 2552: 0.0002826201573062277
Position 816: 0.00028211168355761707
Position 3694: 0.0002557699965203131
Position 2798: 0.00023607582522204936
Position 106: 0.0002344512270236554
Position 850: 0.00019509724613952045
