Gene = PBRM1
index = 1001
Annotated 5SS: [   140   1214  11216  17581  21515  27972  31370  35010  36466  37760
  45112  50820  52441  62452  64363  70401  76193  90644  92361  93289
 100660 103173 115664 116431 117947 121465 124990 128967 129293]
Annotated 3SS: [  1115  11067  17436  21397  27902  31270  34923  36369  37667  44897
  50677  52342  62174  64256  69757  75980  90457  92202  93024 100513
 103014 115479 116219 117744 121299 124833 128895 129075 131477]
SMsplice 5SS: [   140   1214  11216  17581  21515  27972  31370  37760  45112  50820
  52441  53657  62452  64363  75616  76193  90644  92361  93289 100660
 103173 115664 117947 120867 121465 124990 128967 129293]
SMsplice 3SS: [  1086  11067  17436  21370  27902  31270  37667  44897  50677  52342
  53504  62174  64256  75484  75980  90493  92202  93024 100513 103014
 115479 117744 120772 121299 124833 128895 129075 131477]
top_k =  1000
Partition function (log Z): -13.631372940042123

Sorted 5' Splice Sites (High to Low Probability):
Position 45112: 0.9871961312982647
Position 11216: 0.9809842142041473
Position 1214: 0.9788459189480371
Position 52441: 0.9751614869888127
Position 31370: 0.964535199525463
Position 140: 0.9547893592977653
Position 64363: 0.9390372148753996
Position 37760: 0.9337109566350882
Position 27972: 0.916279290809475
Position 21515: 0.9032337309439749
Position 50820: 0.8890254783909433
Position 53657: 0.8452397551640907
Position 17581: 0.8422004965007698
Position 36466: 0.7306270209983323
Position 62452: 0.7168540111563946
Position 76193: 0.5012297944036987
Position 25213: 0.43986127524372215
Position 25424: 0.37734848453327186
Position 35010: 0.30657656102955716
Position 68346: 0.29505158451608754
Position 75616: 0.27996992710976376
Position 4887: 0.2721882664680442
Position 33832: 0.2692992696922516
Position 8615: 0.26811574845387914
Position 22627: 0.24716544712176663
Position 8421: 0.2315095636114839
Position 7546: 0.19655953533338275
Position 10725: 0.1945012605768509
Position 37223: 0.1399212067067732
Position 52803: 0.13400450902213523
Position 7960: 0.12974149134399215
Position 62686: 0.1286697868699623
Position 29118: 0.12587436436679467
Position 46321: 0.11917087141982338
Position 59650: 0.09908337947430752
Position 34844: 0.09867668158083674
Position 52837: 0.0908643232000312
Position 26976: 0.08946680209332153
Position 21538: 0.084946803462664
Position 17896: 0.08089993968970266
Position 56240: 0.07222288480717336
Position 17788: 0.0708885662731882
Position 53438: 0.06506922446550671
Position 48505: 0.05900691063464879
Position 10932: 0.050106624284099885
Position 39780: 0.047888459728253216
Position 4883: 0.04231888142491604
Position 701: 0.04229250885849247
Position 11022: 0.039622956486408865
Position 34574: 0.03874749489841124
Position 26909: 0.03720340414240315
Position 29069: 0.0370043328230232
Position 55245: 0.03661693830403525
Position 45535: 0.03603211373008266
Position 28424: 0.03560388175116595
Position 206: 0.03476252676697673
Position 45402: 0.0339817533283366
Position 28483: 0.026500755784451352
Position 51668: 0.026218208353547056
Position 5018: 0.02558650175956575
Position 56320: 0.025456586260425764
Position 31427: 0.025241215673205607
Position 53408: 0.023836997903426367
Position 5004: 0.02334493118819686
Position 55545: 0.02259272317752554
Position 56296: 0.022243219665173505
Position 24408: 0.021946637814258547
Position 50993: 0.02173243990581913
Position 52422: 0.02172832729348015
Position 38917: 0.021598092673209893
Position 55566: 0.021189644552651158
Position 68034: 0.02085955798077889
Position 4203: 0.02072316329225553
Position 923: 0.019188940923250065
Position 11300: 0.01899078650469891
Position 46287: 0.017488618549804356
Position 20544: 0.016449783602832557
Position 49795: 0.015468557230046327
Position 28070: 0.015399949410368518
Position 50811: 0.014672957236932327
Position 10533: 0.013879266249219044
Position 34073: 0.013772119434974655
Position 29008: 0.012257560907350525
Position 22986: 0.011880221191616646
