Gene = APOA2
index = 90
Annotated 5SS: [ 34 279 711]
Annotated 3SS: [ 202  577 1105]
SMsplice 5SS: [127 279 487 711]
SMsplice 3SS: [ 202  361  577 1105]
top_k =  1000
Partition function (log Z): -1.2982116195279048

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.9653195365577886
Position 279: 0.9552491993589339
Position 487: 0.7682253270431493
Position 127: 0.6532037531103242
Position 34: 0.25893627505124706
Position 471: 0.06302604451542655
Position 475: 0.04664007327172559
Position 110: 0.021379205459941323
Position 283: 0.005106397324856077
Position 56: 0.0032828491698355918
Position 679: 0.0014372695605523978
Position 87: 0.0009248378478182008
Position 362: 0.000623380832814922
Position 1016: 0.0004001328911206643
Position 947: 0.0003130317817865513
Position 1170: 0.00014608729042588716
Position 534: 0.00011589759418054096
Position 730: 8.790095921756628e-05
Position 285: 6.793923151324865e-05
Position 536: 5.8687414786983625e-05
Position 54: 5.750487603899259e-05
Position 776: 5.6641057282872065e-05
Position 1106: 4.352617437884701e-05
Position 322: 3.990172149701016e-05
Position 540: 3.8007773678465325e-05
Position 538: 3.740480681580594e-05
Position 542: 3.3633793196876035e-05
Position 544: 2.7373286425725464e-05
Position 546: 2.118910068481176e-05
Position 316: 1.853207038187894e-05
Position 248: 1.6453036214153587e-05
Position 548: 1.5574999994577985e-05
Position 554: 1.5223336779238735e-05
Position 550: 1.3889501792347422e-05
Position 552: 1.3685271480675937e-05
Position 801: 1.3682314955537205e-05
Position 556: 1.3424864975125255e-05
Position 715: 1.005575369889115e-05
Position 558: 1.0045499588364624e-05
Position 924: 8.654396540986832e-06
Position 560: 7.3170834886522925e-06
Position 1068: 5.983529481365785e-06
Position 562: 4.822737018866761e-06
Position 1002: 4.2352295461308835e-06
Position 564: 3.5908202240033065e-06
Position 566: 2.538388753832326e-06
Position 325: 2.144242412361417e-06
Position 1020: 7.526500010176572e-07
Position 915: 6.903727058883336e-07
Position 633: 6.5021796568781e-07
Position 218: 3.3059495801296414e-07
Position 90: 2.874556656975493e-07
Position 570: 9.960032940976124e-08
Position 170: 7.352022277753422e-08
Position 568: 3.366204878492975e-08
Position 172: 1.4640176377056257e-08
Position 346: 2.4828862898714606e-10
Position 842: 1.399516751525583e-10
Position 586: 5.994437624104234e-11
Position 646: 3.975050714627021e-11
Position 515: 1.4384971782063962e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 202: 0.9003677218793926
Position 361: 0.8855046346057404
Position 577: 0.8601180123893415
Position 1105: 0.7046104807010585
Position 597: 0.09890643394502195
Position 969: 0.07608943761779371
Position 1253: 0.06075425191457432
Position 859: 0.020066337702656173
Position 877: 0.017990960812864474
Position 915: 0.017879460143405003
Position 1121: 0.014745784118913707
Position 1154: 0.013505735269209944
Position 941: 0.011695515994370038
Position 642: 0.007393344621599865
Position 834: 0.006824288686546746
Position 170: 0.005047971822160119
Position 1151: 0.005012920475114917
Position 1048: 0.004420647188197543
Position 633: 0.004058288120932956
Position 1127: 0.0033798295304789065
Position 811: 0.003182974891950398
Position 580: 0.0026379289247189016
Position 881: 0.0025786605040718567
Position 1208: 0.0020302918219606775
Position 1059: 0.001982117188278734
Position 593: 0.0019505823239050243
Position 946: 0.0019080369876532082
Position 1076: 0.0013232055232423679
Position 993: 0.0012192147309317183
Position 376: 0.0009107781131639514
Position 232: 0.0008229114711991894
Position 408: 0.0007217030728952479
Position 1066: 0.0006830003462404006
Position 270: 0.0005219847061761002
Position 1133: 0.000437435038926606
Position 603: 0.0003318464371053084
Position 1264: 0.00029551726893859445
Position 620: 0.00028919850124175503
Position 1183: 0.00028681333497857636
Position 331: 0.0002838828946204034
Position 524: 0.0002652081444632888
Position 1286: 0.00025170070220306245
Position 816: 0.00022458580007548573
Position 922: 0.00021774742288883776
Position 1130: 0.00020621319253010247
Position 798: 0.00015589740606963693
Position 1220: 0.0001454988844099048
Position 242: 0.00010980637034845198
Position 1280: 9.935828018126489e-05
Position 1020: 8.283927548679188e-05
Position 821: 8.00657168684033e-05
Position 413: 6.207468877737497e-05
Position 390: 4.947237165252792e-05
Position 126: 4.056375297736118e-05
Position 1232: 3.4883240434033365e-05
Position 386: 2.9379953235141088e-05
Position 663: 2.7544334337545943e-05
