Gene = REPIN1
index = 1129
Annotated 5SS: [ 152 1079 2095]
Annotated 3SS: [ 880 1969 2437]
SMsplice 5SS: [152]
SMsplice 3SS: [3578]
top_k =  1000
Partition function (log Z): -7.523133925198573

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.8440117919001408
Position 2095: 0.3401222073138771
Position 881: 0.21538993621010047
Position 1013: 0.11893137368529924
Position 224: 0.10935800961755199
Position 4160: 0.07441757096064198
Position 2580: 0.07099021617096861
Position 774: 0.04119157741518844
Position 4986: 0.04072269970181919
Position 738: 0.025443887692624623
Position 1079: 0.02021152018017634
Position 810: 0.00932986814820018
Position 244: 0.008091265130661255
Position 4532: 0.006961796014052435
Position 3490: 0.005301687628679178
Position 908: 0.00285839533117913
Position 413: 0.0026900405514084093
Position 3672: 0.0026196838528182
Position 2597: 0.002258014054399907
Position 3756: 0.0015155681202286345
Position 1412: 0.001417116213217203
Position 323: 0.0010579553002452345
Position 2767: 0.001021933060213552
Position 3255: 0.0010153714807309248
Position 3043: 0.0010131356913947445
Position 3339: 0.0009953389873952965
Position 2397: 0.0009681708472767853
Position 2069: 0.0008312122085726698
Position 665: 0.0006382649355496647
Position 1746: 0.0006152188189927172
Position 686: 0.0005673470036625402
Position 3706: 0.0005500032585316975
Position 1593: 0.00047130621312568925
Position 3408: 0.0004688052251660669
Position 248: 0.0003761876700480075
Position 2949: 0.0002748535199552264
Position 1924: 0.00026735777964525766
Position 684: 0.00020566651460482551
Position 230: 0.0001832704847606806
Position 1282: 0.00015741596827920375
Position 1538: 0.0001533426444280467
Position 240: 0.0001364230709662351
Position 400: 0.00011329078016141082
Position 14: 8.82752127983203e-05
Position 2162: 6.580521689434703e-05
Position 2371: 5.4573579320294306e-05
Position 1243: 5.381136960302597e-05
Position 282: 4.450732328925792e-05
Position 1511: 2.9618192651650844e-05
Position 1125: 2.4650728431032272e-05
Position 758: 2.2540290860347815e-05
Position 365: 1.1684352316575743e-05
Position 367: 1.0927149953924073e-05
Position 644: 9.482964913122949e-06
Position 527: 9.329738506126952e-06
Position 696: 7.4501563883616585e-06
Position 228: 7.161156203901808e-06
Position 379: 6.420282351778123e-06
Position 469: 5.109170545500292e-06
Position 83: 5.02754395481408e-06
Position 415: 4.097891117722903e-06
Position 218: 3.4994012814108455e-06
Position 472: 3.4837610661930117e-06
Position 2115: 3.439262571685729e-06
Position 475: 3.4042353241593356e-06
