Gene = MAD2L2
index = 813
Annotated 5SS: [  238  9913 10612 11089 11298 14108 14803 15605 15993 16569]
Annotated 3SS: [ 9633 10211 11036 11178 14035 14701 15509 15918 16475 16833]
SMsplice 5SS: [  238 11089 11298 14108 14597 14803 15605 15993 16569]
SMsplice 3SS: [11036 11178 14035 14454 14701 15509 15918 16475 16833]
top_k =  1000
Partition function (log Z): 12.61439751357791

Sorted 5' Splice Sites (High to Low Probability):
Position 15605: 0.9915977417925411
Position 11298: 0.9791956588017876
Position 15993: 0.9755799295193819
Position 16569: 0.9728712824597534
Position 238: 0.9008721687709283
Position 14108: 0.8620675447951599
Position 14803: 0.8336348373260127
Position 14597: 0.7180535975845884
Position 11089: 0.6578895899483417
Position 14842: 0.15301385862425573
Position 2769: 0.12030804733985435
Position 10551: 0.10537681095518081
Position 2742: 0.09901679965629988
Position 10331: 0.08666999086431135
Position 15121: 0.08166483189052803
Position 242: 0.05638778364234821
Position 8707: 0.05175967733045559
Position 9913: 0.04777484513747742
Position 658: 0.03544603146449246
Position 4927: 0.029103910181598493
Position 6328: 0.02645144189856289
Position 1766: 0.02604781483083602
Position 10612: 0.02447483764543143
Position 15126: 0.017131899971913642
Position 8004: 0.012973118129821845
Position 11891: 0.012832760471122246
Position 5584: 0.011082648455020848
Position 16381: 0.010270118200582478
Position 14950: 0.008231679030430511
Position 15984: 0.008190239285950557
Position 11973: 0.007061938622437981
Position 12926: 0.006094265651912777
Position 15657: 0.004153842903543876
Position 16177: 0.003677052445393025
Position 1411: 0.003546692733777217
Position 16259: 0.00271787930975131
Position 11787: 0.0024588396799782187
Position 14894: 0.0024221037837838686
Position 16007: 0.002420914890159959
Position 3976: 0.0024100518736445966
Position 5221: 0.002382023161305897
Position 6150: 0.002262475627868923
Position 9768: 0.002196971739348669
Position 11327: 0.0021554992426302965
Position 1761: 0.002135389627045651
Position 5292: 0.001960041539176161
Position 16013: 0.0018745701276536848
Position 1010: 0.0018119968057891261
Position 588: 0.001799302431844135
Position 15005: 0.0017759449633157518
Position 1213: 0.001731139468999068
Position 1646: 0.0017199175925032694
Position 16619: 0.00147516935859739
Position 5824: 0.0013877781763041133
Position 16036: 0.0013523996282804528
Position 16122: 0.0013463832181698585
Position 16164: 0.0012858742337657388
Position 16749: 0.0012605211226714588
Position 2815: 0.0011743629477489832
Position 6172: 0.0010921950313829967
Position 7317: 0.0010416988538020425
Position 8344: 0.000885273443241413
Position 1703: 0.0008617504406922158
Position 15435: 0.0007442849405088808
Position 14967: 0.0007220674969743846
Position 15607: 0.0006511357092636699
Position 535: 0.0006130423976404687
Position 5175: 0.0005985629497972671
Position 911: 0.0005585879968296335
Position 1235: 0.0005380437495338858
Position 1352: 0.0005364773259912643
Position 14601: 0.0005288639669230022
Position 915: 0.00048257696062800035
Position 15823: 0.0004646549956744209
Position 3392: 0.00043412213014449056
Position 2617: 0.0004104944516063791
Position 15661: 0.00038929747953172405
Position 1726: 0.00037168914181959255
Position 16283: 0.0003582811118730016
Position 14114: 0.00035104819844837434
Position 408: 0.00033156891564789905
Position 1515: 0.00027316173861357314
Position 1745: 0.0002544705441112893
Position 582: 0.00025286808691874884
Position 15573: 0.00023540876893499892
Position 16629: 0.00023076227161861567
Position 16340: 0.00021692222853719615
Position 14308: 0.00018923032235595283
Position 1067: 0.00015060492017030384
Position 12048: 0.00014490416169214213
Position 14331: 0.0001414894725451343
Position 569: 0.00013324050582214938
Position 16909: 0.00011984867047131999
Position 12437: 0.00011930530575043668
Position 17020: 0.00011576253502727515
Position 202: 0.00011199678738298786
Position 15846: 9.707935632558424e-05
Position 412: 8.845834627574705e-05
Position 15317: 8.613943602537464e-05
Position 11323: 8.533622677834716e-05
Position 15675: 8.500794800494509e-05
Position 15092: 8.364007717127338e-05
Position 11743: 7.299525711928547e-05
Position 1540: 7.16109571990997e-05
Position 14531: 6.880740410064054e-05
Position 12416: 6.532614379836616e-05
Position 15100: 5.8162025614191774e-05
Position 107: 5.42818689919282e-05
Position 15096: 5.415202969396016e-05
Position 16223: 5.3843881762308534e-05
Position 3059: 5.289272752166813e-05
Position 4162: 4.997052760257837e-05
Position 5956: 4.967535041776109e-05
Position 16096: 4.917321042150419e-05
Position 16395: 4.7464664739167606e-05
Position 2969: 4.608751012962185e-05
Position 11579: 4.5730694322137265e-05
Position 544: 4.427487047160053e-05
Position 273: 4.355843533767659e-05
Position 2726: 3.9708207891350226e-05
Position 14301: 3.958349866006976e-05
Position 14996: 3.923020227301043e-05
Position 15647: 3.603038205919814e-05
Position 15055: 3.2274747707084605e-05
Position 4021: 2.9833691563829403e-05
Position 875: 2.911472885101832e-05
Position 362: 2.7413288478426737e-05
Position 16296: 2.7054204794895478e-05
Position 1518: 2.6397849996423834e-05
Position 840: 2.4644800929819977e-05
Position 15609: 2.3958108641974543e-05
Position 15220: 2.2429189576273077e-05
Position 1300: 2.0743497815274993e-05
Position 14726: 2.0434487926989554e-05
Position 13365: 1.9557804610157123e-05
Position 3660: 1.8726917677503716e-05
Position 15571: 1.7955388179481075e-05
Position 5372: 1.6479978837433863e-05
Position 16364: 1.6019414313858724e-05
Position 5334: 1.3603704429461028e-05
Position 1487: 1.3342580965595939e-05
Position 882: 1.285000632825611e-05
Position 2180: 1.2536953097564865e-05
Position 3744: 1.237261198849412e-05
Position 15213: 1.2065598586043868e-05
Position 16270: 1.181359120892606e-05
Position 10429: 1.1315594863079552e-05
Position 16332: 1.1141077146206487e-05
Position 16244: 9.609111348344193e-06
Position 3850: 9.22979450166329e-06
Position 1467: 9.052012820781635e-06
Position 2828: 8.520094988504563e-06
Position 2746: 8.460053325200738e-06
Position 12749: 7.948705835179191e-06
Position 2712: 7.66040847952074e-06
Position 1510: 7.338066770408389e-06
Position 17053: 6.8708813502575675e-06
Position 2665: 6.132761168673286e-06
Position 1419: 5.294969513936155e-06
Position 2271: 4.738858121383355e-06
Position 10546: 4.618106136365444e-06
Position 1576: 4.5356619968284205e-06
Position 1886: 3.665767163268485e-06
Position 11456: 3.589086320739499e-06
Position 16553: 2.7051397664176895e-06
Position 15721: 2.0199203284272125e-06
Position 15884: 1.905281744623952e-06
Position 16316: 1.8908210580900277e-06
Position 5226: 1.454091307443897e-06
Position 4993: 8.235096640886203e-07
Position 5542: 7.835380111677663e-07
Position 5072: 6.463686145491434e-07
Position 355: 1.2370535779523496e-07
Position 606: 1.2293757753855767e-07
Position 522: 7.38375578800031e-08
Position 643: 7.326774156635581e-08
Position 15: 5.543987196823185e-08
Position 842: 5.4108412565606796e-08
Position 597: 3.310016056901651e-08
Position 296: 3.2006771145917525e-08
Position 969: 3.1546173782309885e-08
Position 1100: 2.561275202684854e-08
Position 1259: 2.0098894594976648e-08
Position 557: 1.6883349756741457e-08
Position 860: 5.106295688796042e-09
Position 16825: 2.3103247204559584e-09
Position 16578: 3.2979762216821185e-10
Position 299: 2.3912184385074415e-10
Position 16743: 1.4035155526926622e-10
Position 459: 6.562532008456995e-11
Position 16770: 4.534881177547264e-11
Position 16966: 2.681895425011773e-12
Position 16679: 1.2821965350098734e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 16475: 0.9990203444567036
Position 14701: 0.9879362539239014
Position 15918: 0.9825208910776735
Position 15509: 0.9480757121378671
Position 11178: 0.9025636368619656
Position 14035: 0.8615827229474663
Position 11036: 0.7183887943924703
Position 14454: 0.6749646996457472
Position 16833: 0.5735164046976888
Position 2654: 0.2199950581585848
Position 10211: 0.21070563525597058
Position 16783: 0.17282681312426698
Position 16780: 0.16438368949014165
Position 15050: 0.06475845293027464
Position 8532: 0.03783565797040665
Position 16839: 0.035166716326995875
Position 9660: 0.02922473030478089
Position 15514: 0.0234570448717289
Position 14508: 0.022336249374009253
Position 14874: 0.021828968886201963
Position 4846: 0.018716138651767307
Position 15540: 0.01850399472392349
Position 10947: 0.018373652965100944
Position 1623: 0.017106651501438107
Position 14899: 0.01594449830761293
Position 6232: 0.013796204678985473
Position 14466: 0.012159122213359347
Position 4813: 0.011537408893441325
Position 5474: 0.010753482668061485
Position 11732: 0.010729459902771231
Position 1674: 0.010346093817082016
Position 11701: 0.01021720891220489
Position 9633: 0.010200548437061622
Position 6074: 0.00974487736794642
Position 9750: 0.006651574425824226
Position 16761: 0.0065816783583435515
