Gene = ERRFI1
index = 509
Annotated 5SS: [  151 10814 11001]
Annotated 3SS: [10615 10923 11911]
SMsplice 5SS: [  151 10814 11001]
SMsplice 3SS: [10615 10923 11911]
top_k =  1000
Partition function (log Z): -9.833817330790692

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9353717014784122
Position 10814: 0.7485170100328455
Position 11001: 0.35342943736043625
Position 11027: 0.22165141412913708
Position 10801: 0.18278806550174267
Position 12043: 0.15028628709099212
Position 9558: 0.0976412319004708
Position 6174: 0.08707839712477233
Position 12076: 0.07986674422956534
Position 805: 0.06451104126771011
Position 3916: 0.06262423254653869
Position 4970: 0.0535173537390946
Position 562: 0.04143111154167773
Position 9577: 0.03780600726380076
Position 1248: 0.03033606140676743
Position 3352: 0.0273994042373171
Position 11059: 0.025035855898468313
Position 2523: 0.019280742476034826
Position 3879: 0.015622218730267139
Position 4525: 0.015389096288778577
Position 3090: 0.014437323160507115
Position 1966: 0.013944995538175091
Position 10310: 0.012741617554898017
Position 12453: 0.011313647610230642
Position 13001: 0.009254053611176464
Position 1203: 0.004831999351963541
Position 13911: 0.003886824544923977
Position 2489: 0.00291949540283987
Position 14333: 0.0028619116374208734
Position 969: 0.002448175356373911
Position 12215: 0.0022010361307781157
Position 3859: 0.0021017434333483703
Position 5723: 0.0020179573712198963
Position 11576: 0.001359828018860095
Position 899: 0.0010534362277612296
Position 12780: 0.0009580660448834032
Position 1767: 0.0008736720716082332
Position 11328: 0.0008648818491667838
Position 2258: 0.0008583576560517936
Position 1121: 0.0006649249965847252
Position 3871: 0.0005073702172058842
Position 3703: 0.00035158916480660713
Position 12040: 0.00034679133051664877
Position 11: 0.00029864664013359903
Position 765: 0.0002715626109122523
Position 4015: 0.00014966311708776905
Position 748: 0.00013750807994580787
Position 4152: 0.00012905521254040413
Position 539: 0.00011469336855317692
Position 4993: 0.00010329921916889709
Position 11586: 0.00010129152082782469
Position 11529: 9.328603651117535e-05
Position 4798: 7.921447164417808e-05
Position 11581: 7.523177555451049e-05
Position 356: 5.5649161436011174e-05
Position 176: 3.2493464335407434e-05
Position 744: 2.3842219352115586e-05
Position 65: 2.150363417750975e-05
Position 1186: 9.40374785732847e-06
Position 6: 7.80221255801392e-06
Position 591: 5.131518048966169e-06
Position 12067: 4.421418192210745e-06
Position 873: 3.5512239568227354e-06
Position 1308: 3.210028717270598e-06
Position 448: 2.4730180129169813e-06
Position 686: 2.385954104462277e-06
Position 754: 1.446648749118161e-06
Position 284: 1.1351395318351216e-06
Position 692: 1.123236807266702e-06
Position 716: 1.0253927898657053e-06
Position 741: 8.896579996338833e-07
Position 651: 8.73259822854876e-07
Position 329: 8.566085257879111e-07
Position 300: 8.228687545573391e-07
Position 412: 5.713770855175175e-07
Position 2155: 3.0375482579576377e-07
Position 2249: 2.7357012241430356e-07
Position 967: 2.3594208344610136e-07
Position 631: 2.1326459833930342e-07
Position 2094: 2.1224120472712016e-07
Position 662: 1.92210970693988e-07
Position 1030: 1.6297372671183566e-07
Position 568: 1.519605736283891e-07
Position 983: 1.2401052950416412e-07
Position 1253: 1.0017874561901464e-07
Position 973: 9.966070169909717e-08
Position 23: 6.46659225810016e-08
Position 945: 5.5676477312991054e-08
Position 1463: 5.4399093910956025e-08
Position 820: 4.268064708988435e-08
Position 1710: 2.5527257157323327e-08
Position 1023: 2.3331288199990565e-08
Position 998: 1.8345691960931534e-08
Position 445: 1.5313477027881876e-08
Position 1323: 1.3779546428860179e-08
Position 936: 1.0795130282332974e-08
Position 1673: 8.968764809969085e-09
Position 1319: 7.799146660956436e-09
Position 1752: 6.455396851047527e-09
Position 503: 3.5651315922393573e-09
Position 451: 2.3603495929751007e-09
Position 2872: 2.0012983265356765e-09
Position 266: 1.8480122796620621e-09
Position 684: 1.607399508830831e-09
Position 675: 1.5953093399451839e-09
Position 1895: 1.3385772418110926e-09
Position 2338: 6.281220073575992e-10
Position 358: 5.788035121906695e-10
Position 3328: 5.432934061999331e-10
Position 670: 3.961750677934079e-10
Position 1176: 1.817536382672247e-10
Position 2444: 8.535547155699749e-11
Position 701: 5.124887394526633e-12
Position 200: 3.738018751926164e-12
Position 1172: 8.829865881117932e-13
Position 611: 1.1869059157090534e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10615: 0.8133094117610287
Position 10923: 0.6482840271318829
Position 11911: 0.44141546760355316
Position 9428: 0.13709031998062227
Position 14048: 0.10858802707619924
Position 12370: 0.0832024842648338
Position 12944: 0.07056283060492437
Position 11956: 0.06598108724605495
Position 13629: 0.06531027677359273
Position 11862: 0.06447200424883666
Position 10660: 0.057054456942549236
Position 10644: 0.056897320694111894
Position 3770: 0.043235486605361945
Position 3840: 0.037403625801164006
Position 12302: 0.03529258701476758
Position 5798: 0.03257969586504732
Position 13098: 0.03245003652070953
