Gene = SWI5
index = 1362
Annotated 5SS: [ 257  610 8486 9888]
Annotated 3SS: [  440  8363  9792 12505]
SMsplice 5SS: [ 257  610 8486 9888]
SMsplice 3SS: [  440  8363  9792 12505]
top_k =  1000
Partition function (log Z): -4.091002580414055

Sorted 5' Splice Sites (High to Low Probability):
Position 9888: 0.9485943290321465
Position 8486: 0.9404005731714895
Position 257: 0.9119679891349813
Position 610: 0.8832110189385988
Position 1112: 0.18695140100377775
Position 3279: 0.16121818132202684
Position 10621: 0.0998797280302458
Position 3218: 0.08661185129854305
Position 3288: 0.07513631933833319
Position 11950: 0.07207554709711914
Position 10769: 0.06514734572466249
Position 751: 0.06310888881622312
Position 10369: 0.056253770422924676
Position 105: 0.046432745713733854
Position 3057: 0.044429154547014224
Position 9548: 0.044160726571011936
Position 2536: 0.041833360744880754
Position 5653: 0.040862950135766664
Position 9633: 0.04058827712519965
Position 9218: 0.03726641250702021
Position 2545: 0.030888808234279173
Position 3681: 0.030612805223208823
Position 3750: 0.030260828322534752
Position 11973: 0.0217415242348532
Position 2192: 0.02126163158305633
Position 10111: 0.018499913942522317
Position 5580: 0.01553180400874346
Position 1541: 0.01515574199188168
Position 11249: 0.014296100100308797
Position 9694: 0.0132771741145019
Position 522: 0.011907803919723375
Position 5360: 0.011240800832563966
Position 12230: 0.011083718615620844
Position 8478: 0.010546634088502082
Position 3494: 0.006896894419065586
Position 10504: 0.005950183535088656
Position 1119: 0.004885438378630078
Position 144: 0.0046494933438165735
Position 9015: 0.004507885388760689
Position 175: 0.0028628581592370027
Position 9602: 0.002681249408851708
Position 8474: 0.0024001156058838843
Position 12307: 0.001897714966255102
Position 9462: 0.0018542023355614227
Position 10068: 0.0016980297930950872
Position 10677: 0.001625626964722128
Position 10679: 0.0016028610102527215
Position 1193: 0.0013899108247572224
Position 1719: 0.0013738261043517305
Position 10652: 0.001169744633222896
Position 526: 0.0011022864968417607
Position 123: 0.0009943964323736016
Position 12518: 0.0008403531458472132
Position 9359: 0.0007812113206066487
Position 10433: 0.0007750113808257001
Position 499: 0.0007684918163741991
Position 10787: 0.0007149577169576971
Position 2210: 0.0005764872342046527
Position 12251: 0.000532841161767337
Position 2770: 0.0005188940313861594
Position 1751: 0.000498324950419637
Position 11831: 0.0004850200274973762
Position 659: 0.00048377527955053803
Position 10334: 0.00048292213950778585
Position 2944: 0.000432643861934806
Position 399: 0.00041889944551214874
Position 1350: 0.00038489881741036986
Position 162: 0.00036304194450771557
Position 10245: 0.00035192568422539846
Position 1611: 0.000318109041889637
Position 1642: 0.0002961869657307563
Position 1130: 0.00022093952033673674
Position 1723: 0.00019139714962073878
Position 280: 0.00018656338857042846
Position 614: 0.0001756530056530532
Position 3135: 0.00011653610371679134
Position 11967: 0.00010617209635044471
Position 11158: 8.504737084506154e-05
Position 11086: 6.89221862282912e-05
Position 12537: 5.699351531786464e-05
Position 8513: 2.9815502375589518e-05
Position 424: 1.8007437094114123e-05
Position 1338: 1.4981004064828068e-05
Position 422: 1.4818316396171604e-05
Position 584: 1.3625752343265917e-05
Position 355: 7.4620911941763685e-06
Position 805: 5.647407728143131e-06
Position 964: 2.937615451366678e-06
Position 131: 2.5173176447186576e-06
Position 61: 2.015749759972105e-06
Position 373: 2.0017114589982665e-06
Position 1727: 1.887509673625302e-06
Position 3100: 1.4673231259300011e-06
Position 1422: 1.4673189651239753e-06
Position 807: 1.0952087111208024e-06
Position 1442: 1.0044236893022734e-06
Position 26: 8.847115148756868e-07
Position 450: 4.795177832060636e-07
Position 852: 4.096461006187523e-07
Position 1014: 2.663188167361331e-07
Position 815: 2.1210737310805839e-07
Position 820: 1.7758045879389857e-07
Position 982: 1.592786664951246e-07
Position 884: 1.2070699862904935e-07
Position 150: 7.479102358732266e-08
Position 31: 5.0681939530434055e-08
Position 10: 2.67644551714552e-08
Position 793: 2.1333989657319174e-08
Position 732: 2.6701188185717676e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9792: 0.9346076583414119
Position 8363: 0.9341359090128349
