Gene = ZBTB8OS
index = 1592
Annotated 5SS: [  152 15817 16634 16940 18758 23077]
Annotated 3SS: [15791 16511 16856 18704 23039 28635]
SMsplice 5SS: [  152 15817 16634 16940]
SMsplice 3SS: [15791 16473 16856 28635]
top_k =  1000
Partition function (log Z): -10.251306717848781

Sorted 5' Splice Sites (High to Low Probability):
Position 16634: 0.9413716624357943
Position 16940: 0.8103715956960823
Position 152: 0.5813947412781033
Position 18758: 0.5324417731279357
Position 15817: 0.3397468912671536
Position 15883: 0.3020795421275536
Position 844: 0.286299033319903
Position 18377: 0.24091698613458198
Position 15852: 0.23575794545646214
Position 3342: 0.19585056171844145
Position 123: 0.155145696984015
Position 19482: 0.11776953998926636
Position 17799: 0.09433462552491335
Position 144: 0.08165025885804872
Position 156: 0.07756676989688707
Position 183: 0.07223745033845028
Position 23077: 0.0505640369050633
Position 18345: 0.05016110504955396
Position 17323: 0.047899301382257134
Position 27669: 0.03570284095443925
Position 14838: 0.03446907982294649
Position 14831: 0.03347356567051721
Position 1128: 0.026499130286948232
Position 483: 0.02619205588098893
Position 15856: 0.025800986419442007
Position 16159: 0.025163113851488245
Position 3081: 0.016283494508109998
Position 23452: 0.014509173596817504
Position 18550: 0.01446405747825954
Position 8341: 0.014389444295691762
Position 21758: 0.013374072527767192
Position 690: 0.008886165215869981
Position 21900: 0.008667352536666275
Position 26855: 0.00814568273166671
Position 3491: 0.006538747911973765
Position 3231: 0.0062975743731592485
Position 1466: 0.006214898570174612
Position 2654: 0.006150076826526098
Position 3225: 0.005432801883116743
Position 4527: 0.004773147113517478
Position 5347: 0.004559330115193735
Position 4164: 0.004296959480750156
Position 17909: 0.0036198018014144124
Position 160: 0.003503320575628457
Position 21434: 0.0027702843450564175
Position 16950: 0.002445072694630787
Position 18331: 0.002069099179115305
Position 8931: 0.0017436920193527104
Position 503: 0.001224878528345546
Position 18507: 0.0010994491516637351
Position 3031: 0.001021457006357626
Position 250: 0.0009023796817354639
Position 18463: 0.0008933105605997116
Position 19167: 0.0006099951508730318
Position 2986: 0.0004929490175239836
Position 17325: 0.0004326703035106564
Position 293: 0.00042229126847902323
Position 2435: 0.00040282422122158725
Position 838: 0.00028681862982510737
Position 917: 0.00023806084328167085
Position 1418: 0.00023345687008958583
Position 2991: 0.00023207391027217706
Position 1386: 0.00017175789615492742
Position 22808: 0.0001516987432316928
Position 150: 0.000136222346216642
Position 3011: 0.00010671440926070017
Position 76: 8.933083486224985e-05
Position 2679: 7.218637568478771e-05
Position 32: 6.958307429868418e-05
Position 697: 5.771556805936879e-05
