Gene = CPTP
index = 406
Annotated 5SS: [ 336 2266]
Annotated 3SS: [2068 2473]
SMsplice 5SS: [336]
SMsplice 3SS: [2473]
top_k =  1000
Partition function (log Z): -6.021294952926805

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.8040412522057724
Position 2266: 0.45891873710320863
Position 1197: 0.22313663156851696
Position 2673: 0.20666279640078106
Position 3060: 0.1779266234189285
Position 221: 0.09641926941399467
Position 111: 0.08141252544623163
Position 3471: 0.06059721842470364
Position 829: 0.05919707433079393
Position 3269: 0.050515966619677145
Position 2186: 0.0405417902579704
Position 1926: 0.027981719650187906
Position 3748: 0.025765225496352424
Position 1726: 0.022743009741795817
Position 62: 0.016016283317209924
Position 2293: 0.015899082531805532
Position 3120: 0.015445636107065026
Position 3162: 0.013730701053186172
Position 2859: 0.011792697491070285
Position 3752: 0.009538205416602873
Position 1686: 0.008359294226650063
Position 3196: 0.007011297796204795
Position 2598: 0.006688014483044471
Position 1844: 0.005162517198234229
Position 2222: 0.0047865507396829465
Position 682: 0.004688557300812522
Position 3246: 0.004587421107999565
Position 3133: 0.004329442698471716
Position 2163: 0.004113696095719869
Position 2383: 0.0032416348283270478
Position 516: 0.0032008780260338755
Position 2261: 0.0026685061215155795
Position 1183: 0.0023694241859095
Position 2474: 0.0017731704181860003
Position 3274: 0.001768603734458932
Position 2381: 0.001617077339544863
Position 1930: 0.001521290828161046
Position 3379: 0.0015037089995745439
Position 1862: 0.0013423314538155424
Position 1812: 0.0012501385618144422
Position 1898: 0.0011650850274483211
Position 1505: 0.001130769849058888
Position 2625: 0.0010678205421434475
Position 364: 0.0008693504740823124
Position 3326: 0.0006365630297082988
Position 1939: 0.0004146141724642608
Position 311: 0.00034788261394255135
Position 2880: 0.0002719037982008723
Position 1391: 0.0002679780213761236
Position 295: 0.0002080820351586322
Position 2022: 0.000137990303377374
Position 2520: 0.00012450688444313063
Position 1161: 0.000123063817909061
Position 2949: 0.00010591925631070262
Position 23: 9.812831724852403e-05
Position 2657: 8.567688031445338e-05
Position 2811: 6.862916951152596e-05
Position 119: 5.48330714687262e-05
Position 3296: 5.2488498206750936e-05
Position 2808: 3.622803701113286e-05
Position 2523: 3.3294156319505256e-05
Position 274: 2.9026151424833402e-05
Position 1000: 1.9904146183301623e-05
Position 1235: 1.696624222364893e-05
Position 369: 9.154931679805722e-06
Position 431: 7.51934032655527e-06
Position 2177: 5.031313211907281e-06
Position 2270: 3.927246645284585e-06
Position 2202: 3.861688034183444e-06
Position 345: 3.5691716323771157e-06
Position 306: 3.440430372740684e-06
Position 1809: 3.018532674447226e-06
Position 1443: 2.7735156378039305e-06
Position 1711: 2.56392188678363e-06
Position 977: 2.48201773348957e-06
Position 1155: 1.1152221914688732e-06
Position 1207: 5.745104053960541e-07
Position 857: 5.514143001327801e-07
Position 1299: 4.6741749366034974e-07
Position 525: 3.648329447906997e-07
Position 769: 3.515234342659117e-07
Position 1499: 3.5060160947619265e-07
Position 518: 2.3802398673297196e-07
Position 726: 2.1648643804815668e-07
Position 1274: 1.2917039439796838e-07
Position 1264: 1.2710667589744264e-07
Position 1053: 1.2685426475162415e-07
