Gene = GSAP
index = 625
Annotated 5SS: [   188  10372  11842  19055  19419  29041  33827  35096  39115  39553
  41343  42331  53818  55577  60846  61188  62829  63457  67050  86162
  87068  87795  90189  92754  95068  95676 102031 102913 104300 104560]
Annotated 3SS: [ 10294  11784  18984  19364  28951  33756  35045  39009  39492  41298
  42244  53739  55498  60752  60969  62758  63373  66995  86032  87008
  87762  90126  92657  94996  95580 101910 102850 104197 104459 104950]
SMsplice 5SS: [   188  10372  19055  19419  29041  29301  33827  39115  39553  41343
  42331  43536  55577  60846  61188  77385  86162  87068  88235  90189
  95676 104300]
SMsplice 3SS: [ 10294  18984  19291  28951  29146  33756  39009  39492  41244  42244
  43419  55498  60752  61094  77259  86032  87008  88090  90126  95580
 104197 104950]
top_k =  1000
Partition function (log Z): -15.943896319596517

Sorted 5' Splice Sites (High to Low Probability):
Position 19419: 0.9999999999999754
Position 55577: 0.9999799312016999
Position 188: 0.9914014562234671
Position 29041: 0.9610394569166671
Position 60846: 0.9522800687464454
Position 39553: 0.9435555741635637
Position 42331: 0.9014888277599674
Position 61188: 0.882564603444136
Position 39115: 0.8483569466426633
Position 19055: 0.8234459552180563
Position 29301: 0.8225259803993037
Position 10372: 0.78791837715075
Position 43536: 0.6374461007895345
Position 41343: 0.6299455752249324
Position 33827: 0.6243048117537695
Position 27960: 0.45930306339161303
Position 4556: 0.4250572060613778
Position 47908: 0.42182274516597923
Position 53818: 0.37115243390473374
Position 62829: 0.34586666339103767
Position 11842: 0.31848753767790194
Position 36554: 0.3094808642425369
Position 1510: 0.25729527181900924
Position 46340: 0.23781011656766998
Position 67050: 0.2243549308154966
Position 10398: 0.2042175287421442
Position 12608: 0.17329517905515304
Position 35480: 0.16517999968509356
Position 13931: 0.1483978638548223
Position 7272: 0.12932863720875193
Position 64156: 0.11845077050258587
Position 63457: 0.11482170246415757
Position 4534: 0.10996773695808111
Position 13422: 0.10179073036385375
Position 62252: 0.10169343341777828
Position 1156: 0.10077205282205064
Position 61165: 0.09978362282236265
Position 63672: 0.0986869881156151
Position 5031: 0.08271184447643662
Position 48264: 0.0749162751955229
Position 71560: 0.06842388327546357
Position 6025: 0.06774010493198647
Position 40116: 0.06766250557137257
Position 6085: 0.06732748097431636
Position 7491: 0.06454794736425747
Position 54849: 0.0643744339481352
Position 7181: 0.06284448201031617
Position 53139: 0.05159031101655906
Position 9772: 0.04442766945855957
Position 35096: 0.04433158633477801
Position 9318: 0.04394568520509497
Position 62629: 0.04338512080819325
Position 6000: 0.04278194439331508
Position 1870: 0.03969657330109031
Position 54288: 0.0361705008095465
Position 2970: 0.03415221254348098
Position 67680: 0.033684807935428086
Position 40144: 0.030810685177463035
Position 29045: 0.029992915602490178
Position 894: 0.027466505834981246
Position 6078: 0.027355035666768696
Position 11710: 0.027035733967682454
Position 67203: 0.023977353370627022
Position 41707: 0.022576301954488575
Position 44670: 0.020516274022786163
Position 69130: 0.02042001975828887
Position 1937: 0.018205072382417923
Position 4551: 0.018009072202766884
Position 5807: 0.01672560002127179
Position 3062: 0.015665529381682333
Position 54836: 0.015325295107172458
Position 66579: 0.01252934160065868
Position 46229: 0.012246948884946051
Position 42826: 0.011818046008213231
Position 11184: 0.01064912276571099
Position 34271: 0.009731508447557316
Position 12148: 0.009094890075106268
Position 64827: 0.00902577714280692
Position 65735: 0.008192639848286633
Position 3633: 0.005271839078142673
Position 7112: 0.005171300669698046
Position 12012: 0.004745172077346789
Position 35149: 0.0037774251751535276
Position 2965: 0.003773542088978723
Position 10474: 0.002849726890872253
Position 37187: 0.0026566037006155647
Position 37139: 0.002165434163105296
Position 29615: 0.002160525582900573
Position 64808: 0.002022277017233061
Position 35127: 0.0019204551245063637
Position 4538: 0.0016276020459808282
Position 30835: 0.001339553617932916
Position 63092: 0.001236235612235552
Position 743: 0.0012177726057025203
Position 13518: 0.0010822052102951302
Position 10787: 0.0010617736813058204
Position 12144: 0.0010002134147916013
Position 6435: 0.0009821876053292908
Position 3435: 0.0008070708710050331
Position 43420: 0.0007626119955155582
Position 1222: 0.0007609378406334843
Position 2348: 0.000760721279085948
Position 373: 0.00071291613779036
Position 3382: 0.0006030017825202205
Position 302: 0.0005878694747251642
Position 43540: 0.0005799054674136342
Position 10524: 0.000541585122936349
Position 5547: 0.00045116506175095397
Position 3291: 0.00041697839991588847
Position 214: 0.0003652172398899841
Position 153: 0.00030370863219803586
Position 1041: 0.000299445009351405
Position 13133: 0.0002550922171982996
Position 4828: 0.0002531415267219834
Position 2149: 0.00023927356283947804
Position 12603: 0.00021537529029701184
Position 1091: 0.0002088111467239542
Position 2561: 0.00014805421912271485
Position 64505: 0.0001299028264191417
Position 2663: 0.0001170483176263254
Position 39: 0.00011402050537666682
Position 1183: 0.00010770104352366834
Position 1139: 9.551108836804454e-05
Position 3343: 9.544146343019138e-05
Position 5519: 9.330081711075265e-05
Position 13543: 9.163158969143786e-05
Position 397: 9.02341049804518e-05
Position 1095: 8.328306248748384e-05
Position 13351: 7.945423335925891e-05
Position 29254: 7.552106350757889e-05
Position 13429: 7.54732764713707e-05
Position 262: 7.081739786517884e-05
Position 6173: 4.9476466309374176e-05
Position 64878: 4.479431456832106e-05
Position 1467: 4.230094455022162e-05
Position 29424: 3.700370814451786e-05
Position 4861: 3.519568300068062e-05
Position 62285: 3.276166328695681e-05
Position 1226: 3.1311800328186914e-05
Position 1677: 2.807707105416972e-05
Position 1045: 2.3311444051960378e-05
Position 657: 1.9938394645086248e-05
Position 29249: 1.618635053321785e-05
Position 1283: 1.5111035225137348e-05
Position 665: 1.1802198322027481e-05
Position 1059: 9.365965509350399e-06
Position 477: 5.38914548212766e-06
Position 1079: 5.0773261480497836e-06
Position 512: 4.161781388382155e-06
Position 552: 4.012266253466161e-06
Position 132: 3.994243645435948e-06
Position 1055: 3.881076407775049e-06
Position 1145: 3.2907134759930843e-06
Position 1736: 3.0532013999670236e-06
