Gene = SPDL1
index = 1307
Annotated 5SS: [  256  4942  7591  9915 10661 10859 11048 13068 14946 15526 17992]
Annotated 3SS: [ 4759  7413  9719 10510 10759 10936 12926 14841 15337 17645 20425]
SMsplice 5SS: [  256   533  4942  9915 10661 10859 11048 13068 14946 15526]
SMsplice 3SS: [  453  4759  9719 10510 10759 10936 12950 14841 15337 17235]
top_k =  1000
Partition function (log Z): 10.640138056812296

Sorted 5' Splice Sites (High to Low Probability):
Position 9915: 0.9776469387301411
Position 10859: 0.9749944864256845
Position 11048: 0.97243520874202
Position 13068: 0.9543967968586294
Position 14946: 0.9205630611428618
Position 10661: 0.8299059580737678
Position 533: 0.784452247403968
Position 256: 0.7581039839752267
Position 15526: 0.6704376263396384
Position 7591: 0.525255707713559
Position 4942: 0.5092094842513069
Position 4857: 0.39545780906271066
Position 956: 0.3004546984811588
Position 1610: 0.26818748107227736
Position 15921: 0.21721544977179774
Position 3739: 0.20661831110623655
Position 9564: 0.20193607045251222
Position 249: 0.13926260226000614
Position 1978: 0.13199323872919547
Position 9633: 0.10494161283888856
Position 12397: 0.1047382274231187
Position 17557: 0.10157226330428498
Position 5294: 0.09696996744311162
Position 7196: 0.09118422600959504
Position 14568: 0.08786559434896854
Position 938: 0.08315594714680748
Position 17992: 0.07572605866076962
Position 1111: 0.0687765600953466
Position 538: 0.06494854225688453
Position 15060: 0.06208734357649615
Position 9149: 0.05657029239184215
Position 10592: 0.05247440262921469
Position 14443: 0.051395035959675525
Position 281: 0.0487921738739723
Position 10191: 0.029833630213305356
Position 10268: 0.029219701395850294
Position 4916: 0.028628822981945894
Position 15875: 0.028064330599005063
Position 7570: 0.02764534408631929
Position 9418: 0.019836097822215355
Position 6875: 0.019338867662618435
Position 1069: 0.019335460963101257
Position 11658: 0.016143144178119597
Position 481: 0.013583277123378845
Position 4873: 0.011439801323619532
Position 12677: 0.011119117881820134
Position 864: 0.010688295093322829
Position 1961: 0.010518248201113673
Position 13269: 0.0101515445255039
Position 3560: 0.00898140020710714
Position 7928: 0.00832257175584851
Position 7191: 0.00829464446049973
Position 10833: 0.007042985393728129
Position 6017: 0.006971263760743391
Position 565: 0.006658185656355929
Position 9907: 0.006222368380708979
Position 11731: 0.006163146784167699
Position 11071: 0.005946639757856224
Position 12387: 0.005319483910831406
Position 10869: 0.0052401826059025455
Position 14564: 0.00422475540752661
Position 10675: 0.003317877558096435
Position 10790: 0.0031717918143425775
Position 8727: 0.003158629767250813
Position 274: 0.003106199803700594
Position 15990: 0.003010410617500541
Position 4862: 0.0029452015651406666
Position 17799: 0.0028709209736862114
Position 17497: 0.0027075974885735635
Position 14664: 0.002631061435955683
Position 13039: 0.002527055874582148
Position 4380: 0.002482554617925057
Position 17387: 0.002458922206788377
Position 14958: 0.0023647502770079666
Position 6879: 0.002288329050712742
Position 11104: 0.002182009641859316
Position 13862: 0.0021338876306273872
Position 20087: 0.001944036783465775
Position 19793: 0.0018360884002233452
Position 612: 0.0018337802396422476
Position 796: 0.001820121919505786
Position 1852: 0.0017465882069799977
Position 3283: 0.001569887649398131
Position 15361: 0.0013327775590459238
Position 14999: 0.0013174825559648159
Position 14611: 0.0011845769829759813
Position 15730: 0.000996560864547608
Position 11015: 0.0009954274235617487
Position 528: 0.0009585309094442392
Position 17077: 0.0008834673333748275
Position 25: 0.0008224098845100571
Position 17120: 0.0008143026711926551
Position 1235: 0.0007888051609267734
Position 12433: 0.0007835014310390279
Position 852: 0.0007760316962658418
Position 13590: 0.0006729944428320336
Position 2042: 0.0006689513948880242
Position 10990: 0.0006043001532383905
Position 16629: 0.0005987327884346105
Position 6563: 0.0005763927639079087
Position 13018: 0.0005711595605295301
Position 7043: 0.0005461644042307406
Position 2189: 0.0005195432710891932
Position 13849: 0.0005116562594432264
Position 2790: 0.0004421933322036654
Position 4322: 0.00042295994856381234
Position 3163: 0.0003829990051869282
Position 13582: 0.000348340292703119
Position 6583: 0.000346602456758775
Position 5809: 0.00033330189947279793
