Gene = CCSAP
index = 316
Annotated 5SS: [   30   843 16204]
Annotated 3SS: [  427 15934 17529]
SMsplice 5SS: [ 279  843 1236]
SMsplice 3SS: [  731  1037 19282]
top_k =  1000
Partition function (log Z): -10.292012764534427

Sorted 5' Splice Sites (High to Low Probability):
Position 843: 0.9276565739625415
Position 279: 0.794473587452554
Position 1236: 0.7123327852803576
Position 2699: 0.447416631352606
Position 6657: 0.3514078739218429
Position 4906: 0.34111258812927076
Position 2541: 0.2048809203094682
Position 30: 0.1980842419833021
Position 1612: 0.16045979306968242
Position 19406: 0.08740645883351754
Position 16204: 0.05215038270992944
Position 541: 0.051199899511170016
Position 700: 0.04382430561899515
Position 8271: 0.02931736519261869
Position 6320: 0.026174818042244266
Position 2342: 0.02182629453385038
Position 6504: 0.016517315362347827
Position 6293: 0.016305167107536316
Position 7748: 0.015566502304231013
Position 7728: 0.013319829374558344
Position 2333: 0.007495973634964042
Position 888: 0.006296470116241398
Position 1248: 0.005835392263756667
Position 3657: 0.004973068876888728
Position 3522: 0.004547056471833513
Position 494: 0.003844562231608184
Position 4526: 0.003345538157139299
Position 1676: 0.0029977609951504416
Position 4262: 0.0028364199394276474
Position 2375: 0.0027990459032896176
Position 5161: 0.0024611467319506863
Position 505: 0.0015192414769753593
Position 1632: 0.0012784720879812658
Position 3109: 0.00123410538589023
Position 6416: 0.001075878698019539
Position 4035: 0.0009275713466996178
Position 2371: 0.0009053176273906103
Position 1380: 0.00040131662100632197
Position 1566: 0.0003406394212197044
Position 246: 0.00020890242044855608
Position 5796: 0.00019764687402213762
Position 664: 0.0001785739912992497
Position 2008: 0.00014001079675725776
Position 424: 0.00011021973616499685
Position 265: 0.00010137984862459297
Position 1645: 9.420836859365934e-05
Position 1554: 9.005867995504494e-05
Position 356: 8.974024503328547e-05
Position 338: 8.908861280600623e-05
Position 1096: 5.896354117920616e-05
Position 1060: 4.392035329044023e-05
Position 412: 2.8793600855788996e-05
Position 1357: 2.634632815550941e-05
Position 158: 1.995036508216156e-05
Position 148: 9.459879690663894e-06
Position 1002: 9.038263750467912e-06
Position 419: 7.631226480900591e-06
Position 670: 6.228794252420699e-06
Position 1300: 4.527746841308424e-06
Position 1364: 3.644169733147049e-06
Position 965: 3.3608871179792934e-06
Position 478: 2.83458788041513e-06
Position 1089: 2.5015654357823315e-06
Position 550: 2.0032775835751964e-06
Position 364: 1.9463473677361626e-06
Position 728: 1.7968344362430985e-06
Position 1038: 1.2081985194344715e-06
Position 1048: 9.273741121612162e-07
Position 407: 6.306045335887402e-07
Position 673: 5.164042248692463e-07
Position 1166: 4.429779315598404e-07
Position 661: 2.987076360584069e-07
Position 1464: 2.0462678033112013e-07
Position 405: 8.83484868990199e-08
Position 978: 3.701598081776263e-08
Position 1576: 9.689585982486943e-09
Position 1657: 1.1748931141889728e-09
Position 1273: 8.156668979836368e-10
Position 1398: 2.5493100689473686e-10
Position 410: 1.3818872004367274e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.833632134708278
Position 1037: 0.6605484773785426
Position 6591: 0.37016362812516435
Position 19282: 0.3409120324222892
Position 2626: 0.29402312717915147
Position 4793: 0.2865257607049064
Position 11603: 0.20392321342292577
Position 427: 0.12262096053876614
Position 1449: 0.09722493996124418
Position 15934: 0.09663963634853123
Position 2583: 0.09338561799467261
Position 19956: 0.08740645883351761
Position 12694: 0.08632729042859863
Position 6118: 0.07348669481289778
Position 2216: 0.07188017106790946
Position 2413: 0.06446829288058385
Position 2662: 0.06253697796826975
Position 13888: 0.05417601330473537
Position 2498: 0.05142576544829582
Position 4660: 0.04913337100109829
Position 1186: 0.04279103188046946
Position 1517: 0.04130696303159723
Position 7629: 0.03772666883799417
Position 6558: 0.036264008471167834
Position 13842: 0.034220275961184494
Position 12977: 0.022665554307120667
Position 1486: 0.020089967792932175
Position 13994: 0.020025143739287047
Position 8117: 0.01905268885200528
Position 8120: 0.018656375688886794
Position 2389: 0.015500401797782136
Position 2459: 0.015387499337590097
Position 8466: 0.014148962887186525
Position 996: 0.012578935143634434
Position 142: 0.011505096147002949
Position 4643: 0.010875284417142127
Position 5096: 0.010499499221773827
Position 787: 0.00995571602359425
Position 2226: 0.00882785465613479
Position 172: 0.008646445319853927
Position 6291: 0.008614171440464348
Position 9063: 0.007878955794903608
Position 7479: 0.007428330292416662
Position 733: 0.007189696389458532
Position 581: 0.00696029181970866
Position 1586: 0.0068368616385232036
Position 179: 0.006420561559982708
Position 972: 0.006382843063885406
Position 10423: 0.006009268132234979
Position 206: 0.0058159348955506155
Position 2502: 0.004414435815838801
Position 2535: 0.0042353290397315
Position 4456: 0.004065592983181367
Position 7341: 0.0037430441370120237
Position 781: 0.0036002505544610896
Position 3340: 0.0032901109064853748
Position 15382: 0.003086065591413918
Position 2361: 0.0028202600504441057
Position 1750: 0.002793536017954795
Position 7259: 0.0027432939602522423
Position 5718: 0.0027378525612020187
Position 2989: 0.002719053366921087
Position 2301: 0.0024551335351451083
Position 1057: 0.002313403935549159
Position 9087: 0.0023024774497008823
Position 3549: 0.0022172176326894126
Position 240: 0.002035607486230376
Position 4222: 0.002025060632015221
Position 601: 0.0017195522087818237
Position 2633: 0.0017084058986867566
Position 784: 0.0016671697631904037
Position 9475: 0.0016647573739847713
Position 3618: 0.0016066170394785672
Position 3235: 0.0015795610607873215
Position 3656: 0.0014972517543464163
Position 8405: 0.001393426933286084
Position 3569: 0.0012868373479002642
Position 377: 0.0012462223309737095
Position 8610: 0.001154372304001901
Position 237: 0.0011476521079868984
Position 3930: 0.0010903551032317234
Position 745: 0.0009899103373486534
Position 148: 0.0009800988060398356
Position 1519: 0.0009799717572031668
Position 5026: 0.0009005443927859491
Position 4126: 0.0008579907350580913
Position 3731: 0.0008150729334249388
Position 4153: 0.0006702477291057094
Position 2834: 0.0006274327850472411
Position 5890: 0.0006249720305360173
Position 203: 0.0006173167995589456
Position 6104: 0.0006072642020470649
Position 1554: 0.0005065973672347585
Position 4284: 0.0004972035810422478
Position 10718: 0.0004354438785810529
Position 3248: 0.0004010116492396519
Position 2148: 0.0003851851321886777
Position 4334: 0.00036147120917066764
Position 2117: 0.0003444255164237051
Position 3766: 0.0003156659683045078
Position 748: 0.00027650990546755004
Position 438: 0.00025539172600321305
Position 1336: 0.00023988766280455092
Position 2243: 0.00022168018749381199
Position 652: 0.0002132003768393622
Position 5696: 0.00019502681008308438
Position 8642: 0.0001862052509062828
Position 562: 0.00016033890804499694
Position 751: 0.00014208572685041476
Position 6769: 9.367448748852107e-05
Position 3674: 8.781963599957475e-05
Position 668: 8.693016858994949e-05
Position 2594: 8.18278974216393e-05
Position 5291: 8.012885735709553e-05
Position 1398: 7.541551238135408e-05
Position 489: 7.097838068976474e-05
Position 460: 6.127568676258099e-05
Position 1204: 5.55816350070623e-05
Position 1075: 5.061562398660698e-05
Position 5516: 4.216782760947767e-05
Position 1774: 4.083268419555836e-05
Position 2776: 3.811199442808006e-05
Position 1404: 3.257021757605034e-05
Position 4525: 3.2430918636278035e-05
Position 1527: 2.766048529901786e-05
Position 523: 1.7191621009306565e-05
Position 3208: 1.701157378238573e-05
Position 1458: 1.6867430422834415e-05
Position 811: 1.678279470061451e-05
Position 1911: 1.5143171050641339e-05
Position 1053: 1.4101364629050255e-05
