Gene = PRPF38B
index = 1075
Annotated 5SS: [ 545 3448 3872 4015 6505]
Annotated 3SS: [3378 3719 3953 6280 6838]
SMsplice 5SS: [ 545 3448 3872 4015 6505]
SMsplice 3SS: [3378 3719 3953 6280 6838]
top_k =  1000
Partition function (log Z): 7.359220376662966

Sorted 5' Splice Sites (High to Low Probability):
Position 3872: 0.9384193376264067
Position 6505: 0.9143219900223453
Position 4015: 0.7937756766214012
Position 3448: 0.6966498057645449
Position 545: 0.612256806382832
Position 5695: 0.4004907530253142
Position 575: 0.36965816214318375
Position 3458: 0.29991456458847454
Position 7028: 0.2391173878612917
Position 1011: 0.15109460656598162
Position 8161: 0.1420229934355339
Position 7051: 0.10435653626867734
Position 5541: 0.09973532482721492
Position 1320: 0.09684078388628388
Position 4029: 0.0935881737611045
Position 6462: 0.05556506396169798
Position 1314: 0.04475154767610942
Position 1015: 0.0438550739705108
Position 1877: 0.04367162264510153
Position 7015: 0.04031551728319696
Position 4192: 0.037627042012601586
Position 5972: 0.032127956053318016
Position 2723: 0.02761976505750153
Position 980: 0.022172820397887184
Position 2855: 0.015470667165992175
Position 8194: 0.015025928538212642
Position 5926: 0.01274470970404583
Position 7144: 0.010769959186352367
Position 4788: 0.00919907930185589
Position 4530: 0.008959843862669948
Position 948: 0.008895887178732636
Position 1435: 0.008113152920109553
Position 7220: 0.007955989153154269
Position 2821: 0.005403387019305553
Position 1644: 0.005195171654526035
Position 5968: 0.0045107622922113105
Position 7248: 0.004344510114528548
Position 6881: 0.004328318936022074
Position 1030: 0.0038517000196271038
Position 5537: 0.003685529459288328
Position 521: 0.0036226697489788553
Position 8176: 0.003561251531912872
Position 593: 0.0033156841228756256
Position 1829: 0.003301691560231194
Position 5720: 0.0031607352750838607
Position 1184: 0.003090955133745397
Position 1021: 0.0028531790353584123
Position 4244: 0.002800396687355807
Position 65: 0.0027636119106528648
Position 916: 0.002714513604635361
Position 7237: 0.0025133791218931866
Position 1114: 0.002253314995914905
Position 3072: 0.0018200894065577965
Position 652: 0.0017600709578972375
Position 3807: 0.0016380605437066626
Position 552: 0.0014805308571279995
Position 6020: 0.0014079531314561342
Position 6205: 0.0013905143066682247
Position 912: 0.0013685094584355852
Position 8377: 0.0013256782627389194
Position 2380: 0.0012745680590602528
Position 5624: 0.0012530708431609573
Position 1019: 0.0012434455163127399
Position 4130: 0.0011899400603022612
Position 960: 0.001135600547134059
Position 180: 0.0010797856997254922
Position 1659: 0.0008977225829150499
Position 4906: 0.0008866567527890149
Position 3438: 0.0008857650036634038
Position 1833: 0.0007291696130820379
Position 2915: 0.0007039913966061654
Position 642: 0.0005989035880688894
Position 7084: 0.0005915163027009282
Position 3462: 0.0005361832104381258
Position 1035: 0.0005042845427104277
Position 1121: 0.00048728109070304913
Position 6973: 0.00048141793725321654
Position 116: 0.0004790602475273624
Position 976: 0.0004769517205950193
Position 488: 0.0004574501593336532
Position 1057: 0.00040309761407277445
Position 1188: 0.00039850647180207866
Position 3584: 0.00038074820858716716
Position 7366: 0.000378613317147767
Position 3165: 0.00036919118670668077
Position 5663: 0.0003340100004424773
Position 5300: 0.00031397111402400304
Position 6869: 0.00031122050068630445
Position 8298: 0.00030915590031795683
Position 556: 0.00030129780386492966
Position 3878: 0.00029231632911683403
Position 71: 0.0002900925424581449
Position 2878: 0.0002676330269921911
Position 3863: 0.000260917421043943
Position 3720: 0.00023766276589714337
Position 6684: 0.0002082540603432256
Position 841: 0.00019568958828835938
Position 7081: 0.0001862878969536651
Position 5810: 0.0001750504094144893
Position 4737: 0.00016646966714701944
Position 185: 0.00016527768538382388
Position 2022: 0.00015365635099498504
Position 9027: 0.00014585510929389164
Position 2558: 0.00014126503098012462
Position 5806: 0.00014061124700181924
Position 638: 0.0001341514436203613
Position 6917: 0.0001195517604924437
Position 2208: 0.00010777976822989705
Position 5983: 9.767943941701825e-05
Position 1709: 9.423764756168988e-05
Position 1072: 9.391249659881629e-05
Position 170: 8.921137608457804e-05
Position 5044: 8.504939858744647e-05
Position 1717: 8.178330251137631e-05
Position 1025: 7.911429639267478e-05
Position 383: 7.694865052246297e-05
Position 6770: 7.52781097503878e-05
Position 3791: 7.442594206221472e-05
Position 352: 6.9400999370558e-05
Position 655: 6.243972691020235e-05
Position 7426: 5.725612855630702e-05
Position 2946: 5.673639004704851e-05
Position 3888: 5.180902439142916e-05
Position 5449: 4.6489903969914855e-05
Position 3452: 4.583563827226631e-05
Position 2786: 4.42715263016406e-05
Position 97: 4.422116729666007e-05
Position 7946: 4.2330116230653685e-05
Position 4605: 4.0618907830002155e-05
Position 807: 3.6461497490330346e-05
Position 1990: 3.56197820967533e-05
Position 404: 3.441112118657055e-05
Position 1841: 3.3140255079687676e-05
Position 2312: 3.0204410518858637e-05
Position 2035: 3.0138119390016796e-05
Position 6889: 3.0097722439863066e-05
Position 1366: 2.704090765990036e-05
Position 579: 2.4893651820852092e-05
Position 3814: 2.235425548030288e-05
Position 699: 2.16529367521697e-05
Position 5517: 1.914445428280473e-05
Position 51: 1.809094168267715e-05
Position 3727: 1.4626945648474096e-05
Position 4310: 1.3776571184201867e-05
Position 79: 1.1936907139405575e-05
Position 6895: 9.942841612248546e-06
Position 3899: 9.334176115114656e-06
Position 3569: 8.861708435181134e-06
Position 7600: 8.586307717166093e-06
Position 56: 7.213787109082739e-06
Position 6395: 5.468952925514389e-06
Position 524: 5.0590757898831645e-06
Position 4085: 5.022411014624345e-06
Position 8071: 4.327901974102502e-06
Position 111: 4.211817911327368e-06
Position 3474: 4.143651033563721e-06
Position 1107: 3.2236845791671427e-06
Position 3482: 3.1411859219115495e-06
Position 4182: 2.7992003133866375e-06
Position 3673: 2.661753400879345e-06
Position 4898: 2.560799905472887e-06
Position 105: 2.059758801036234e-06
Position 668: 1.5248918079547567e-06
Position 3497: 1.478114846878153e-06
Position 1023: 8.520260798831594e-07
Position 973: 7.075147621596658e-07
Position 4112: 5.36878240007809e-07
Position 198: 4.6853980852389594e-07
Position 684: 4.5035656848076246e-07
Position 681: 4.404557526835504e-07
Position 3677: 3.22995656873907e-07
Position 4305: 2.2362024950283676e-07
Position 3987: 2.1870502214111466e-07
Position 859: 1.876002492631667e-07
Position 686: 1.3688907141890856e-07
Position 554: 1.0824657401781253e-07
Position 4115: 8.489163469941185e-08
Position 4088: 7.325546206209663e-08
Position 5: 5.863627666771793e-08
Position 688: 2.5937490472114827e-08
Position 1907: 1.974850054509811e-08
Position 195: 1.5721736586445712e-09
Position 889: 1.2920810245411754e-09
Position 971: 4.4057517145400933e-10
Position 472: 3.5250731434967953e-10
Position 469: 3.196029027980907e-10
Position 7444: 2.320022861839719e-10
Position 6839: 9.651560640912315e-11
Position 7642: 5.986042354560008e-11
Position 3484: 5.500081351743092e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3378: 0.9913913717529683
Position 3719: 0.9330035628708437
Position 6838: 0.9032392148939989
Position 3953: 0.8322402902387047
Position 6280: 0.8103898376794647
Position 8057: 0.3264458465153077
Position 5623: 0.25166122206416114
Position 733: 0.21618279463476378
Position 5486: 0.21142346622534267
Position 6381: 0.10112884040147047
Position 8464: 0.09250076293931676
Position 5585: 0.06957148918167673
Position 8112: 0.06845007196724488
Position 1248: 0.05475626951114802
Position 3937: 0.04666296820950891
Position 8271: 0.03531671569280131
Position 1103: 0.034100319255916035
Position 8904: 0.027029329680607714
Position 8820: 0.026926930305668513
Position 1704: 0.025648417345733313
Position 8669: 0.022394603085514594
Position 1182: 0.022004235274183048
Position 2541: 0.02104726572028215
Position 6389: 0.020601923996316666
Position 6418: 0.019206729746184422
Position 6657: 0.018358186674268282
Position 2757: 0.018235868091943417
Position 866: 0.016998848519837604
Position 1266: 0.016962814540890426
Position 6258: 0.01665695858020244
Position 3973: 0.016382584329279744
Position 1263: 0.014282330457604249
Position 5827: 0.010996924726450906
Position 8155: 0.010071015092343554
Position 1775: 0.00986889091255738
Position 5806: 0.009865841250285836
Position 4130: 0.009803026086093956
Position 8789: 0.00973417957032602
Position 4416: 0.009085812505538117
Position 3650: 0.00788658396118678
Position 942: 0.007714304969550837
Position 1613: 0.0076170314985579725
Position 3321: 0.006987125502835577
Position 4190: 0.006036191949241408
Position 3756: 0.00587012240853471
Position 8766: 0.00567699490588579
Position 9078: 0.0047525397193859285
Position 4103: 0.004671631618729583
Position 2494: 0.0046622477419930065
Position 9218: 0.0042813795361049505
Position 2693: 0.004054521368669757
Position 4550: 0.0038406277139112002
Position 1152: 0.003466883945421853
Position 1755: 0.003410418823317456
Position 3616: 0.0030119555439445654
Position 5854: 0.002894360072011868
Position 8960: 0.0028855929734173695
Position 8522: 0.0027793072044446495
Position 7836: 0.0025228208580465915
Position 8723: 0.0024281029956029973
Position 1434: 0.0023872352940806463
Position 296: 0.0023295838047563307
Position 741: 0.0023285989925205257
Position 4648: 0.00221896118505942
Position 1100: 0.002084705221911604
