Gene = CDCP1
index = 339
Annotated 5SS: [  217 28011 34340 35950 51076 53146 55250 57369]
Annotated 3SS: [27800 33976 35580 50853 52764 54883 57280 60354]
SMsplice 5SS: [   33 12518 19365]
SMsplice 3SS: [12404 19315 50853]
top_k =  1000
Partition function (log Z): -27.375528818348382

Sorted 5' Splice Sites (High to Low Probability):
Position 12518: 0.9872962973744064
Position 19365: 0.6444985227378236
Position 16719: 0.49248986615926343
Position 18573: 0.4040731688518694
Position 21014: 0.38735748239818063
Position 18903: 0.3856917449929888
Position 33: 0.36189158296282997
Position 16969: 0.34892992250674326
Position 217: 0.32838836096180424
Position 9068: 0.30805436846173606
Position 28011: 0.2988071068547857
Position 13550: 0.24443108911907288
Position 1347: 0.1648523700821068
Position 307: 0.16412183472359565
Position 16660: 0.1631332313901477
Position 9322: 0.14416382188245028
Position 11607: 0.13472661515136308
Position 14577: 0.10945261204838147
Position 9632: 0.08935360510146304
Position 2484: 0.052941601972802635
Position 316: 0.04596506019168394
Position 20060: 0.04557764570443573
Position 18239: 0.04076099779271798
Position 14051: 0.03972927342793824
Position 4712: 0.03943867790808661
Position 15904: 0.0384863991630423
Position 18785: 0.03829139979948822
Position 9223: 0.037954925088472515
Position 571: 0.03492099226826464
Position 6135: 0.03245182093674678
Position 19816: 0.03170768064274382
Position 20356: 0.030667905901631404
Position 7445: 0.02794502854979957
Position 6110: 0.026251555118375017
Position 6604: 0.021262609086605516
Position 6558: 0.016712753547988797
Position 190: 0.016513937853320847
Position 254: 0.016197092958461633
Position 8228: 0.012392741403843045
Position 325: 0.012223169255198804
Position 8178: 0.010696607882967012
Position 4012: 0.010505292122827858
Position 7071: 0.010113357791452216
Position 543: 0.00736523002417471
Position 19524: 0.007245928221852821
Position 459: 0.006618617764000965
Position 8541: 0.0065336118868447165
Position 9484: 0.006395457020344648
Position 18791: 0.006351673602405524
Position 7318: 0.005755977361165582
Position 16863: 0.004670268263614428
Position 1064: 0.0043684770673581225
Position 11511: 0.004257575889273037
Position 14148: 0.003996104808895778
Position 18722: 0.0030334442678720923
Position 10078: 0.002579102488365109
Position 21095: 0.0020449680424003296
Position 17077: 0.0017735208345536944
Position 12515: 0.0017651338952235022
Position 8876: 0.0014040461605885541
Position 16641: 0.0013302216589973154
Position 12488: 0.0013271907344062255
Position 18712: 0.0011346777545173034
Position 6507: 0.0008187156674740906
Position 14056: 0.0008085128487435268
Position 692: 0.000697251327432454
Position 1092: 0.0006839131933938265
Position 9282: 0.0006838908267573927
Position 1077: 0.00038975377182886493
Position 961: 0.00037581563249954546
Position 490: 0.0003719581069691456
Position 1039: 0.00032152592139583265
Position 37: 0.00028979314240544637
Position 3133: 0.0002693508758323685
Position 3344: 0.0002241355371119627
Position 7314: 0.00016376704609136582
Position 581: 0.00014820638038562904
Position 17: 0.0001459834884790829
Position 1112: 0.0001350419557559163
Position 419: 0.00013073043728554059
Position 3122: 0.00012768489637622325
Position 3160: 0.00011531632846366107
Position 1042: 0.0001014783878942888
Position 509: 9.85289104614756e-05
Position 1540: 8.613853068929011e-05
Position 628: 8.164256803369585e-05
