Gene = LCE1D
index = 766
Annotated 5SS: [21]
Annotated 3SS: [1021]
SMsplice 5SS: [21]
SMsplice 3SS: [1021]
top_k =  1000
Partition function (log Z): -8.667328661752824

Sorted 5' Splice Sites (High to Low Probability):
Position 21: 0.7986079528812227
Position 512: 0.33587121551800386
Position 248: 0.13349081773810134
Position 607: 0.014830733907662593
Position 952: 0.01283322815658869
Position 509: 0.005950874693771713
Position 516: 0.002783315421796461
Position 551: 0.002744621134646817
Position 104: 0.002036194368468957
Position 889: 0.001579406907878706
Position 399: 0.0015328718052327896
Position 662: 0.001177184962403609
Position 424: 0.0010038698819056144
Position 563: 0.0008950144769574806
Position 557: 0.0005632996573280049
Position 1088: 0.0004139445658133286
Position 147: 0.0002751805631599971
Position 1100: 0.0002564847318803435
Position 456: 0.00020803876312937105
Position 1112: 0.00010975190019971577
Position 111: 7.051489059442774e-05
Position 206: 5.00950691063813e-05
Position 978: 4.962325857093562e-05
Position 1167: 2.8937878677805887e-05
Position 97: 2.779987288383412e-05
Position 262: 2.1552849754958045e-05
Position 1283: 1.6461183124003053e-05
Position 252: 1.036429534453355e-05
Position 12: 8.449155000092134e-06
Position 524: 5.295021043814252e-06
Position 199: 1.2154783839326632e-06
Position 3: 8.999155164119038e-07
Position 94: 3.9224035333002964e-07
Position 341: 1.61280283374157e-07
Position 371: 8.221462980908624e-08
Position 254: 1.5105696280684192e-08
Position 775: 2.0043704209197156e-09
Position 627: 1.453700893271822e-09
Position 624: 1.4198639819586545e-09
Position 587: 1.4089855810364427e-09
Position 569: 1.0474190751947607e-09
Position 435: 8.486945566450344e-10
Position 834: 7.824060029406498e-10
Position 485: 8.803793167446446e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1021: 0.6226281314394976
Position 302: 0.23029005397428381
Position 309: 0.11812145846442078
Position 222: 0.08663588125799498
Position 1165: 0.05120782033830236
Position 607: 0.03818876806184506
Position 451: 0.02661424216157106
Position 355: 0.026379408451358867
Position 839: 0.023067582329895385
Position 1237: 0.011851003851356378
Position 808: 0.010953358179418487
Position 1282: 0.007969931696654938
Position 1321: 0.0073429176785432294
Position 1297: 0.006665470049575213
Position 869: 0.006063943530243531
Position 1139: 0.004902142915546622
Position 1273: 0.003966328213054074
Position 224: 0.003424421609206855
Position 168: 0.002828845531118131
Position 852: 0.002423306183201953
Position 260: 0.0023317295492117814
Position 499: 0.0022279837709988123
Position 1195: 0.0020454608248238787
Position 460: 0.0018309306485642478
Position 627: 0.0017111116407947337
Position 1342: 0.0015193711377373144
Position 1058: 0.0014136390798054753
Position 1055: 0.0013404667342318914
Position 749: 0.0011109494304826486
Position 1149: 0.0009550370357260306
Position 816: 0.0008246519980073375
Position 624: 0.0007478308250595258
Position 611: 0.0007204966518725564
Position 1304: 0.000703092053477641
Position 883: 0.0006445788665788355
Position 281: 0.0005521585198808874
Position 330: 0.0005441117782372091
Position 1171: 0.0005360756016452651
Position 360: 0.000487896482683581
Position 845: 0.0004019877610809864
Position 662: 0.00035545217524039004
Position 1363: 0.0002941700466873097
Position 1360: 0.0002647102887854347
Position 1043: 0.00026320730448178186
Position 101: 0.0002374698127786465
Position 1088: 0.0001871972655485932
Position 1325: 0.0001792022245975636
Position 276: 0.00017106755187308188
Position 951: 0.000156046278296355
Position 312: 0.00014286788157924783
Position 949: 0.00013438832744677482
Position 689: 0.00010890511136152792
Position 471: 8.333860447206613e-05
Position 388: 6.798008557903297e-05
Position 430: 5.930642173166278e-05
Position 508: 5.811673193349692e-05
Position 929: 5.366384399003956e-05
Position 144: 5.2547046299227456e-05
Position 759: 4.831874120047288e-05
Position 635: 4.1296052938950016e-05
Position 969: 4.018984301550446e-05
Position 165: 3.767798999001954e-05
Position 975: 3.540400133168162e-05
Position 247: 3.080906097827681e-05
Position 87: 2.882399330332331e-05
Position 109: 2.1647605108736387e-05
Position 901: 2.147196571506419e-05
Position 172: 1.944010742151731e-05
Position 1112: 1.814003654179599e-05
Position 262: 1.4776878127964122e-05
Position 1100: 1.3723116382850948e-05
Position 317: 1.1518168293030132e-05
Position 103: 8.962860078038029e-06
Position 1390: 5.0608404401017855e-06
Position 477: 1.895401671572518e-06
Position 178: 1.8427295157849454e-06
Position 116: 1.8138919335231345e-06
Position 128: 1.7150295801294705e-06
Position 186: 1.6648339341494988e-06
Position 283: 1.3524429169460661e-06
Position 111: 1.2739188543680858e-06
Position 505: 5.62469329823711e-07
Position 368: 3.944774812309639e-07
Position 766: 3.890653178749804e-07
Position 180: 3.822256015021576e-07
Position 893: 3.600321886748594e-07
Position 576: 2.7992766275500005e-07
Position 547: 2.301335963127619e-07
Position 121: 1.8598298751270135e-07
Position 188: 1.0948382217446927e-08
Position 524: 1.070003250308754e-08
Position 555: 9.397113716751325e-09
Position 587: 9.36008750256811e-09
Position 569: 5.624075726364981e-09
Position 563: 4.245375716709431e-09
Position 542: 3.3891471939824757e-09
Position 72: 2.666551783308731e-13
Position 66: 2.702544323700981e-15
