Gene = LZTFL1
index = 810
Annotated 5SS: [  178  4240  6577  7929  9117 11094 11254 13728 14811]
Annotated 3SS: [ 4114  6381  7867  9044 11027 11175 13550 14706 15833]
SMsplice 5SS: [  178  6577  7929  9117 11094 11254 13728 14811]
SMsplice 3SS: [ 6381  7867  9044 11027 11175 13607 14706 15833]
top_k =  1000
Partition function (log Z): -1.5193233666388415

Sorted 5' Splice Sites (High to Low Probability):
Position 11094: 0.9587947495104525
Position 13728: 0.8755663269623868
Position 14811: 0.8552772855657633
Position 7929: 0.7443734299805963
Position 6577: 0.711015230134
Position 11254: 0.5752045703786985
Position 9117: 0.5649715064212955
Position 4240: 0.4753911189764107
Position 178: 0.45463751970402577
Position 472: 0.4478538819580802
Position 12999: 0.3741756546588152
Position 9196: 0.29982770146373483
Position 17538: 0.21134349620655538
Position 18694: 0.1551156652862447
Position 5656: 0.14738267347670483
Position 2539: 0.13649298335908064
Position 7287: 0.09469057961111932
Position 9327: 0.09180858529600579
Position 9393: 0.06604718967852444
Position 6535: 0.0650544153723274
Position 10426: 0.0580338079357579
Position 5218: 0.053195059526744554
Position 1850: 0.05089014915869238
Position 709: 0.04368244083092736
Position 6862: 0.038462069367512126
Position 250: 0.03566989968823545
Position 11418: 0.035081222842628136
Position 11551: 0.03144055935174808
Position 9454: 0.030440222668143814
Position 3588: 0.029060559489747166
Position 6035: 0.024932969154893816
Position 1716: 0.02491581254757857
Position 13386: 0.023992455796738938
Position 15494: 0.021788678754187055
Position 13850: 0.019902464853688906
Position 2699: 0.019610525274789795
Position 4291: 0.017860138102378492
Position 2202: 0.01466952468380947
Position 10191: 0.013730133846824413
Position 11844: 0.01294601791054307
Position 508: 0.012145620250655945
Position 367: 0.011947899758597644
Position 10344: 0.011181266071527432
Position 4789: 0.011123683955483799
Position 2182: 0.010919810021984184
Position 6633: 0.00988928562088263
Position 7665: 0.00921492433812962
Position 1239: 0.008920051498354708
Position 15915: 0.008641085743418046
Position 998: 0.008636973388359922
Position 1302: 0.008240906474540177
Position 9207: 0.007499536517928631
Position 6453: 0.007408838956673074
Position 6057: 0.006951570279563524
Position 8955: 0.006688192207934223
Position 8294: 0.006592935229134315
Position 6458: 0.006143817302545967
Position 10126: 0.006094636498023426
Position 2907: 0.005639851068937844
Position 15579: 0.005522846161870255
Position 4298: 0.004522303481298486
Position 7088: 0.004328109987691604
Position 10340: 0.004260323644704651
Position 3716: 0.003710906154720561
Position 18609: 0.003412608810729658
Position 7004: 0.0033842963534387077
Position 13254: 0.00328976171758176
Position 3856: 0.0032550135604857994
Position 640: 0.0029859505340239655
Position 3966: 0.0029674842233338872
