Gene = TDRD10
index = 1387
Annotated 5SS: [  811  4687  5102  6263 18156 19261 39848 40603 41892 42299 42731 45261]
Annotated 3SS: [ 4657  5021  6203 18084 19103 39804 40511 41743 42152 42575 45189 45458]
SMsplice 5SS: [  811  5102  6263  7652 18156 19261 19428 29149 32386 37747 39848 41892
 42299 42731 45261]
SMsplice 3SS: [ 5021  6203  7576 18084 19103 19333 29036 32258 37549 39804 41743 42152
 42575 45189 45458]
top_k =  1000
Partition function (log Z): 9.422392739613164

Sorted 5' Splice Sites (High to Low Probability):
Position 19688: 0.9878466089362195
Position 19261: 0.9854371808957338
Position 42731: 0.942747641362248
Position 29149: 0.9318846234857218
Position 5102: 0.92337133668052
Position 39848: 0.9176049775147769
Position 41892: 0.9168380770522395
Position 37747: 0.9149324190830804
Position 42299: 0.9016265885147738
Position 7652: 0.7988418682572118
Position 45261: 0.7570854834479449
Position 19428: 0.7566379679309864
Position 811: 0.733419421871523
Position 32386: 0.7035163491861053
Position 18156: 0.6502055710332629
Position 38890: 0.6333052724463649
Position 6263: 0.6081261102081803
Position 39224: 0.5480598497866028
Position 36998: 0.5258232883159728
Position 38452: 0.48647720891712987
Position 9029: 0.4741092952481146
Position 30598: 0.387591630078972
Position 43331: 0.3367998889066091
Position 4687: 0.2703356385753159
Position 35808: 0.23882681736484054
Position 35324: 0.21525282337140322
Position 35314: 0.1872801675321768
Position 1572: 0.18588248661512588
Position 3927: 0.17051532996842436
Position 32625: 0.16521375338334127
Position 5857: 0.16366498513521605
Position 15815: 0.155817666716028
Position 40603: 0.127736432949521
Position 38004: 0.12370708022730097
Position 9234: 0.12306581877217806
Position 38014: 0.1197974377544509
Position 40612: 0.11819015050298899
Position 35300: 0.1062062179857185
Position 43300: 0.09464812025165747
Position 2518: 0.09300310027526129
Position 19433: 0.0911490676618388
Position 831: 0.08507346653748668
Position 41279: 0.07245301069382847
Position 1563: 0.07059197489694659
Position 39458: 0.05332550208633986
Position 45590: 0.0517399395932881
Position 86: 0.05121710900202169
Position 39637: 0.04892779016005158
Position 1553: 0.04739658017761289
Position 297: 0.04237850172129711
Position 475: 0.038369386037392185
Position 40152: 0.03796460863592282
Position 29478: 0.03488352388823759
Position 10410: 0.027263164950063555
Position 41972: 0.02504633217489867
Position 37758: 0.023911161820070477
Position 6065: 0.023526579346577023
Position 7759: 0.022775496042320556
Position 39671: 0.022247072176120996
