Gene = FBXW12
index = 547
Annotated 5SS: [ 102  639 1127 1487 3254 6308 7340 8694 9660 9867]
Annotated 3SS: [  464  1088  1328  3134  6097  7180  8482  9480  9735 22315]
SMsplice 5SS: [ 102 1243 1487 3254 6308 9660 9867]
SMsplice 3SS: [ 1088  1328  3134  6097  9571  9735 15349]
top_k =  1000
Partition function (log Z): -3.008062057726717

Sorted 5' Splice Sites (High to Low Probability):
Position 6308: 0.9398040705566033
Position 9867: 0.9338921112330092
Position 9660: 0.8984773355418251
Position 3254: 0.8479701070145687
Position 1487: 0.8088693968101124
Position 1243: 0.6405279360891916
Position 102: 0.5830759289620426
Position 7340: 0.3591446300559667
Position 188: 0.28720944526101627
Position 7587: 0.24070011756097542
Position 639: 0.22001980290406145
Position 7596: 0.16183109215259853
Position 8694: 0.15966113198051604
Position 12950: 0.10825904140883143
Position 5827: 0.08020103351346866
Position 1237: 0.06429048989614539
Position 14524: 0.06382941111345145
Position 5202: 0.06309386084104039
Position 1493: 0.05512096054283111
Position 14974: 0.05413504276193493
Position 19420: 0.05173747455214467
Position 1127: 0.04801806044548606
Position 630: 0.047248474757111525
Position 334: 0.04322209099314038
Position 4867: 0.04183657521039713
Position 324: 0.034357168782788244
Position 1434: 0.027295302065761418
Position 1471: 0.027222200110454634
Position 9399: 0.023971711915740032
Position 13913: 0.02261805264353895
Position 7197: 0.022584959695375825
Position 1919: 0.018464651622793215
Position 6048: 0.015459707111477976
Position 12416: 0.015024903823510733
Position 1499: 0.014993050111511351
Position 529: 0.013136973338488997
Position 5844: 0.010646487427424476
Position 8947: 0.00899082515976001
Position 390: 0.007367041497159235
Position 3351: 0.006961077297966411
Position 36: 0.006457850418181612
Position 255: 0.006057147842621434
Position 7263: 0.00546168049727915
Position 5771: 0.00538738845829414
Position 284: 0.005077766417341247
Position 621: 0.005012428028513148
Position 1723: 0.004738918204721248
Position 4312: 0.004593976079649149
Position 3050: 0.004200318703971974
Position 11660: 0.003743655936789528
Position 13111: 0.0034310241521517517
Position 12580: 0.0031426799944655527
Position 9664: 0.0028454516090722615
