Gene = TRNP1
index = 1489
Annotated 5SS: [906]
Annotated 3SS: [6139]
SMsplice 5SS: [225 906]
SMsplice 3SS: [ 757 6139]
top_k =  1000
Partition function (log Z): -9.759351616970712

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.7055160421534539
Position 906: 0.6050891270534327
Position 924: 0.2790205140349678
Position 66: 0.11182931190266272
Position 2201: 0.1004990220199485
Position 5619: 0.08019856247648294
Position 1695: 0.07404078640687098
Position 4882: 0.043729221039811285
Position 1614: 0.04110540737201977
Position 142: 0.032510805635692676
Position 1603: 0.030385320075471907
Position 3054: 0.028858536450563622
Position 936: 0.01980129119125978
Position 1646: 0.018383864894260967
Position 5367: 0.017642091001909818
Position 1475: 0.012761611841668519
Position 6388: 0.01241682218179585
Position 808: 0.010540947907503194
Position 4091: 0.0071150159982719076
Position 19: 0.006354001272056682
Position 416: 0.0057431489418467915
Position 5213: 0.003214283540608772
Position 3241: 0.0024654671057736453
Position 5100: 0.00243754696726144
Position 1858: 0.0022582800733618315
Position 891: 0.0021209641781494127
Position 872: 0.002114479820295478
Position 2203: 0.002043731938289481
Position 577: 0.0020309684000758966
Position 1880: 0.0016756178599856716
Position 5072: 0.001550241793751816
Position 4610: 0.0014635120749158478
Position 3354: 0.0011235395943628157
Position 13: 0.0010918528382118874
Position 5318: 0.0010810572435563947
Position 3050: 0.0009226477075371357
Position 4797: 0.0008488928744725436
Position 2159: 0.0008131264907089056
Position 2563: 0.0008011571237978592
Position 4053: 0.0007914245181813402
Position 4025: 0.0007659377841996067
Position 3502: 0.0007307701431479821
Position 1062: 0.0005040543179546546
Position 672: 0.0004958983689472578
Position 1232: 0.0004885362598811743
Position 437: 0.00046890592031305275
Position 439: 0.0003997069366211646
Position 2051: 0.0003552374597485507
Position 1069: 0.0003218331032671882
Position 4159: 0.00022935218613177584
Position 1651: 0.00016064242005213778
Position 1795: 0.00013951761673907685
Position 1016: 6.95361566179586e-05
Position 29: 4.913022405489965e-05
Position 1983: 4.554356950528795e-05
Position 1518: 2.66246986814051e-05
Position 1133: 2.5718119662884148e-05
Position 458: 2.550535039374163e-05
Position 940: 2.506460374704801e-05
Position 1072: 2.3456660117251514e-05
Position 1827: 2.263896817150807e-05
Position 2706: 2.0614755066463797e-05
Position 1402: 1.4497113629853057e-05
Position 21: 1.1811719566600404e-05
Position 2558: 1.1779919661410836e-05
Position 2104: 1.0923473985137445e-05
Position 1082: 1.0229098920400688e-05
Position 2229: 9.951379851404884e-06
Position 229: 9.298600682209907e-06
Position 1756: 6.080118787123084e-06
Position 950: 5.510448281529941e-06
Position 911: 4.718820410918726e-06
Position 3: 3.7173256706966093e-06
Position 1863: 3.6752971754708e-06
Position 4494: 2.8432137491891805e-06
Position 1732: 2.7841313933809095e-06
Position 5: 2.7590405765582413e-06
Position 961: 1.8760144818287784e-06
Position 1009: 1.7947803652990585e-06
Position 1342: 1.1086579954381103e-06
Position 662: 8.071814691938983e-07
Position 26: 4.243444802003425e-07
Position 1322: 3.0143926718029204e-07
Position 928: 2.692679105309676e-07
Position 542: 1.1731451945821533e-07
Position 476: 7.931134457254072e-09
Position 1818: 8.584531603912579e-10
Position 1097: 3.031485700562603e-10
Position 948: 2.2397089108477125e-12
Position 172: 1.7025051420650985e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 757: 0.70155984791702
Position 6139: 0.3649218450040604
Position 6157: 0.2436545575387736
Position 1947: 0.12779889852959364
Position 1445: 0.12134389929062524
Position 7092: 0.10843789252317153
Position 5476: 0.08608651968329752
Position 729: 0.0850560737287802
Position 2798: 0.04506819887857278
Position 1429: 0.03950910486191875
Position 6484: 0.03789666563218094
Position 1474: 0.02914927832891375
Position 4733: 0.024230112122700737
Position 1721: 0.02251769517275407
Position 5099: 0.021458428904832284
Position 1968: 0.019453086477859354
Position 3755: 0.01892041848227912
Position 3875: 0.017944653605640598
Position 3171: 0.017071769597937107
Position 7146: 0.012006667211347043
Position 4710: 0.010143031787054231
Position 1448: 0.009845047067124331
Position 3898: 0.009215808367691258
Position 4667: 0.0087134067397439
Position 2107: 0.007889606977255072
Position 1943: 0.00687945089594064
Position 6563: 0.006534045722494491
Position 797: 0.006011567865516916
Position 5249: 0.004804791143970878
Position 5014: 0.004733430600441588
Position 5993: 0.003991644354460475
Position 6266: 0.003937082022158546
Position 3348: 0.0038342504339159535
Position 3142: 0.0029419149543909564
Position 5563: 0.0029098359145206887
Position 1630: 0.002088122524419351
Position 5201: 0.0019997196018908996
Position 4364: 0.001750200276427507
Position 2449: 0.0017373174211824062
Position 1538: 0.0015914412297591775
Position 2485: 0.0015270101565298714
Position 2390: 0.0015148944834272747
Position 1364: 0.0015124086876830416
Position 6542: 0.001454189539354181
Position 2545: 0.0014362922090429347
Position 6284: 0.001358957495741752
Position 2310: 0.0012687516104880258
Position 5829: 0.0012566110677133325
Position 3784: 0.0012511910401536278
Position 3910: 0.0011486877915830593
Position 4810: 0.0011453067879263453
Position 7120: 0.001124933006235913
Position 6055: 0.0011113838367020862
Position 2133: 0.0010891232924906803
Position 4740: 0.0010774900179770547
Position 6690: 0.0010571243654187525
Position 1452: 0.0009077242186479156
Position 5940: 0.000825479706577118
Position 2838: 0.0007457564495784567
Position 1589: 0.0007305529988661416
Position 3668: 0.0006648604238009375
Position 3759: 0.0006193338100191875
Position 1178: 0.0005485374305137642
Position 4689: 0.0005345421826685342
Position 6745: 0.000531993706695663
Position 1016: 0.0005203029116749626
Position 2901: 0.0004627816083000375
Position 4828: 0.00042974016573299993
Position 2579: 0.00038708284829535043
Position 2692: 0.00033539786723195533
Position 3107: 0.000333883959586985
Position 6218: 0.00032363618457484854
Position 7022: 0.00032106710078163306
Position 1818: 0.00031730832908957247
Position 5177: 0.0003037296709618471
Position 3010: 0.00030372148354742206
Position 6919: 0.00029845062803804607
Position 251: 0.0002883045088526815
Position 3310: 0.0002424870772637915
Position 4206: 0.00021561016759861508
Position 7041: 0.0002133202022579891
Position 5996: 0.00021046317501378394
Position 1847: 0.00020491006728723166
Position 7165: 0.0001965118272222449
Position 3104: 0.00016754037646742935
Position 4951: 0.00011803857684037941
Position 1509: 0.00011713638729042343
Position 181: 0.00010172648939332241
Position 3982: 0.0001002421494701462
Position 4386: 9.865895950094672e-05
Position 3728: 9.46431637341573e-05
Position 1277: 9.045989517378285e-05
Position 1119: 8.77433756603625e-05
Position 1491: 8.408949141000458e-05
Position 3381: 7.687669447979114e-05
Position 1790: 7.627927880843881e-05
Position 4134: 6.679237785279271e-05
Position 4020: 5.0739093272617796e-05
Position 1552: 4.934278155561046e-05
Position 2618: 4.812057264279916e-05
Position 1872: 3.8502539507095674e-05
Position 1555: 3.4828646050390606e-05
Position 2200: 3.411884271675238e-05
Position 1229: 3.1785560636854833e-05
Position 1645: 3.1375739593101027e-05
Position 807: 3.0274396315554727e-05
Position 229: 2.8232263841738998e-05
Position 1095: 2.680447421375829e-05
Position 2276: 2.6721172202113206e-05
Position 1021: 2.4300965610896354e-05
Position 1613: 2.404408504890097e-05
Position 1638: 2.1695207830563734e-05
Position 2955: 1.3893784449787994e-05
Position 1602: 1.1861992252541326e-05
Position 706: 1.1856579538706693e-05
Position 121: 1.1435749021515437e-05
Position 966: 1.0720381930784029e-05
Position 2109: 9.7751871161414e-06
Position 1514: 7.038556616371849e-06
Position 2994: 5.424464615039165e-06
Position 1664: 4.089026816345953e-06
Position 862: 3.5552153366108844e-06
Position 99: 3.3423911700368e-06
Position 1299: 3.0566674312556354e-06
Position 991: 2.941906065275253e-06
Position 1126: 2.7855128922663898e-06
Position 1239: 2.6436860691289302e-06
Position 2042: 2.5137887040577753e-06
Position 1657: 2.2663294507574657e-06
Position 415: 2.246176439399024e-06
