Gene = PDZK1IP1
index = 1009
Annotated 5SS: [ 190 2737 5054]
Annotated 3SS: [2627 4957 6011]
SMsplice 5SS: [ 190 2737 5054]
SMsplice 3SS: [2627 4957 6011]
top_k =  1000
Partition function (log Z): 1.0280806854811757

Sorted 5' Splice Sites (High to Low Probability):
Position 5054: 0.9718953840036059
Position 2737: 0.9581896822644386
Position 190: 0.9547081783944085
Position 1062: 0.19747647364010823
Position 3087: 0.18084850481804904
Position 848: 0.17066347364123574
Position 3359: 0.04480919025065823
Position 502: 0.039192436487281344
Position 1513: 0.0358498038674168
Position 4151: 0.032530784040642864
Position 6064: 0.030145068527194264
Position 3070: 0.02577989365477382
Position 3431: 0.023277103147556065
Position 3630: 0.018707066751694926
Position 787: 0.018429532051701693
Position 3466: 0.017727059582805748
Position 3420: 0.016248076945462025
Position 1258: 0.015487290904307076
Position 238: 0.015027623805110309
Position 3369: 0.014291697562860643
Position 497: 0.01419753319346143
Position 1103: 0.0116701173249536
Position 4785: 0.011552729716238344
Position 5027: 0.010218566140614766
Position 5059: 0.010177999074022765
Position 3105: 0.008860563165771093
Position 4170: 0.008222369160513
Position 739: 0.006804606075421937
Position 3635: 0.006723395750792348
Position 2985: 0.006270739650176543
Position 4245: 0.006117661400577399
Position 491: 0.005538753460623847
Position 2538: 0.005002104301375124
Position 3242: 0.004958377822967811
Position 6081: 0.00471989132050574
Position 2198: 0.004400484702901362
Position 1391: 0.00437961459989195
Position 1020: 0.003661963176241471
Position 1468: 0.0035809636675905834
Position 1453: 0.003450597041276035
Position 1272: 0.0034103242039449353
Position 2771: 0.0031098160395334933
Position 389: 0.002390479024280704
Position 987: 0.0021875937227357803
Position 3347: 0.002074067039167613
Position 3873: 0.00197046525420826
Position 2470: 0.0019575399653729213
Position 2887: 0.0018724640360554465
Position 4159: 0.0018710136011991483
Position 773: 0.0018467364021032377
Position 1851: 0.001757670066054823
Position 746: 0.0017491862942562142
Position 2554: 0.0015261313639114138
Position 5079: 0.0014888417547536746
Position 4005: 0.001198639872757898
Position 5117: 0.001007173068389414
Position 1066: 0.000892616560135662
Position 2722: 0.0007556382301324323
Position 3699: 0.0005944663344073405
Position 3109: 0.0005793433166186757
Position 768: 0.0005280761651511632
Position 3174: 0.000499003938517793
Position 950: 0.00047476365291724903
Position 3529: 0.00046747624690950844
Position 2891: 0.0004378529461070053
