Gene = RFC2
index = 1131
Annotated 5SS: [  174  2016  4706  5433  7783 11299 14507 15522 17083 18913]
Annotated 3SS: [ 1945  4663  5325  7680 11197 14348 15455 17001 18798 22227]
SMsplice 5SS: [  174 11299 14507 17083 18917]
SMsplice 3SS: [11197 14348 17001 18798 22227]
top_k =  1000
Partition function (log Z): 0.570112031682465

Sorted 5' Splice Sites (High to Low Probability):
Position 11299: 0.9882408103639462
Position 14507: 0.9306907331478489
Position 17083: 0.7140886334019477
Position 5433: 0.5799171221391929
Position 18917: 0.569137585381048
Position 174: 0.4841727495173054
Position 4706: 0.47956206253848405
Position 2016: 0.41142061859862833
Position 18913: 0.3896269123709605
Position 6950: 0.38304809055575184
Position 7783: 0.2699604270766989
Position 20490: 0.2118294381033132
Position 1238: 0.20107781702966823
Position 17296: 0.17448512939333083
Position 15522: 0.1499726193867653
Position 212: 0.14195816537579867
Position 15737: 0.1398577715850688
Position 218: 0.10228576769001818
Position 1415: 0.09101180555178026
Position 3874: 0.09014949280417155
Position 10968: 0.08416064707779247
Position 22046: 0.06641833827384648
Position 15741: 0.06615652557199565
Position 1064: 0.0590396972961386
Position 20345: 0.05101329400989224
Position 17156: 0.038512814812844125
Position 12986: 0.03516245216724522
Position 21490: 0.03246404089643207
Position 22367: 0.027279213580778255
Position 22382: 0.02571073267107155
Position 18728: 0.02336174849382124
Position 1770: 0.02230827626460022
Position 18687: 0.021289523671986495
Position 10768: 0.0207727087557673
Position 16209: 0.018239546313334014
Position 17981: 0.017909582225400605
Position 16740: 0.017291184855103416
Position 179: 0.014951338275215866
Position 4078: 0.011940224905514026
Position 17901: 0.011846059167361827
Position 16896: 0.009867018608889383
Position 7062: 0.008877606208659012
Position 14444: 0.008646460309608273
Position 20409: 0.008418770724715882
Position 5698: 0.007485991659608665
Position 15828: 0.007103720775177323
Position 20670: 0.006920932675031226
Position 15990: 0.0068094938508561275
Position 17029: 0.006602726096920153
Position 16837: 0.006188637817515504
Position 9256: 0.005279505148110869
Position 17965: 0.0050953217932068785
Position 20234: 0.004817038473525697
Position 16398: 0.0043870857044981245
Position 2163: 0.003315851188499837
Position 15536: 0.003095400172163922
Position 11790: 0.003036760589371578
Position 17780: 0.0029977117282182705
Position 375: 0.0029919791925696547
Position 67: 0.0027473287028498385
Position 17255: 0.002693805339039025
Position 1844: 0.002618685225156835
Position 15543: 0.002448441089183231
Position 97: 0.0024340814008635228
Position 17955: 0.002428489619130199
Position 3960: 0.00226941558773178
Position 7652: 0.002219179899643717
Position 2001: 0.0019980829080897943
Position 1395: 0.001997251108794884
Position 4003: 0.0018728726387575326
Position 21509: 0.0018647269834674448
Position 21192: 0.0018107858314957328
Position 19706: 0.0016400699531342424
Position 20812: 0.0016066219660208641
Position 15845: 0.0015705009415313007
Position 1590: 0.0015161916229968517
Position 257: 0.0014037590630839312
Position 16932: 0.0012517491015582207
Position 14597: 0.0012517166643511049
Position 21492: 0.0011369579279073407
Position 4157: 0.0009996303416937454
Position 15505: 0.0009831697395506602
Position 17290: 0.0009800246546634085
Position 15849: 0.0009570601757341392
Position 3845: 0.0008863187834961793
Position 5712: 0.0008131699951015656
Position 18253: 0.0007248830828288425
Position 20430: 0.0007244830579967804
Position 20768: 0.000702298583865137
Position 20333: 0.0006751778555837288
Position 473: 0.0006489665006173955
Position 1772: 0.0006097595276340512
Position 439: 0.0005748669188392385
Position 418: 0.0005494759947196564
Position 1123: 0.0005231989265045009
Position 20293: 0.0004400141738795407
Position 15236: 0.00042853530731967244
Position 17276: 0.0004210790522026257
Position 15857: 0.0004063860860859823
Position 1299: 0.00035135046447285065
Position 19014: 0.0003156043729300152
Position 17930: 0.000270564237261524
Position 20164: 0.0002696032711737078
Position 17960: 0.00026818421645869307
Position 1141: 0.00026469946070382033
Position 15730: 0.00022152754801151955
Position 28: 0.0002203322778088974
Position 17969: 0.000191853550444111
Position 14380: 0.00017879164056919312
Position 16248: 0.0001620284085314093
Position 19538: 0.0001586773607314176
Position 708: 0.00015551787933579193
Position 20756: 0.00014719815561543725
Position 549: 0.0001208153335779278
Position 468: 0.0001068980566607526
Position 14735: 9.55512884632721e-05
Position 463: 7.108775399222652e-05
Position 2931: 6.557487079791383e-05
Position 37: 6.216232618336144e-05
Position 1290: 5.220390333940675e-05
Position 554: 5.099680408328463e-05
Position 1848: 4.24008538612187e-05
Position 1431: 3.9628251730121e-05
Position 3935: 3.6681811077441575e-05
Position 3865: 3.626643959392114e-05
Position 76: 3.408692323827073e-05
Position 3427: 3.282416582544949e-05
Position 992: 3.179494701016553e-05
Position 3813: 2.8518530943471426e-05
Position 1684: 2.5088407218541945e-05
Position 226: 2.4009952716285566e-05
Position 3856: 2.172145688961634e-05
Position 1619: 1.9825231009604465e-05
Position 443: 1.7733346438337827e-05
Position 189: 1.770522801863377e-05
Position 673: 1.6271507217206848e-05
Position 83: 1.4842346768662174e-05
Position 647: 1.350514174489427e-05
Position 19985: 1.321011419236971e-05
Position 19032: 1.2407173947085626e-05
Position 1755: 1.2245502925413767e-05
Position 765: 1.0801014984341097e-05
Position 1673: 1.0013997163882869e-05
Position 2079: 9.626227338375298e-06
Position 801: 7.000964743372441e-06
Position 303: 6.5455030628779545e-06
Position 830: 5.961072119440024e-06
Position 171: 5.7597066270702035e-06
Position 19776: 2.811024807949753e-06
Position 11275: 1.4500964860813042e-07
Position 1965: 1.323953293339643e-07
Position 355: 9.624963472814467e-08
Position 455: 6.835707394933627e-08
Position 850: 4.546692491523968e-08
Position 204: 3.8671724265503856e-08
Position 348: 3.7202831503622935e-08
Position 528: 2.9436402238191163e-08
Position 80: 2.048347586680049e-08
Position 17: 6.082830396640681e-09
Position 9: 9.127212159419903e-10
Position 461: 9.092841360420224e-11
Position 471: 5.185181855939915e-11
Position 485: 2.7051462676469184e-11
Position 483: 2.5646304552323735e-11
Position 236: 1.0126192058420185e-11
Position 268: 3.469153886500112e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 11197: 0.9737535053375657
Position 18798: 0.9421293474027037
Position 17001: 0.915649318684894
Position 14348: 0.8618712428129118
Position 22227: 0.8100380041569762
Position 1945: 0.4122948063252485
Position 6811: 0.3380492349876633
Position 5325: 0.31421559762805534
Position 4663: 0.2939174493919817
Position 7680: 0.2531996422089469
Position 15642: 0.17768278824108444
Position 20262: 0.16596176885809696
Position 15455: 0.13836810288477203
Position 5300: 0.13180987494621257
Position 5335: 0.11945400388427951
Position 4614: 0.11638914148167362
Position 21938: 0.06748354915501711
Position 22281: 0.06747641000671861
Position 10677: 0.06232834404435973
Position 4300: 0.05726133642740508
Position 20265: 0.05713516175370841
Position 3748: 0.05085290878983818
Position 20379: 0.05009213549533304
Position 22459: 0.04855951836602825
Position 21405: 0.03826743799418315
Position 3693: 0.035341996177211885
Position 6807: 0.0350827924546651
Position 1360: 0.03280957526533853
Position 22203: 0.03232209824282576
Position 14404: 0.03211238560983828
Position 17812: 0.03207093401855187
Position 10650: 0.031907927654141646
Position 1331: 0.028062735816270935
Position 22164: 0.026788740371645994
Position 18486: 0.02611632913647225
Position 12921: 0.022228506380005206
Position 16595: 0.020665265580158854
Position 20549: 0.019403956752577268
Position 16051: 0.01866952234583501
Position 15505: 0.01749299214658763
Position 14372: 0.01598056447006463
Position 1589: 0.015629761600818463
Position 18758: 0.014392005210699704
Position 11136: 0.014310739660963169
Position 6831: 0.012868404141941618
Position 14389: 0.012314764219019081
Position 21994: 0.011650178749573317
Position 10585: 0.010697084135058375
Position 18519: 0.010418356487255545
Position 3959: 0.010329976593158666
Position 965: 0.009912380740941218
Position 15696: 0.00935313582224992
Position 17706: 0.009303908528249832
Position 15740: 0.0090582894549844
Position 7618: 0.008748759401006036
Position 16969: 0.008626120111030432
Position 5563: 0.008205137569197541
Position 14316: 0.0081112299314884
Position 20359: 0.008060684447539056
Position 12841: 0.007983700263302274
Position 883: 0.00792300795704855
Position 15316: 0.007564779965898897
Position 18681: 0.007258669651131524
Position 1515: 0.007239320747838037
Position 1339: 0.007129322115449606
Position 17110: 0.006370285561728718
Position 3660: 0.006321379081495447
Position 17162: 0.006206132095596967
Position 15486: 0.006117126952023946
Position 5223: 0.0060436773585123005
Position 14415: 0.005882485569420597
Position 20402: 0.005563873147464579
Position 9158: 0.005279505148110872
Position 16821: 0.0051583283389798375
Position 12788: 0.004950245523937738
Position 886: 0.004946681708553175
Position 7745: 0.004697605624888026
Position 16729: 0.004638153995188045
Position 5187: 0.004288259916463524
Position 16208: 0.0040241240915991705
Position 15581: 0.003812301748162026
Position 22366: 0.003751370310214568
Position 22812: 0.0036691260303520668
Position 21058: 0.0036271921646480257
Position 18835: 0.0034811473001753906
Position 16756: 0.0032827904908623723
Position 6644: 0.003087184776120858
Position 19619: 0.0030798208030007965
Position 1053: 0.003063571748049627
Position 621: 0.003032371977053345
Position 6759: 0.002803047683880783
Position 14350: 0.002734158309072459
Position 4318: 0.0026256615676259693
Position 20079: 0.0026043755755159963
Position 15825: 0.00260217125144111
Position 11697: 0.0025302031928486493
Position 20125: 0.002462233778184713
Position 979: 0.002336974268718197
Position 21606: 0.0023137287215287653
Position 4537: 0.0022685010382647404
Position 7495: 0.002233152039840823
Position 4980: 0.002151434880802138
Position 15623: 0.002047371840993864
Position 4296: 0.0019633461129225397
Position 22169: 0.001956736038273105
Position 3755: 0.0019466801171354093
Position 912: 0.0019389328634447367
Position 4368: 0.00188671769908474
Position 7324: 0.0018446098104720986
Position 21431: 0.001820481544619552
Position 1177: 0.0017931494518520297
Position 20278: 0.0017378244021190555
Position 15409: 0.0016235739563079268
Position 1294: 0.0015512761472001974
Position 7543: 0.001455837891188548
Position 4392: 0.0014379739114477926
Position 17210: 0.001380961171281529
Position 4485: 0.0013102717680496066
Position 1388: 0.0013010516601716859
Position 2044: 0.0012927186925051034
Position 3673: 0.0012795028804347775
Position 3969: 0.0012598512886250015
Position 20014: 0.0011562560636548718
Position 22633: 0.00107483017652983
Position 14267: 0.0010448795945855638
Position 15887: 0.0010262835133566582
Position 19438: 0.0010143531811538666
Position 15332: 0.0009497246934559746
Position 5121: 0.0008974160291140461
Position 15809: 0.0008754329049606119
Position 1385: 0.0008646096093154351
Position 1864: 0.0008549812881050966
Position 5163: 0.0007477381179906554
Position 18029: 0.0007248830828288432
Position 1105: 0.0007082099182141366
Position 1676: 0.0006524954347037125
Position 1960: 0.0006488897210844536
Position 15137: 0.000609712870393278
Position 18838: 0.0006031337486812657
Position 3924: 0.0005964389805227493
Position 14491: 0.0005649115774397785
Position 134: 0.0005534054458360763
Position 1883: 0.0005335738180834766
Position 750: 0.0005305985177805171
Position 1344: 0.0005278243003135477
Position 18707: 0.0004999460596857415
Position 1901: 0.00047899632662567413
Position 18467: 0.00046604790880501196
Position 20101: 0.0004562907649596623
Position 16624: 0.0004514992399344606
Position 1122: 0.00043037602131375057
Position 1530: 0.0004031047815896285
Position 16562: 0.00040255273794295265
Position 4458: 0.00039184941404337163
Position 1673: 0.00038915034132837474
Position 19984: 0.0003801057589380135
Position 726: 0.00037853790769374983
Position 20968: 0.0003721885880207757
Position 20490: 0.000366112683562562
Position 21260: 0.00036575416622113195
Position 1565: 0.00035463032990231465
Position 1654: 0.0003486557786955344
Position 21582: 0.0003355974743833795
Position 1414: 0.0003134206893338426
Position 18886: 0.00030575098009281445
Position 1063: 0.0002876144853965557
Position 15473: 0.00028108333700474763
Position 20494: 0.00026823038600641064
Position 15917: 0.00023525584443168907
Position 1517: 0.00023289803217810948
Position 17134: 0.0002313750064377741
Position 11548: 0.00022798301587757211
Position 20573: 0.00021956255284535193
Position 888: 0.0002064651822622
Position 5149: 0.00019612484042349463
Position 18996: 0.00018978257608130844
Position 11002: 0.00017671037506626977
Position 1096: 0.00017386215752215737
Position 3865: 0.00016912383250944926
Position 15646: 0.00016874210146269577
Position 20313: 0.0001555812357191595
Position 1004: 0.00015217295917546023
Position 22255: 0.00014844462669021775
Position 285: 0.00014444240384169196
Position 15920: 0.00014188651970986578
Position 17512: 0.0001412777745423085
Position 553: 0.00013329807768366238
Position 20582: 0.00013214433788615287
Position 295: 0.00012518387999969655
Position 4930: 0.00011299453733960834
