Gene = RHBDD2
index = 1138
Annotated 5SS: [ 313 3289 4901]
Annotated 3SS: [2880 4749 9043]
SMsplice 5SS: [ 313 4853]
SMsplice 3SS: [4725 9043]
top_k =  1000
Partition function (log Z): -4.994884406012693

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9917896473311856
Position 4853: 0.5188426730850081
Position 4901: 0.4688620586709573
Position 2539: 0.4611031786157272
Position 1368: 0.170091436242107
Position 6395: 0.14163285118194566
Position 2543: 0.06696183224327162
Position 637: 0.036055478483451586
Position 5627: 0.03296228144886685
Position 3990: 0.022966057568792494
Position 1546: 0.01301976743608796
Position 4050: 0.013014882943409503
Position 183: 0.00973568489675543
Position 3852: 0.008351876038846847
Position 6303: 0.008177353194748358
Position 2635: 0.008167309704856438
Position 2534: 0.008135928911071132
Position 4257: 0.007363557801049152
Position 7378: 0.007139564134657975
Position 2892: 0.0064451487990377105
Position 1427: 0.00585551979026897
Position 5548: 0.005112846961894244
Position 536: 0.004017126426485016
Position 167: 0.003584019638782249
Position 1231: 0.0033766539479001966
Position 3103: 0.0033141367147369416
Position 2982: 0.0028624955355191334
Position 7147: 0.0027634986266162455
Position 4267: 0.002693830488204391
Position 3515: 0.002534292719989461
Position 3289: 0.0024131451944150793
Position 3945: 0.002364630238769662
Position 5401: 0.0020899340604404234
Position 1351: 0.002064706065111469
Position 3655: 0.002044475916781377
Position 3720: 0.0018883785077210028
Position 2991: 0.0018613975725222873
Position 3144: 0.0018146377258959796
Position 5647: 0.001798822259838705
Position 8808: 0.0017836036233455916
Position 3932: 0.0017829687799178291
Position 2547: 0.00163728113142211
Position 6856: 0.0016310134094824347
Position 1648: 0.0013903546864660699
Position 155: 0.001282356742573272
Position 587: 0.0012804822008122922
Position 3333: 0.0012704603642636329
Position 1091: 0.000934924186417536
Position 4104: 0.000880289026268278
Position 1715: 0.000848011676516106
Position 1591: 0.0006404112077363174
Position 3982: 0.0006383328415831216
Position 2293: 0.0006211388583985334
Position 860: 0.0004632927333485698
Position 2057: 0.0004291224131702146
Position 1921: 0.00042472180864921343
Position 2117: 0.0003967766879068901
Position 2121: 0.0003728703904860685
Position 8772: 0.0003261154679711212
Position 1531: 0.00031711041097597775
Position 2674: 0.0002788042355874668
Position 1131: 0.00025269180389949736
Position 823: 0.00023661612372552246
Position 2612: 0.00023370408846283753
Position 650: 0.0001897472667682077
Position 3350: 0.000171754163097872
Position 5088: 0.00016501263596657676
Position 173: 0.00015373546039545953
Position 1905: 0.00011342373688740486
Position 1251: 0.0001089309825618555
Position 1729: 8.716156003073637e-05
Position 1674: 7.509000899740993e-05
Position 1690: 6.776304105735932e-05
Position 1737: 6.502432564946892e-05
Position 1512: 5.998611458247745e-05
Position 1053: 5.5563146694159244e-05
Position 479: 5.539224654254697e-05
Position 287: 3.953794751093883e-05
Position 1514: 3.471294419092194e-05
Position 368: 2.5854990337652827e-05
Position 968: 2.4416211425859043e-05
Position 5225: 2.3151419844805283e-05
Position 433: 2.062035000586565e-05
Position 868: 1.8322689878178555e-05
Position 1707: 1.7991764978999756e-05
Position 936: 1.756350707127294e-05
Position 5838: 1.351879334839992e-05
Position 1325: 1.33591501495017e-05
Position 157: 9.329406470813408e-06
Position 1204: 8.429884297475255e-06
Position 1156: 6.8026368360626424e-06
Position 2434: 4.632363219456814e-06
Position 2470: 4.068026765983194e-06
Position 175: 3.49100290822303e-06
Position 508: 2.9830110580641582e-06
Position 345: 2.0695298463508054e-06
Position 104: 1.97863990468336e-06
Position 893: 1.7033393220945911e-06
Position 1209: 1.6453564766344156e-06
Position 1027: 8.912607099299604e-07
Position 225: 8.44654166953571e-07
Position 682: 5.102873940463342e-07
Position 2059: 1.4032380647163426e-07
Position 1495: 5.8480287169280885e-08
Position 1375: 5.5024531545827096e-08
Position 1518: 3.678430270427038e-08
Position 417: 1.6592609962990626e-08
Position 1411: 1.5864535817377524e-08
Position 427: 7.99452493251437e-09
Position 495: 6.7044482166695064e-09
Position 242: 5.793297243246937e-09
Position 48: 5.359573057794341e-09
Position 351: 2.850442374556365e-09
Position 493: 1.0857565935448795e-09
Position 5935: 5.570369674647194e-10
Position 572: 4.6091058254993966e-10
Position 5550: 3.355108213436374e-10
Position 23: 1.8506713808148448e-10
Position 560: 2.0937492483032953e-11
Position 527: 3.655730048205174e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4725: 0.7426447065029537
Position 2416: 0.5168632411636218
Position 9043: 0.29274816877552867
Position 4749: 0.16743389823333368
Position 1297: 0.14356883652303884
Position 6270: 0.0871323608103805
Position 4785: 0.0783676652187671
Position 9536: 0.06817919524505417
Position 6394: 0.05978641517994046
Position 9888: 0.0504556354821585
Position 6346: 0.04952936141925644
Position 6289: 0.04799902135374671
Position 9119: 0.04096410832045161
Position 3814: 0.03782822329330506
Position 6475: 0.032010181260721936
Position 9799: 0.03028851245540817
Position 9557: 0.02890390885715446
Position 8921: 0.027015926926709292
Position 2374: 0.026842586522967955
Position 7239: 0.02640743427925123
Position 8078: 0.026042569436442516
Position 9725: 0.02574750064827199
Position 6553: 0.025396855967860402
Position 9077: 0.02107850674217002
Position 5456: 0.02086396294834046
Position 5318: 0.018776188950067604
Position 515: 0.017969669580043007
Position 9259: 0.015350974080894822
Position 8697: 0.014715564133186473
Position 2880: 0.013947075357467458
Position 8394: 0.013791864406054179
Position 404: 0.013486448646054583
Position 4967: 0.011549158930939087
Position 1426: 0.010402545553932491
Position 8464: 0.009008320187231116
Position 5533: 0.008876878061931418
Position 9621: 0.008554378038137552
Position 9227: 0.008177495145822663
Position 254: 0.008107495019156604
Position 8234: 0.008042709433692995
Position 1221: 0.007541333163290867
Position 7443: 0.007519532168750056
Position 9103: 0.006862446883276786
Position 9441: 0.006850626565911708
Position 9319: 0.00645879902295336
Position 5586: 0.006237776139566134
Position 908: 0.006224564473375204
Position 1256: 0.006099668286762968
Position 3929: 0.006038093024275244
Position 1266: 0.005907944249482497
Position 461: 0.005559077510235148
Position 5298: 0.005254046379359693
Position 9200: 0.005090954447566681
Position 1119: 0.004810522011574735
Position 6680: 0.0047100859795506725
Position 2810: 0.004624613508136058
Position 3944: 0.004588338625830847
Position 8133: 0.00454844413003621
Position 1335: 0.004520918818298751
Position 9497: 0.004457404437519673
Position 5039: 0.0041352587914182965
Position 7318: 0.003563308571852705
Position 9891: 0.003462087837457729
