Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30793 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  1000
Partition function (log Z): 31.89799089375813

Sorted 5' Splice Sites (High to Low Probability):
Position 26788: 0.9944701321528423
Position 31937: 0.9904938359779989
Position 31474: 0.9709974435691449
Position 26474: 0.9633653596707479
Position 33015: 0.9561906938196008
Position 21524: 0.9242245330076426
Position 8833: 0.923941067530614
Position 24478: 0.8996226893253514
Position 32590: 0.8312979696631794
Position 18598: 0.8170794806745465
Position 82: 0.8069507515830261
Position 7525: 0.6586413734256366
Position 22022: 0.6527628991908457
Position 20536: 0.5957681346365264
Position 4711: 0.5649110964428052
Position 30793: 0.4667365794793636
Position 30722: 0.44388214575949086
Position 9116: 0.44232727557235424
Position 8139: 0.4334961062015461
Position 30568: 0.3983572655434494
Position 7931: 0.3961244474134392
Position 20462: 0.38177330453200975
Position 4761: 0.24881202179846099
Position 16184: 0.20677853214229555
Position 20296: 0.202714566158981
Position 2667: 0.1986883970825398
Position 5663: 0.19658526910872987
Position 29108: 0.19153650590870203
Position 30564: 0.18602816055366547
Position 16975: 0.16614218853235074
Position 70: 0.1517556049821368
Position 23163: 0.1508438354848549
Position 7977: 0.14905714927462158
Position 26602: 0.13378981317571412
Position 2660: 0.13255045060647958
Position 7274: 0.13056318263257038
Position 2308: 0.11187133529667405
Position 30193: 0.11150172754505809
Position 30502: 0.09213490579117346
Position 18114: 0.09000556302636972
Position 6773: 0.08367904473472397
Position 32747: 0.07194419358395887
Position 30598: 0.07074533369496354
Position 7530: 0.06278589113407192
Position 30514: 0.056380940397554515
Position 7241: 0.055074131150629015
Position 9211: 0.04939993799891576
Position 30773: 0.04758236651584614
Position 7036: 0.04510852604616166
Position 5234: 0.043794156325826956
Position 32631: 0.04322347042274098
Position 3703: 0.04223290279743109
Position 20871: 0.03914893058728925
Position 17162: 0.032964611562084765
Position 7496: 0.03262822457114651
Position 21532: 0.028291770516217375
Position 467: 0.026733603331654362
Position 24795: 0.024494089861494678
Position 9098: 0.02306253762960142
Position 17999: 0.022456730226293208
Position 2458: 0.021508413406717483
Position 33168: 0.020662855472459517
Position 6754: 0.020060614637162414
Position 19194: 0.019783128774562495
Position 32646: 0.019684759802040708
Position 22026: 0.019372399367673904
Position 18679: 0.019320913131602627
Position 30897: 0.01890494508668435
Position 5238: 0.01849496321320911
Position 2384: 0.017279966209063077
Position 19742: 0.016219384531377914
Position 12709: 0.015750597877088133
Position 13589: 0.014180185468201972
Position 30465: 0.013622766384307584
Position 30590: 0.01204882166514587
Position 7231: 0.011959531481082782
Position 3685: 0.010739703694753883
Position 20944: 0.010587088527943347
Position 2673: 0.01027374482599402
Position 31428: 0.010143812341295152
Position 5017: 0.010074389620129203
Position 18716: 0.009368107183185634
Position 22318: 0.009288150486897484
Position 8312: 0.008569285785303422
Position 26478: 0.008402901633076647
Position 28671: 0.008047656193045165
Position 19914: 0.007823750733529502
Position 27683: 0.007183100346755892
Position 17025: 0.00711630818165393
Position 2379: 0.0071089854792262056
Position 16344: 0.0065181213703706595
Position 17915: 0.006502677996836451
Position 1407: 0.006458085745425735
Position 26259: 0.006127785013756599
Position 317: 0.005928584445767434
Position 2819: 0.00592807148830756
Position 8037: 0.005648073120400315
Position 33142: 0.005635920481936461
Position 26264: 0.005348508159914947
Position 135: 0.005330658206405745
Position 25228: 0.005290770567707922
Position 5696: 0.005017387498630545
Position 22062: 0.0047981468581014455
Position 29592: 0.004682113949554824
Position 4419: 0.004656289944810212
Position 29836: 0.004476132270899464
Position 31768: 0.004021640794080776
