Gene = GRHPR
index = 620
Annotated 5SS: [ 168 2310 3329 3989 5907 7171 7981 9473]
Annotated 3SS: [ 2178  3255  3871  5817  7065  7844  9341 13994]
SMsplice 5SS: [  140  2310  3329  3989  5907  7171  7981  9473 13291]
SMsplice 3SS: [ 2178  3255  3871  5817  7065  7804  9341 13182 13994]
top_k =  1000
Partition function (log Z): 5.994249352980181

Sorted 5' Splice Sites (High to Low Probability):
Position 9473: 0.978000364737135
Position 7171: 0.915518690416125
Position 5907: 0.8704993445475174
Position 3989: 0.8151768831966693
Position 2310: 0.7850788345305858
Position 7981: 0.7470443452052665
Position 3329: 0.6812889381929671
Position 13291: 0.6477928212663923
Position 140: 0.5607862575582335
Position 2998: 0.4956442088752294
Position 12252: 0.4499078799500143
Position 168: 0.310698006098018
Position 5716: 0.26125310245658406
Position 11826: 0.22202619939064405
Position 3825: 0.1691007068749666
Position 7714: 0.1567387488962232
Position 3479: 0.14844039948887652
Position 4008: 0.1424729959283691
Position 7642: 0.13550482328028915
Position 6616: 0.12013156382576586
Position 2321: 0.1134017932744032
Position 9246: 0.10043609677215048
Position 7578: 0.0985522174371918
Position 9204: 0.09013345281865331
Position 9871: 0.07565839013825779
Position 94: 0.07010851177702639
Position 11064: 0.06134994623059388
Position 6267: 0.05312028447374047
Position 12452: 0.04399440502779145
Position 1346: 0.043576815254700335
Position 6461: 0.04344271018506954
Position 5746: 0.04180632726071622
Position 9018: 0.039426657796108974
Position 3032: 0.0376585069930667
Position 6850: 0.03441788681705587
Position 2811: 0.031606955085292564
Position 3790: 0.02734280312968633
Position 8899: 0.024723596311601
Position 3637: 0.024007422858286737
Position 1510: 0.02133844193745006
Position 11837: 0.019647190098176864
Position 3516: 0.019538408697497147
Position 9389: 0.01658964265848728
Position 2238: 0.014993612342688983
Position 12256: 0.014272425385585902
Position 8608: 0.013740590255278377
Position 4845: 0.013320589450389086
Position 378: 0.013279814437339627
Position 6627: 0.013007945046321061
Position 2638: 0.012679871445043542
Position 7453: 0.012077699376485267
Position 3527: 0.01199408080368564
Position 60: 0.0109572834401206
Position 1704: 0.009103665958493053
Position 109: 0.008416886748254708
Position 1561: 0.007579198679647843
Position 3694: 0.007423266168218552
Position 5640: 0.007285372090708428
Position 10957: 0.0072762170105286185
Position 417: 0.007249555029427187
Position 2743: 0.006499315935182394
Position 1152: 0.005835113741493669
Position 8069: 0.005748562161794989
Position 5700: 0.005401086384580473
Position 5591: 0.005316559157119658
Position 3512: 0.004976108529045327
Position 2135: 0.00475947297310923
Position 2773: 0.004734248334248315
Position 4053: 0.004081089934089221
Position 2994: 0.004040273090749185
Position 9702: 0.004014782938495186
Position 12040: 0.0029904854687831275
Position 9235: 0.002873395231574203
Position 4792: 0.0027828373730764033
Position 66: 0.0024424241331278468
Position 145: 0.0024278594554144333
Position 2542: 0.0023552822532283027
Position 6455: 0.00229699283727158
Position 1558: 0.002220260056942049
Position 111: 0.002172365774253595
Position 8574: 0.0021440504817464966
Position 3439: 0.0019414607917835197
Position 9696: 0.0019086225032297754
Position 4512: 0.0016947196153413156
Position 4069: 0.0016723225387227456
Position 4508: 0.0014939668234314105
Position 1910: 0.0014074221914356737
Position 629: 0.0013972317583922915
Position 6766: 0.0013627082005767635
Position 412: 0.0012677577229923175
Position 4393: 0.0011936510304956002
Position 3834: 0.0010870048039825617
Position 9267: 0.0010258763939974412
Position 5555: 0.0009261773187896704
Position 13412: 0.000877957736007627
Position 13570: 0.0008369494491331325
Position 8643: 0.0008069297236457031
Position 13234: 0.0007958839985003611
Position 7360: 0.0007679963194671523
Position 3737: 0.000745262956549827
Position 2546: 0.0007256683670545404
Position 2282: 0.0007098469498686005
Position 3598: 0.0006404180173395766
Position 3444: 0.0006288787099719955
Position 1547: 0.0006001590641703558
Position 4262: 0.0005572738810223007
Position 2531: 0.0005354865488999594
Position 6114: 0.0005324363393121801
Position 13418: 0.0005102909220238861
Position 1485: 0.00048026576632851823
Position 785: 0.00046781448031222645
Position 13586: 0.0004295458753351076
Position 1904: 0.00042311217558024523
Position 7674: 0.00042030917972541663
Position 7457: 0.00034540724038456083
Position 2885: 0.0003203478935063774
Position 1587: 0.0003199338617719462
Position 1282: 0.00031800188479672557
Position 1037: 0.00029795550493875333
Position 2815: 0.0002789214878410477
Position 2340: 0.00027013026999883426
Position 1195: 0.00025720169374455527
Position 13238: 0.0002540443043392884
Position 4997: 0.0002199647970269344
Position 4880: 0.00020997476886653265
Position 1528: 0.00020571444935761288
Position 2929: 0.0001840490507492012
Position 5076: 0.00017616603980374673
Position 4900: 0.0001606513511527855
Position 4468: 0.000153084334678679
Position 933: 0.00012440401655545966
Position 3531: 0.00011784949372498631
Position 280: 8.842112568448883e-05
Position 787: 8.232430719085731e-05
Position 4869: 7.743323109500343e-05
Position 1182: 7.420397425690477e-05
Position 3370: 6.875785664186348e-05
Position 339: 5.4243709451277655e-05
Position 432: 5.0249410467057926e-05
Position 1516: 4.539759274950652e-05
Position 2186: 4.474796329079509e-05
Position 2642: 4.298821738363513e-05
Position 1698: 3.6034795061468147e-05
Position 1593: 3.0056682164249183e-05
Position 50: 2.7961175090694194e-05
Position 1727: 2.523935080417211e-05
Position 687: 2.281991467642686e-05
Position 1928: 2.1838065994571397e-05
Position 1361: 1.858992489588411e-05
Position 206: 1.5946681046453746e-05
Position 699: 1.5871799644325136e-05
Position 7213: 1.110866925892275e-05
Position 10920: 8.803210245038891e-06
Position 11119: 7.452395140259703e-06
Position 4568: 2.9646126103462694e-06
Position 2181: 2.8986008962061296e-06
Position 9783: 2.5669794133623915e-06
Position 8058: 2.2878973580122164e-06
Position 3993: 1.6973934319729449e-06
Position 3981: 1.6712902326174014e-06
Position 1248: 6.818004107379435e-07
Position 606: 1.6024009300685335e-07
Position 1874: 8.542744102938209e-08
Position 115: 7.252807950707735e-08
Position 246: 5.477020908547858e-08
Position 292: 3.78904123077501e-08
Position 454: 1.2144974590868799e-08
Position 235: 1.1173552185302439e-08
Position 270: 5.761408324542184e-09
Position 307: 4.4839917510219167e-10
Position 186: 4.304364146721158e-10
Position 722: 3.905937913455512e-10
Position 772: 1.7532511489088358e-12
Position 524: 6.821672480283077e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9341: 0.9509462961265231
Position 2178: 0.8971005116354936
Position 5817: 0.8694122152108746
Position 7065: 0.8555955845020972
Position 13994: 0.8376678659723201
Position 3255: 0.7172451314381645
Position 13182: 0.5707987918029636
Position 12171: 0.4775067015890916
Position 7804: 0.4265421154579321
Position 3909: 0.41070389631402304
Position 2878: 0.38008969266075915
Position 7540: 0.3771347381191146
Position 3871: 0.32475657954175124
Position 3618: 0.29701893962384035
Position 7844: 0.24375278045277063
Position 11734: 0.2406995956777228
Position 9080: 0.1889114495438188
Position 5579: 0.16779494085712918
Position 2926: 0.13098670116795313
Position 3431: 0.12408654087564853
Position 6519: 0.11464790867020469
Position 13158: 0.07881613210081781
Position 3897: 0.07836707222909978
Position 5639: 0.07696811498688148
Position 13467: 0.054694152915530585
Position 6362: 0.0499865899438661
Position 7915: 0.04747531877064339
Position 2704: 0.04268600882308163
Position 3930: 0.04076850938316793
Position 9686: 0.03793051858966347
Position 7070: 0.034521655179289436
Position 5668: 0.033907675526892805
