Gene = DTWD2
index = 474
Annotated 5SS: [   252  43987  49350  60009 140456]
Annotated 3SS: [ 43895  49254  59815 140326 147457]
SMsplice 5SS: [   252  19058  33220  38127  43987  49350  55435  60009  93688 129458
 140456]
SMsplice 3SS: [ 18946  33131  37995  43895  49254  55265  59815  93602 129288 140326
 147457]
top_k =  1000
Partition function (log Z): -66.46156302409275

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.8128600918918847
Position 19058: 0.6849847585942931
Position 6914: 0.3396522636598012
Position 6639: 0.20530494941090066
Position 539: 0.16191731415472618
Position 8518: 0.16129373885878662
Position 14142: 0.10596535766074987
Position 8895: 0.09274349680519331
Position 6732: 0.08312641066295297
Position 5480: 0.07796395313695591
Position 8578: 0.07462399279261146
Position 2443: 0.06885824450410652
Position 8456: 0.06814536988538164
Position 5706: 0.06779969944908906
Position 6952: 0.06774170238127414
Position 10251: 0.06297033168255352
Position 5070: 0.04958001640572156
Position 5440: 0.04616702138074474
Position 416: 0.027990790353657598
Position 14698: 0.02797510746108159
Position 5316: 0.016509587629883804
Position 4710: 0.010141392766154058
Position 3223: 0.009195476135525944
Position 2743: 0.006492892496448211
Position 2937: 0.0058419967640358774
Position 185: 0.005261024491781644
Position 306: 0.005125074059482514
Position 8557: 0.004730797876360528
Position 7063: 0.0030322234801902362
Position 1818: 0.0021304737895202043
Position 2900: 0.001552356483131028
Position 8165: 0.0009416746487813429
Position 4656: 0.0008319378940568709
Position 6922: 0.0007654026265928643
Position 1186: 0.0007486827589261583
Position 1326: 0.0005394967721520458
Position 738: 0.0005224284106571065
Position 11839: 0.0004485135062718596
Position 763: 0.0004478248885218789
Position 436: 0.0004233535488941097
Position 3928: 0.0003778056976840534
Position 2749: 0.0003619558996602039
Position 2674: 0.0002824455939385952
Position 4641: 0.0002744053167657337
Position 8424: 0.00024149549484583712
Position 4721: 0.00023010121219082207
Position 2385: 0.00022181919606388502
Position 4831: 0.00022110740533038553
Position 2475: 0.0002095363681182546
Position 1720: 0.0001800239148097261
Position 211: 0.00015179629058810202
Position 13116: 0.00013911983607249655
Position 374: 0.0001352391579741474
Position 546: 0.00012884637838976015
Position 841: 0.00011359956645915582
Position 2525: 0.00010428945900801488
Position 2774: 0.00010403396272188183
Position 694: 8.092746765105969e-05
Position 860: 8.052514486836934e-05
Position 5624: 7.236313725056314e-05
Position 4614: 6.394151558071976e-05
Position 5492: 5.514530295704989e-05
Position 555: 4.7914499624078935e-05
Position 2447: 3.6283261905599955e-05
Position 5658: 2.9526356598972574e-05
Position 5115: 2.9463642260812688e-05
Position 707: 2.783282768771585e-05
Position 4835: 2.7288186743173375e-05
Position 198: 2.454401504439377e-05
Position 5461: 1.9153882475971842e-05
Position 3008: 1.4245687997267343e-05
Position 3328: 1.3470030607993614e-05
Position 4210: 1.2890548560520554e-05
Position 237: 1.276264397311559e-05
Position 4334: 1.1872712707817902e-05
Position 2755: 1.0714987227821542e-05
Position 3350: 9.897475987634788e-06
Position 4892: 9.553173766670408e-06
Position 3418: 7.270543847240739e-06
Position 4477: 7.162137496474964e-06
Position 952: 5.76619852095865e-06
Position 477: 5.687765097811393e-06
Position 2257: 5.524127933876677e-06
Position 3640: 5.450124756060404e-06
Position 1143: 3.827058457822282e-06
Position 1957: 3.5897832672661194e-06
Position 1264: 3.5824182577518784e-06
Position 2998: 3.281447048263494e-06
Position 2989: 2.901807483658559e-06
Position 1936: 2.4545671736202352e-06
Position 1511: 2.313895835189215e-06
Position 5876: 1.7221044024431165e-06
Position 27: 2.3707571191869067e-07
Position 525: 1.9957782243297146e-07
Position 1112: 1.8195587549032092e-07
Position 564: 1.5307983681109663e-07
Position 501: 1.398409689788835e-07
Position 1854: 1.0082425773354896e-07
Position 328: 9.34541713200259e-08
Position 366: 9.26860382753755e-08
Position 2206: 7.481965283102975e-08
Position 785: 7.350663354240283e-08
Position 142: 5.200588489062941e-08
Position 25: 2.7202741708724814e-08
Position 380: 1.0912798109325425e-09
Position 506: 9.880776275070302e-10
Position 39: 4.670183301864531e-10
Position 610: 2.660632271471008e-10
Position 696: 7.390964215565798e-11
Position 73: 6.032958343244149e-11
Position 625: 2.803583645189105e-11
Position 572: 2.7955450355351757e-11
Position 646: 2.615699336386262e-12
Position 599: 3.7990961901189425e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 18946: 0.8441222956590854
Position 26313: 0.3266743658448726
Position 8375: 0.2788577571949429
Position 6846: 0.2646627048083905
Position 6500: 0.20884779853169372
Position 26697: 0.18736210834126607
Position 19532: 0.14067382625338923
Position 6765: 0.13247781684190632
Position 14013: 0.0943142429665903
Position 14423: 0.09127350999649848
Position 5216: 0.0673503542460545
Position 10103: 0.06674716887564844
Position 8755: 0.06292102261886115
Position 4971: 0.06220541197952522
Position 5378: 0.06044037499057873
Position 5562: 0.05721390313824664
Position 2352: 0.053433749642466645
Position 6639: 0.039903453292415604
Position 24194: 0.03950094440460904
Position 6230: 0.0378191099668705
Position 8351: 0.03264250982324925
Position 8808: 0.03169820733414325
Position 18022: 0.022375963320111894
Position 13994: 0.017705334725661517
Position 2302: 0.015020862344296664
Position 6731: 0.010108002005921
Position 435: 0.00952340934284205
Position 17556: 0.008447608913163951
Position 5584: 0.007077411166577297
Position 5196: 0.007058048898255098
Position 2673: 0.006935476960855566
Position 4588: 0.006332510051093371
Position 14702: 0.005903431129577972
Position 6482: 0.004660478104315814
Position 4613: 0.00439112443951558
Position 3117: 0.004328986821209927
Position 18542: 0.004243833532368634
Position 6264: 0.004086830089601712
Position 2875: 0.00385883343456522
Position 356: 0.0037863558822663003
Position 3141: 0.0031325337074674673
Position 8703: 0.0031120606576343726
Position 17790: 0.003075552183637124
Position 2826: 0.00269211296113369
Position 10663: 0.0022406238120423775
Position 1719: 0.00221925610413898
Position 9082: 0.0017313128769123186
Position 8053: 0.0015768431185337946
Position 18709: 0.0015385082348691578
Position 2652: 0.0013171299221004691
Position 344: 0.0012460768774144094
Position 15891: 0.00123885518239477
Position 2383: 0.0012345600767869247
Position 5315: 0.0009654639483483698
Position 7415: 0.0008686448215314141
Position 11680: 0.0008542178049643309
Position 8621: 0.0006716201341537044
Position 14499: 0.0006628349723561694
Position 3172: 0.0006472422841285159
Position 4283: 0.0006374641709924262
Position 15685: 0.0006021479574440749
Position 8549: 0.0005881593196919968
Position 1176: 0.0005743880458435046
Position 5490: 0.0004873635302900905
Position 328: 0.00046394117269963914
Position 402: 0.00045955689151454867
Position 10954: 0.0003772974528098002
Position 3826: 0.00035655637648028906
Position 2521: 0.0002935791350248169
Position 8638: 0.00024114885696612144
Position 2631: 0.00023646400698833513
Position 1589: 0.0002315469779059124
Position 3105: 0.00023136713333626885
Position 4764: 0.0001883026088366163
Position 7748: 0.00018660464604550606
Position 2485: 0.00015542401698080823
Position 514: 0.0001500029538709356
Position 12957: 0.00013911983607249655
Position 2888: 0.00013475314199186994
Position 9268: 0.00011950977604030068
Position 10273: 0.0001171489450111464
