Gene = CTBS
index = 417
Annotated 5SS: [  226  3883  4534  8624 10730 11208]
Annotated 3SS: [ 3743  4324  8451 10631 11045 19264]
SMsplice 5SS: [  226  3883  4534  8624 11220]
SMsplice 3SS: [ 3743  4324  8451 11045 24220]
top_k =  1000
Partition function (log Z): -4.064777213060619

Sorted 5' Splice Sites (High to Low Probability):
Position 8624: 0.9862001909910955
Position 3883: 0.9718417875597251
Position 4534: 0.827164621960512
Position 226: 0.7403952099200067
Position 11220: 0.6485611037328087
Position 10730: 0.5444080105203625
Position 11208: 0.3166203192382212
Position 20118: 0.2320193596198298
Position 433: 0.16490004442882794
Position 3692: 0.13491145743633634
Position 3680: 0.11458848287179897
Position 2689: 0.11116175723684896
Position 4872: 0.10866630904698749
Position 549: 0.09853848964869065
Position 14139: 0.08512874735500535
Position 10693: 0.08487502104698155
Position 6319: 0.0767987688251016
Position 8367: 0.0622600537041595
Position 2718: 0.044457881144788776
Position 21645: 0.03529675719004506
Position 13811: 0.03466461413295052
Position 10257: 0.02602641456626704
Position 8335: 0.02186920115540954
Position 6389: 0.021331811331747226
Position 8269: 0.02042230066221934
Position 3663: 0.01969471980434727
Position 3364: 0.017660788797957527
Position 5030: 0.016989037713641717
Position 2986: 0.015596767691928984
Position 8236: 0.015234607010689965
Position 1280: 0.014742646437224808
Position 2965: 0.014662024362129529
Position 14146: 0.014125507988184583
Position 5952: 0.013507187489947146
Position 865: 0.013245983222393384
Position 5147: 0.013191454818910183
Position 7107: 0.012298890350519792
Position 5859: 0.012237240633560915
Position 252: 0.010641875921391247
Position 11988: 0.006580904906405478
Position 16528: 0.006015054651352286
Position 8029: 0.00595059781976237
Position 8925: 0.005865662079561976
Position 2745: 0.005018649041486813
Position 8843: 0.004761746855122563
Position 4222: 0.00470863787445682
Position 4251: 0.0045721077596625045
Position 10948: 0.004239743471880168
Position 14: 0.00413772925702139
Position 8574: 0.004013026962414408
Position 284: 0.0037509598026905485
Position 2902: 0.0037326524348399006
Position 22118: 0.0035619583335563952
Position 307: 0.003241034650655848
Position 2541: 0.003108482040354328
Position 8163: 0.002898223596976588
Position 14220: 0.0028024622590689862
Position 5672: 0.0027569565231298915
Position 12346: 0.0027527686758594093
Position 20039: 0.0026996414614336474
Position 278: 0.0024894415173638317
Position 10938: 0.002476715168506952
Position 3658: 0.0021683003693959563
Position 2600: 0.002034300299749061
Position 710: 0.002017144001949999
