Gene = CPOX
index = 404
Annotated 5SS: [  775  2712  3092  5011  8283 12317]
Annotated 3SS: [ 2567  2980  4868  8063 12211 12952]
SMsplice 5SS: [  705  2712  3092  5011  8283 12317]
SMsplice 3SS: [ 2567  2980  4868  8063 12211 12952]
top_k =  1000
Partition function (log Z): 2.2150238566454092

Sorted 5' Splice Sites (High to Low Probability):
Position 8283: 0.9863405697066143
Position 3092: 0.9720989677016854
Position 12317: 0.9613013956089665
Position 5011: 0.8156992776011294
Position 4062: 0.5974426993289452
Position 2712: 0.5877575798487442
Position 705: 0.423515400157496
Position 13032: 0.4014718078303311
Position 726: 0.2445859453276977
Position 109: 0.22012669140603267
Position 13213: 0.18132317885678928
Position 775: 0.14665260144067307
Position 5921: 0.09698032821708917
Position 8894: 0.09313743314654319
Position 5015: 0.08500084634556207
Position 6609: 0.0582422409532144
Position 8158: 0.04569863987804378
Position 12154: 0.03993828692445892
Position 157: 0.03516497821180645
Position 964: 0.03161313076421804
Position 203: 0.031246338815389286
Position 12619: 0.029602447246992562
Position 8506: 0.02759505748725092
Position 12577: 0.026863594556260657
Position 6062: 0.022137660114927918
Position 2624: 0.019567465987332486
Position 151: 0.01866028801829665
Position 7692: 0.017318439969060854
Position 11198: 0.01633831513964877
Position 438: 0.015506933527104796
Position 12141: 0.015476352036697385
Position 9158: 0.01535197307517046
Position 2056: 0.015198395840182222
Position 13494: 0.014540388608189275
Position 2941: 0.013326057743632382
Position 10789: 0.012243134868200759
Position 2374: 0.011949252205014077
Position 8117: 0.011191389636443134
Position 6523: 0.010084599600746395
Position 1053: 0.009950269416706934
Position 8952: 0.009269667219958954
Position 12646: 0.007831184631710206
Position 470: 0.007657613020710091
Position 8742: 0.007278668012401257
Position 8804: 0.007129504443639842
Position 10516: 0.006770952202526565
Position 7946: 0.0067482353258601305
Position 873: 0.006502640667735778
Position 7351: 0.005899198767012104
Position 6340: 0.005636580709014165
Position 6905: 0.005346879627503364
Position 3265: 0.004919817345104108
Position 11000: 0.0041969413928973215
Position 12900: 0.0033921449372581423
Position 5941: 0.0033339702742882058
Position 2029: 0.00286456415754896
Position 12212: 0.002741910816749602
Position 8327: 0.002740898949805016
Position 10701: 0.0027187178949382713
Position 10830: 0.0025962309953788654
Position 3117: 0.002513344589227345
Position 4032: 0.0022933936937347627
Position 3712: 0.0016851626526825467
Position 8170: 0.0016650737923553365
Position 11570: 0.0016235352735903537
Position 1085: 0.001537707012547656
Position 1238: 0.0014632893181446072
Position 758: 0.0014267693528393422
Position 3326: 0.0013686929877168301
Position 2981: 0.0013019350231368975
Position 9769: 0.0012121150825744353
Position 2602: 0.0011776234901930578
Position 5687: 0.0011444970943124467
Position 825: 0.0011348208076268674
Position 820: 0.0010303663802846248
Position 1612: 0.0010141006646100933
Position 4189: 0.0009875025880334812
Position 11300: 0.0009005904715477813
Position 877: 0.0008780807499086337
Position 8064: 0.0008003088281542281
Position 10806: 0.0007500572088235066
Position 12704: 0.000729241542634211
Position 474: 0.000704205905016643
Position 1193: 0.0006990464766034888
Position 7363: 0.0006448892703609621
Position 4004: 0.0005814529467772777
Position 2044: 0.00042322300363902135
Position 2077: 0.00040003561376460167
Position 8160: 0.0003617498066988074
Position 13065: 0.00034540085596195186
Position 1144: 0.00033335244353412114
Position 832: 0.00032068641683612317
Position 3920: 0.0003140007178346365
Position 4193: 0.000271187925942263
Position 2356: 0.00026307937463000756
Position 4195: 0.00023553276722232156
Position 3924: 0.00022348006969424134
Position 3344: 0.00020843426149216068
Position 4011: 0.00018111476821593622
Position 4191: 0.0001769453398283872
Position 13597: 0.00017191622081679284
Position 4197: 0.0001612540441530594
Position 3719: 0.00015737056089025082
Position 3134: 0.00013555379733121373
Position 5497: 0.00013003352762838547
Position 305: 0.00012050018115839922
Position 4296: 0.00011909574214398343
Position 4199: 0.0001111299830248026
Position 2816: 0.00010205257385552753
Position 1204: 0.00010005728638336256
Position 5565: 9.594614069510473e-05
Position 5570: 9.012615187872131e-05
Position 12286: 8.229701265740209e-05
Position 357: 7.312287881775373e-05
Position 2693: 6.632468269140738e-05
Position 504: 6.54231402977828e-05
Position 989: 6.305772008235455e-05
Position 122: 6.181716685001072e-05
Position 4201: 6.132318495372789e-05
Position 1548: 6.072876352107809e-05
Position 2733: 5.808949796036352e-05
Position 209: 5.301909651757439e-05
Position 4203: 5.073063863283603e-05
Position 4968: 4.596328418099691e-05
Position 4865: 4.095309000133986e-05
Position 4980: 3.892113963780025e-05
Position 5694: 3.8623171891661765e-05
Position 332: 3.0445663399215777e-05
Position 1683: 2.9954172690986194e-05
Position 4530: 2.9741121598586003e-05
Position 419: 2.4601287928421557e-05
Position 6540: 2.3231277169742885e-05
Position 7619: 2.057906876829336e-05
Position 5710: 1.0104821061441418e-05
Position 5382: 1.0074921005028665e-05
Position 5669: 8.857274145092835e-06
Position 8495: 8.505560080051677e-06
Position 299: 6.368799885039724e-06
Position 7153: 3.812335369079304e-06
Position 8318: 3.1556556880089408e-06
Position 884: 1.0254205968461011e-06
