Gene = ZC3HC1
index = 1595
Annotated 5SS: [  231  2419 10501 11988 22550 25294 27189 27941 29133]
Annotated 3SS: [ 2306 10349 11903 22421 25138 26944 27727 28925 32718]
SMsplice 5SS: [  231  7824 11988 22550 27189 27941]
SMsplice 3SS: [ 7660 11903 22421 27087 27727 28925]
top_k =  1000
Partition function (log Z): -0.780114979399765

Sorted 5' Splice Sites (High to Low Probability):
Position 11988: 0.9962067372382296
Position 27941: 0.9718108716504807
Position 27189: 0.9495766222816439
Position 231: 0.8981179348521784
Position 7824: 0.8448216063614555
Position 22550: 0.747154013164161
Position 29133: 0.6801147906901515
Position 25294: 0.488072452429972
Position 6136: 0.34734578723064
Position 10501: 0.3084085408613635
Position 21612: 0.2835698180600839
Position 2526: 0.2513038875548758
Position 827: 0.21406623243586817
Position 1009: 0.20123580354584977
Position 27003: 0.1417758212809831
Position 28729: 0.13010346596867928
Position 2478: 0.11993425794455244
Position 12717: 0.11860064599815119
Position 22341: 0.057452081387154214
Position 3047: 0.04353936612168485
Position 10512: 0.039006238598781766
Position 28679: 0.03831156606674098
Position 6652: 0.03526140732267485
Position 28275: 0.03501271544859523
Position 8300: 0.031945062150968914
Position 8159: 0.031935045093152786
Position 32863: 0.027786953912520253
Position 7183: 0.0263263223357156
Position 28529: 0.02227461115156402
Position 28315: 0.02123732091473928
Position 27881: 0.020767594172689047
Position 28595: 0.01972133144758291
Position 30849: 0.017219919282968513
Position 98: 0.016126257154563575
Position 1537: 0.015766668067272775
Position 1556: 0.014130425976876419
Position 6068: 0.013789798149588034
Position 6234: 0.013008495619219369
Position 32202: 0.011639448524958691
Position 2771: 0.010913250246153583
Position 2667: 0.010857584215581554
Position 28705: 0.010787004357402692
Position 25290: 0.010136759293499786
Position 30020: 0.008945292300997595
Position 10908: 0.008566313407985221
Position 32993: 0.008095084479063885
Position 464: 0.007920378808702756
Position 28592: 0.007514144232961762
Position 5504: 0.007171578598562841
Position 6683: 0.006813426072475417
Position 10177: 0.00561930453954792
Position 8538: 0.005337076869761342
Position 29614: 0.004603709184837822
Position 21863: 0.004583202329548496
Position 6014: 0.0042900960789819965
Position 2438: 0.0035756536554181336
Position 28287: 0.0033467010603414815
Position 28473: 0.003272216438722956
Position 30879: 0.002811830081170792
Position 28669: 0.002642049484583375
Position 30667: 0.002614358689122735
Position 30959: 0.0024214185426216853
Position 28322: 0.0023002388215124293
Position 1653: 0.0016164582801742886
Position 118: 0.0015182694580545063
Position 763: 0.001481228080868118
Position 6414: 0.0014632004979030658
Position 29184: 0.001351462927307544
Position 599: 0.0013203770142842285
Position 30088: 0.0012296437652018826
Position 1756: 0.0011020244606486825
Position 254: 0.0010930741296950749
Position 1142: 0.0010173912010800702
Position 28620: 0.0009937178778860072
Position 10815: 0.0009608643359296112
Position 657: 0.0008363766048094789
Position 29954: 0.0008088941115069654
Position 28700: 0.0007820357594445245
Position 28822: 0.0007783957065262321
Position 28517: 0.000721059229112577
Position 28349: 0.0006597019563530286
Position 28986: 0.0005809284893075489
Position 2127: 0.000552228086242049
Position 3502: 0.0005217925947942411
Position 1174: 0.00041675566734795147
Position 22700: 0.0003975649025002526
Position 1546: 0.00039659069670008456
Position 14802: 0.00033759448310598944
Position 299: 0.00033437957053221126
Position 2001: 0.0003035875565651591
Position 29153: 0.0002861169483702403
Position 718: 0.0002565268325338764
Position 476: 0.0002520397375973908
Position 1341: 0.00024251770734536805
Position 319: 0.00021286042584483633
Position 28534: 0.00016298817348868162
Position 2005: 0.00013188021136676054
Position 1533: 0.00010935934157037483
Position 30785: 0.00010885748060647537
Position 1298: 8.891860433761498e-05
Position 243: 8.026695542608129e-05
Position 6065: 8.000985279135625e-05
Position 309: 7.125238660614489e-05
Position 140: 6.92141114407331e-05
Position 2051: 6.920135636641673e-05
Position 12893: 5.769630220994035e-05
Position 28500: 5.5623422941582675e-05
Position 812: 5.3232590339681864e-05
Position 235: 4.31517907892663e-05
Position 2587: 4.113422175219539e-05
Position 28392: 4.001126761113874e-05
Position 124: 3.808396561397744e-05
Position 489: 3.805054424527039e-05
Position 2581: 3.4309187579347955e-05
Position 2075: 3.3948084792213826e-05
Position 1831: 3.2099777017962036e-05
Position 2546: 1.6187129683147463e-05
Position 13162: 1.5242875757109533e-05
Position 791: 1.5087788619098941e-05
Position 29941: 1.4500349915186682e-05
Position 145: 1.3550531930118063e-05
Position 1701: 1.3534753605981971e-05
Position 111: 9.957137452901994e-06
Position 2495: 8.479107997558858e-06
Position 292: 7.097568020327519e-06
Position 847: 6.033276351406084e-06
Position 629: 4.781004911901168e-06
Position 670: 4.289220678013347e-06
Position 2432: 2.535556371939764e-06
Position 642: 2.457970198741547e-06
Position 2331: 1.805984571466101e-06
Position 2660: 1.5604584248711614e-06
Position 371: 1.2655121023498844e-06
Position 678: 1.0756700713242341e-06
Position 29157: 1.0706480958237383e-06
Position 335: 9.465768579506704e-07
Position 1043: 8.762447143753978e-07
Position 36: 4.4870551853101665e-07
Position 408: 3.804777425754494e-07
Position 715: 3.724680082153901e-07
Position 410: 3.004521486634557e-07
Position 745: 2.8654352536843726e-07
Position 1292: 2.488390389019327e-07
Position 2264: 1.401846627497746e-07
Position 2677: 5.242514631453638e-08
Position 261: 6.0103693687209915e-09
Position 148: 2.66494893880715e-09
Position 223: 1.2396803524411365e-09
Position 441: 2.0577248034862208e-11
Position 379: 3.1747518542864477e-12
Position 532: 1.976453304320329e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 27727: 0.9834463409921497
Position 27087: 0.9093476380693658
Position 11903: 0.9058080648240089
Position 7660: 0.8448216063614553
Position 28925: 0.8352530010091027
Position 22421: 0.7475515780666611
Position 25138: 0.4982092117234718
Position 5962: 0.3708156202373677
Position 10365: 0.3418715490931591
Position 2306: 0.29113559711917775
Position 21475: 0.2835698180600839
Position 32718: 0.24735794965780084
Position 30732: 0.20393485713267412
Position 28428: 0.19237221967457396
Position 26944: 0.1730041804348308
Position 699: 0.09204107509170925
Position 12598: 0.0813452045388726
Position 29282: 0.07745037976895545
Position 898: 0.06662488232657866
Position 930: 0.06504026838953778
Position 22083: 0.057452081387154214
Position 30809: 0.05096717664444096
Position 32979: 0.050052875885382
Position 28235: 0.04628569293735808
Position 29899: 0.04601186606602152
Position 962: 0.04460673643326567
Position 28577: 0.04121214882841713
Position 2748: 0.038120315821021565
Position 2331: 0.03787898090135318
Position 8019: 0.03660982522257757
Position 30634: 0.03587747953028732
Position 6593: 0.03340356246126531
Position 745: 0.0321385332427642
Position 32763: 0.028889603726915503
Position 11878: 0.027647377106146554
Position 29307: 0.025025511590540138
Position 2465: 0.02502517331332511
Position 11836: 0.02435949747133573
Position 7015: 0.023590989574878703
Position 8181: 0.021960394115377018
Position 1385: 0.020869133526432396
Position 12594: 0.020770328463866925
Position 11867: 0.019967858295240344
Position 11818: 0.018393954031506808
Position 2432: 0.017506621430030574
Position 30084: 0.01738788325235081
Position 31846: 0.01680207150478996
Position 2611: 0.015906337595830548
Position 33121: 0.015697212767617135
Position 28964: 0.015454620975115178
Position 33077: 0.014381845661793263
Position 12531: 0.013533291060665916
Position 28190: 0.013003166551723806
Position 26966: 0.009000625058430287
Position 1486: 0.008982544882738037
Position 748: 0.008570006480898474
Position 6176: 0.00832190287219247
Position 10645: 0.007838576742837769
Position 28390: 0.007811619372838128
Position 30788: 0.007137058599793823
Position 9996: 0.006502565167852862
Position 416: 0.0062305047739603155
Position 715: 0.005969354565449594
Position 27783: 0.005599080350887565
Position 7973: 0.005123057463659534
Position 28164: 0.004915847399444069
Position 2879: 0.004593888501912674
Position 21713: 0.004583202329548495
Position 5412: 0.004549376133252674
Position 32103: 0.004253615466974655
Position 30279: 0.004161167495032214
Position 28522: 0.004104200577132515
Position 6527: 0.0037561968340608163
Position 32136: 0.0036358204798610724
Position 718: 0.0035451640399663444
Position 8451: 0.003516681780662178
Position 28617: 0.003406222807549947
Position 30770: 0.0033418918039117584
Position 31904: 0.003214433462298797
Position 874: 0.0031467018458613224
Position 29595: 0.00313398099674954
Position 32682: 0.0031275716149612625
Position 29686: 0.0030434623773245473
Position 12618: 0.002997488131285811
Position 2898: 0.002958215543483315
Position 10498: 0.0029013534348409794
Position 32738: 0.002853160185875056
Position 28134: 0.0027482912521835934
Position 7103: 0.002735332760836908
Position 29445: 0.002697156486098593
Position 823: 0.002546618737760211
Position 611: 0.0025236175956701488
Position 5362: 0.0024644807120227
Position 352: 0.002451126110478865
Position 2287: 0.002443288052176969
Position 27806: 0.002407283470709596
Position 430: 0.0023050601293438007
Position 31250: 0.002274159740289846
Position 31762: 0.002270813840268728
Position 29758: 0.0020900688997132983
Position 1530: 0.0020832501931290948
Position 32067: 0.0020267266425788516
Position 33022: 0.0019501703347628403
Position 9977: 0.001758616303840271
Position 31370: 0.0017429970730443935
Position 10668: 0.0016886010010770613
Position 30189: 0.0016770345002349685
Position 8201: 0.001675984039074204
Position 6490: 0.0016512442900525335
Position 32789: 0.001630455408944643
Position 30923: 0.0016208353516863642
Position 29494: 0.001397965382931146
Position 599: 0.001304203857367352
Position 27768: 0.001299941368583453
Position 28550: 0.0012792441515579217
Position 29229: 0.0012468928470576268
Position 335: 0.0012397106458939245
Position 27828: 0.001212234450114068
Position 6550: 0.001193674853482015
Position 31207: 0.0011576777948800385
Position 6599: 0.0010488332251109172
Position 29629: 0.0010428269058273712
Position 578: 0.001027782593712365
Position 6534: 0.0010213217311786545
Position 2310: 0.0009725845808383544
Position 28942: 0.0009558722837909752
Position 563: 0.0009439440805226061
Position 31876: 0.0008986017890429066
Position 28210: 0.0008558268678853415
Position 762: 0.0007691626925266569
Position 28409: 0.0007629976759506159
Position 2841: 0.00070464464556183
Position 2190: 0.0007040815071362512
Position 28629: 0.0006688164880102947
Position 1107: 0.0006502781439683585
Position 30944: 0.0006478951169918307
Position 2916: 0.0006421385742334403
Position 560: 0.0006361183528005648
Position 30000: 0.0006113279989177237
Position 1975: 0.0006093869015607286
Position 29848: 0.0005236009666627651
Position 28580: 0.0005194849931977416
Position 29055: 0.0005099274140225904
Position 6306: 0.0004898891684227898
Position 2573: 0.00045050916281240384
Position 621: 0.0004481222027431313
Position 633: 0.0004371415759663711
Position 28155: 0.0004006567671444781
Position 701: 0.00039530447708887754
Position 29037: 0.00036705400664253945
Position 6285: 0.000349975151140994
Position 2985: 0.0003335056172501042
Position 8368: 0.0003312414925325346
Position 1590: 0.00031861779213549114
Position 2335: 0.00030039214272594594
Position 3387: 0.0002990034478982779
Position 28073: 0.00027709263118636603
Position 629: 0.00027467160449945146
Position 30107: 0.0002593185730563018
Position 14484: 0.00022450433951907542
Position 1607: 0.00022379324779534754
Position 3466: 0.0002227891468959628
Position 1635: 0.00022041604807018577
Position 28529: 0.00021225272737832124
Position 28728: 0.0002050600547389366
Position 645: 0.00020321711320142743
Position 27936: 0.00019415038693012453
Position 772: 0.0001932802007958781
Position 2402: 0.00018503290080059293
Position 653: 0.0001847079060083774
Position 826: 0.00016883402574247657
Position 1723: 0.0001665802417354231
Position 28584: 0.0001617929166466869
Position 5311: 0.00015772175328747034
Position 2614: 0.00014456037529789466
Position 28885: 0.00014315477244760956
Position 27933: 0.00014120537079565906
Position 464: 9.797568458074643e-05
Position 1396: 9.695235942523742e-05
Position 1430: 8.929262686620577e-05
Position 14722: 8.716715646912214e-05
