Gene = IL17RD
index = 690
Annotated 5SS: [  215 45120 50684 55183 55839 59266 59519 61034 62285 62897 64197 67780]
Annotated 3SS: [45061 50557 55063 55717 59220 59366 60967 62229 62785 64011 66836 68869]
SMsplice 5SS: [  215 45120 50684 55183 55839 59519 60295 61034 62285 62897 66946]
SMsplice 3SS: [45061 50557 55063 55717 59366 60239 60967 62229 62785 66836 72304]
top_k =  1000
Partition function (log Z): -37.737258948012254

Sorted 5' Splice Sites (High to Low Probability):
Position 215: 0.6899822922774755
Position 6460: 0.49703916536117887
Position 450: 0.26740932591282657
Position 8512: 0.19219952666366374
Position 8601: 0.09072252145907278
Position 7576: 0.07694874011000177
Position 3938: 0.07285657880524424
Position 13629: 0.06137125354996087
Position 3458: 0.04473547777353215
Position 8553: 0.04137812064065904
Position 3713: 0.038763206867326726
Position 3383: 0.0334471465859636
Position 175: 0.03318751604985992
Position 13161: 0.029264607334252672
Position 10696: 0.027537842873413394
Position 12022: 0.018911285536788593
Position 12060: 0.015411973818585042
Position 1020: 0.010030875134667416
Position 910: 0.00933503117948431
Position 6223: 0.0078087354145589165
Position 9328: 0.007509153092999948
Position 6341: 0.006911424854643745
Position 3227: 0.006656442052118378
Position 1932: 0.0062953536209090525
Position 12751: 0.006211069416225344
Position 3322: 0.005056129405875035
Position 938: 0.004253174505021639
Position 13695: 0.00419706165512284
Position 11513: 0.004185341323045819
Position 1134: 0.0040528598293560324
Position 831: 0.003860715122078117
Position 2936: 0.003842248884458822
Position 12979: 0.003499986461201894
Position 276: 0.00214059685745517
Position 895: 0.0020511272571652737
Position 1182: 0.002038005223488357
Position 13167: 0.0018251098651758356
Position 8447: 0.0017300655036207326
Position 10262: 0.0016844800530300234
Position 1312: 0.001605422265631469
Position 1842: 0.0014819721329024061
Position 915: 0.0013669109409150384
Position 6061: 0.0012197874818947994
Position 1937: 0.0010189334250816254
Position 5929: 0.0009454968219462228
Position 2440: 0.0007259187341960203
Position 1962: 0.0007007924779873934
Position 2502: 0.000654782518641271
Position 488: 0.0006199096225633372
Position 6308: 0.0006045335432474388
Position 3317: 0.000512755965878279
Position 4533: 0.0004652290005058782
Position 6278: 0.0003997598350862196
Position 4527: 0.0003723284754795664
Position 1985: 0.0003163580364592108
Position 9444: 0.00020783278305572557
Position 625: 0.00017886718234216001
Position 324: 0.000153775671643134
Position 3090: 5.4111663032920245e-05
Position 808: 3.1535802841520493e-05
Position 1838: 2.2308283141069134e-05
Position 2443: 2.216360596522653e-05
Position 3123: 2.03535160003227e-05
Position 1882: 1.3811822584499694e-05
Position 4590: 1.3126335731602576e-05
Position 2971: 1.0520594670042827e-05
Position 128: 8.758286588634312e-06
Position 5131: 8.455037596257999e-06
Position 601: 6.5804576774624415e-06
Position 468: 2.11895770592219e-06
Position 1479: 1.785781258366684e-06
Position 233: 1.4095184312102523e-06
Position 721: 1.2979790643310825e-06
Position 1979: 1.1238197273608795e-06
Position 341: 1.0782060230651189e-06
Position 161: 6.958290139132463e-07
Position 865: 6.766884388380946e-07
Position 1100: 5.612786643442115e-07
Position 204: 2.623868673093667e-07
Position 1619: 2.2963172268633595e-07
Position 368: 1.678592827881036e-07
Position 1001: 1.4362475793771752e-07
Position 386: 1.4242758021242149e-07
Position 1624: 8.381530887753482e-08
Position 563: 7.393302795488304e-08
Position 957: 3.5798517787427586e-08
Position 899: 3.28534989041527e-08
Position 644: 3.0465669905098154e-08
Position 438: 1.991469049744638e-08
Position 825: 1.786733155383208e-08
Position 308: 1.765695383432291e-08
Position 955: 1.6794361669186648e-08
Position 565: 6.437476232447275e-09
Position 436: 6.4105353266282734e-09
Position 388: 2.4543524880550465e-09
Position 749: 5.336588522935682e-10
Position 527: 7.409356592621124e-11
Position 97: 6.803712286984812e-11
Position 729: 4.75241433042382e-11
Position 550: 3.790019162589893e-11
Position 243: 3.6837801076018353e-11
Position 116: 1.565782760422079e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.4432012450736321
Position 6424: 0.3611104771383541
Position 8426: 0.21101689503965496
Position 6391: 0.09707786596230761
Position 12793: 0.09317792031307259
Position 14703: 0.07979131314283647
Position 8311: 0.07773467640292357
Position 14878: 0.07173626261515254
Position 7439: 0.06853694341490223
Position 11869: 0.0641062979035214
Position 3198: 0.063399725664451
Position 5992: 0.059950360328134084
Position 6307: 0.053329343458964076
Position 13843: 0.0486073850661701
Position 10418: 0.047021505486880284
Position 8357: 0.042006544855600604
Position 9253: 0.03897249552912844
Position 3854: 0.035237868290286634
Position 3836: 0.030325305436064275
Position 3565: 0.028048408058146474
Position 11821: 0.027075044648221788
Position 17707: 0.02104854238137497
Position 11990: 0.016242471011288624
Position 12704: 0.014698012066113323
Position 14442: 0.01275400530997738
Position 11919: 0.012421725944005414
Position 3345: 0.012352277736765492
Position 7461: 0.011424401974188866
Position 813: 0.011151684297337436
Position 12282: 0.009811427211146933
Position 10185: 0.009705598567827092
Position 8387: 0.009207386048082411
Position 830: 0.009154074251543175
Position 5073: 0.008385981427843003
Position 8080: 0.007912138774166149
Position 10577: 0.007137658482080952
Position 1873: 0.006787625058036162
Position 13230: 0.00676978426494922
Position 3164: 0.005341579823357291
Position 7369: 0.004741736110138022
Position 10580: 0.00470368741259714
Position 3523: 0.004643131825445082
Position 11302: 0.0039985425434397055
Position 1085: 0.003523500577610475
Position 3669: 0.003410534942990478
Position 3180: 0.0030363864082420247
Position 3382: 0.0029232820837887465
Position 721: 0.0029110927709411066
Position 2831: 0.0028405996984365465
Position 8331: 0.0026850295844595457
Position 724: 0.0026192570043502253
Position 3739: 0.002571206303655405
Position 4173: 0.0025462082241837366
Position 4090: 0.0024630471630983017
Position 10251: 0.0024149603437788113
Position 6371: 0.002260571897951095
Position 11129: 0.0021175285322217164
Position 6025: 0.0020104928613052858
Position 3712: 0.0019991441462840955
Position 2302: 0.0019477964805767202
Position 3217: 0.0018577436625731346
Position 9054: 0.0018303374407918395
Position 2387: 0.0018167938777537286
Position 8117: 0.0017848537370358142
Position 1041: 0.0017347056422551026
Position 1703: 0.0016581410320056496
Position 3498: 0.001646959868861914
Position 2075: 0.0016438245344790523
Position 3254: 0.0015874827046325028
Position 7948: 0.0015867374876935704
Position 3591: 0.001423527974775702
Position 3445: 0.0014088931664453129
Position 556: 0.0013885909091623828
Position 1841: 0.0013843246513660435
Position 13517: 0.0013770667791702085
Position 4409: 0.0013063336643126394
Position 888: 0.001231235380413846
Position 10852: 0.001215651877289284
Position 644: 0.0012046290035901085
Position 5206: 0.001190225844495868
Position 5130: 0.001157070129410075
Position 3266: 0.0011206784109574447
Position 3625: 0.0010885851152399881
Position 3287: 0.0010395025287979738
Position 7402: 0.0010225914263345642
Position 1660: 0.0009268605392969686
