Gene = KNCN
index = 751
Annotated 5SS: [ 151 2023]
Annotated 3SS: [1947 3405]
SMsplice 5SS: [ 151  981 1282 2023]
SMsplice 3SS: [ 829 1212 1974 3405]
top_k =  1000
Partition function (log Z): -1.1163097103489825

Sorted 5' Splice Sites (High to Low Probability):
Position 2023: 0.9416686207593268
Position 151: 0.7365436794741854
Position 1282: 0.721142297705776
Position 981: 0.5923324029492429
Position 96: 0.2299308004320866
Position 1486: 0.20768459818655938
Position 736: 0.06351541364945773
Position 491: 0.055801949821919584
Position 830: 0.049150173780891086
Position 3224: 0.03789034453710279
Position 2456: 0.035961201556908746
Position 3429: 0.0325262101272147
Position 2801: 0.022975151911392308
Position 1806: 0.01170203997217739
Position 2788: 0.008644524140249393
Position 2478: 0.007870890074015391
Position 2618: 0.0034049971760919673
Position 1385: 0.0034042398397727816
Position 967: 0.0026706749478154312
Position 836: 0.0022020553636652547
Position 2668: 0.0020315978992391823
Position 279: 0.001957367047713009
Position 1513: 0.0015855256464032057
Position 194: 0.0012783138029976698
Position 216: 0.0011233042900861121
Position 124: 0.0009505604396809395
Position 752: 0.0006297092258264436
Position 1348: 0.0005988372310554201
Position 923: 0.0005919736837007069
Position 3559: 0.0003730394963611231
Position 1383: 0.00031281752175468054
Position 3704: 0.00030831180533615586
Position 2936: 0.00030418275622870667
Position 281: 0.00025543490901422605
Position 3680: 0.0002116811712784134
Position 442: 0.00020311988181175722
Position 1250: 0.0001791553260776797
Position 3543: 0.00014149467458660417
Position 999: 0.00013732520111660272
Position 918: 0.00010806548898891154
Position 66: 0.00010417213588961588
Position 1913: 9.744729766748234e-05
Position 995: 9.410463299031863e-05
Position 1352: 8.617415695929247e-05
Position 1424: 7.732056189658336e-05
Position 1426: 7.630377980055843e-05
Position 921: 7.565631818291076e-05
Position 144: 7.269201535029603e-05
Position 634: 6.442298487958379e-05
Position 1422: 6.401810092777793e-05
Position 1340: 5.657713837186113e-05
Position 1362: 5.2830383893963365e-05
Position 242: 5.142939800147344e-05
Position 2293: 4.60397270050691e-05
Position 589: 4.444027331828525e-05
Position 1428: 4.372249002154267e-05
Position 3492: 4.1287090899170386e-05
Position 605: 3.905553162211117e-05
Position 552: 3.880450139741666e-05
Position 2443: 3.335592402850714e-05
Position 1084: 3.224186869591507e-05
Position 2699: 2.8852928467645545e-05
Position 2337: 2.622402532828996e-05
Position 1420: 2.498138974084974e-05
Position 895: 1.5332899439172852e-05
Position 868: 1.2549324611764817e-05
Position 603: 1.2521595331277844e-05
Position 1342: 8.303198933518811e-06
Position 477: 6.317218492460889e-06
Position 126: 3.0146492387699635e-06
Position 1326: 2.5347379554545465e-06
Position 1364: 2.468534712749488e-06
Position 591: 2.045363304501183e-06
Position 915: 9.362284696470993e-07
Position 1095: 7.427743311886209e-07
Position 570: 6.513266961353491e-07
Position 211: 3.850274803860698e-07
Position 2556: 1.2169777883644297e-07
Position 439: 1.2071142869954248e-07
Position 51: 9.422211307956726e-10
Position 376: 4.924155108370651e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3405: 0.8287371371603145
Position 1212: 0.658985915709392
Position 829: 0.5606709113555807
